StoreCode,TotalSales,TotalAmount
QcxGX,8916,561708
OYDFS,3031,157612
CWpDO,3390,132210
yMpVe,4635,421785
NHPBK,2008,16064
BTfXS,7108,525992
GYwgd,2503,162695
SJHSM,8087,218349
eaOwZ,2243,53832
GegCn,2591,85503
CVdHm,3769,56535
piDSU,8253,742770
uHFdq,8937,598779
VBvsZ,7113,263181
OaonV,9574,402108
WxCuC,4974,129324
lrdmQ,5941,558454
XDBOn,4199,365313
zKiCg,7463,268668
GhWjC,2886,219336
rLgcW,7910,47460
Kmhev,5378,430240
JMnTL,6856,267384
tygbv,9665,57990
KSaTN,4596,160860
kYhLY,2635,245055
IQpeV,7304,438240
SSGhM,8077,193848
qMQqC,4808,225976
iaKlv,6011,48088
uTDfX,9967,837228
EywWq,8181,212706
YsTui,3990,19950
KNCJS,8755,507790
WuKsx,2582,105862
ANVEy,7249,86988
UWaYX,4920,68880
ssYLB,9777,293310
setOB,3022,135990
hsrSA,9991,109901
kqluk,8941,286112
JYZuR,5568,334080
STRTS,3785,22710
qTePA,8067,508221
mSMBw,7129,570320
dDwYL,6464,407232
Xgsru,5599,391930
ZetEh,6410,551260
vlvxB,6205,105485
PGFlN,8139,236031
hwJkd,8708,78372
jtVyk,3139,100448
rbgKb,9510,646680
DUdIG,2855,274080
GYZVK,2574,28314
QliAf,5511,523545
NlLfn,6664,653072
tmKjH,7175,552475
kqimz,8745,673365
slAfl,4751,123526
Vahai,9573,287190
tXPLn,7892,457736
ePGqv,2998,227848
zCCRP,3820,317060
hMOUE,4388,438800
ntrCa,5465,71045
GmWQr,5146,118358
egwMA,8999,251972
HaEgD,6396,422136
xdCJc,4088,335216
okJyN,5789,46312
ThPsv,8165,48990
VWPwm,8626,776340
UdIGN,7550,339750
rHBoM,9962,318784
AjNQi,3817,156497
nHGfU,9402,620532
vwXuA,5929,237160
ZJRDH,3132,65772
KNnBR,5412,173184
JubAv,9172,366880
MJXcE,5903,407307
lzuFZ,5042,90756
NbkzT,9635,635910
dbLLF,3030,260580
CGXWX,3660,296460
Lnbox,4651,37208
OOCWw,4673,355148
oJjpd,8556,290904
gEHsH,7635,648975
wzYak,8711,339729
zgXpN,8301,547866
oyfDZ,5717,165793
OKaQl,2376,73656
rNDTc,2378,64206
vZRdZ,5494,230748
PEvtn,2744,150920
sYwQV,9398,281940
KBwCt,8460,194580
mPuGW,2511,52731
yTBDy,4829,424952
CueVE,2035,126170
qkxue,9087,763308
LYhDl,5369,214760
gndlW,6418,449260
Lmlko,9009,153153
JWBfD,2844,173484
bIJKs,6161,400465
wqsBh,6362,458064
UcLrz,2934,132030
QOSbc,7053,204537
sMqHg,8354,634904
ehiBf,9338,812406
ddZJd,8331,99972
CrzOh,4574,77758
RDaEM,3386,308126
djmvH,8942,500752
ndGUZ,9208,672184
vOfCn,4668,107364
BTaZB,8041,209066
Bxwxe,6109,586464
aaCPZ,3376,324096
BlIdp,5573,339953
VBYtQ,7467,448020
ZpOOw,4714,131992
fRyHQ,7268,276184
ttEre,3133,178581
XfzNT,6895,131005
KFoSd,5071,86207
WTDQv,2760,151800
MkNMD,2942,232418
KBamU,8335,50010
xViNc,2537,109091
gKIyA,7422,504696
OdkJD,9070,897930
zxAJF,8560,847440
Igdvq,7590,227700
wiIhA,6202,155050
FnFgI,3674,224114
wJMYW,4335,359805
mjplW,7795,265030
eDTeH,7308,723492
TIOBi,6345,323595
