StoreCode,TotalSales,TotalAmount
cAurE,4870,136360
YhtWY,8375,50250
eSItw,8157,97884
flkSX,8323,432796
ltOdM,7179,696363
iwuQa,9634,375726
KcZRO,7553,83083
yGEPn,2107,149597
ZPCiI,4123,94829
clyey,7427,289653
ptuHY,4451,93471
DSLiG,8339,592069
tkjTV,2989,92659
jpOue,8133,227724
gHtBk,3546,145386
HaQbW,6829,81948
lPFrF,2821,279279
zNqnr,8315,823185
oSLEf,7106,149226
XOeGK,4195,255895
MkhmR,2841,235803
HDFVh,2066,10330
bZNrv,3458,290472
qqMRa,2563,235796
yuPlp,4831,396142
EgDVY,8408,773536
oJRnH,9780,352080
Ulvwf,7377,147540
Zdkte,8140,773300
vuCOP,7909,363814
kLAcH,6476,375608
XGhbO,3735,175545
XQaHJ,9040,424880
xHllz,8688,599472
XEmIJ,3966,142776
orpMr,6945,326415
jyrvB,4802,33614
DiWdM,7602,532140
pJbdt,5810,488040
aQesR,3761,312163
yaVEF,2920,37960
NRoJG,6182,593472
aTfZz,5116,92088
oWLEE,9686,145290
yutoT,3923,121613
dGvdC,5650,152550
AYYHE,7373,486618
Pqphe,2012,122732
VZEKW,4425,154875
WRVNv,4590,339660
iHfaD,2390,169690
alDAd,5089,76335
flZxQ,8092,186116
NoAhW,2634,258132
MRUez,8923,499688
jqVSB,8882,426336
aEZLq,6690,622170
jFHnp,4521,253176
niuao,3071,178118
uxoTY,3148,72404
QfxWo,6753,479463
AgdDr,8356,409444
zDqyD,3173,218937
DQdfx,7116,305988
GrqPo,7036,408088
eSTsG,4254,280764
oqAWv,5034,372516
TbVIw,5106,393162
FCIWC,3599,291519
wAqsT,9849,196980
UmHsj,8872,88720
aOMVv,2653,31836
DgKsH,5770,63470
XAQvR,8594,472670
VMttA,6889,447785
RMmcx,6486,544824
fGpJo,7734,417636
gQLfK,5405,210795
NwOBS,2987,131428
vpVkm,4383,179703
BvaxX,5662,79268
WkQEr,9312,838080
NEJMD,6544,111248
iWElQ,4211,138963
uBeRU,5047,383572
IGvms,4903,142187
QtidG,7632,602928
QAbBt,5839,525510
GlqCH,7753,511698
clIpF,9845,935275
hgYlA,4562,177918
GXuAF,9506,769986
aTYKa,4659,298176
jDKYr,6745,593560
HpDxV,6129,527094
yKFQJ,7374,486684
mYRzy,9798,195960
YbrVf,7229,542175
OnxjQ,9018,108216
TSqRr,6462,458802
NDtjR,8438,388148
kPsmd,3313,172276
GeMWZ,8602,352682
Dgwbu,3700,33300
RJOUN,8719,252851
KOOGk,9491,398622
etwzA,6925,249300
gkJwL,2545,213780
TkCEQ,2345,56280
mfVba,6642,73062
iVjoX,7242,224502
xNjcJ,3562,46306
GQUGT,6090,79170
YaHYp,3339,250425
XPLIp,4633,208485
KhXqf,8578,188716
nBQnc,7633,519044
TbFwW,7202,590564
kNhde,7356,80916
dhFID,3452,341748
EZiaQ,5853,245826
sLFmF,6743,606870
toqFu,4698,469800
PdveO,9730,77840
BzZTV,9362,383842
khBfg,2104,206192
Brbyo,9331,634508
hxCJQ,7249,485683
PXenY,9549,362862
cwtDX,6376,452696
eUPbR,2020,173720
WmlnQ,9050,868800
kOlaN,7329,476385
yrQct,9763,859144
WJdpA,6876,55008
fXWVR,8358,743862
NMxTB,7995,119925
pUtri,2323,95243
wnZIE,6810,122580
TgYFa,8339,83390
aNprq,9896,554176
FLcJk,2380,14280
DsvRZ,5765,507320
MUHIO,7236,448632
PnQku,4809,144270
auapI,8800,642400
OgydP,9203,377323
zFXxM,2774,33288
zQzLp,3945,130185
FIAJK,3744,359424
fhhcY,4969,218636
zghcv,8288,629888
KIJls,4629,384207
wdpvP,4400,198000
fFXEw,6164,468464
qYLhG,7707,608853
VuEHV,8271,198504
GlgRx,7125,185250
nvdSW,2566,197582
kOoCc,8027,136459
UbVdI,3770,192270
NssPe,4558,113950
xFuoR,7695,38475
DTMgX,9840,501840
mlJlb,6545,530145
ymBoG,2642,227212
IaTIL,2264,172064
RDRbk,3017,193088
PEdzJ,5545,127535
uvYKG,7695,361665
kaKpY,4830,24150
SeXAD,7142,621354
QMmbL,8933,857568
AGZKo,2967,94944
TScRb,8405,613565
KGAMJ,5038,282128
JViUc,8557,616104
KAhnw,2769,99684
xhPHG,4939,424754
ZSErb,4231,228474
PuWMA,5071,131846
IXpTk,7657,436449
soqBT,4989,404109
UYTSr,4822,419514
cfLcc,9151,622268
LCmQP,5669,334471
zQebo,8187,311106
hWvFA,7285,597370
tqpRp,5733,441441
hUecU,4176,417600
wyZhm,4134,99216
EOVmQ,4345,117315
wdJWS,7127,712700
vVlLg,9865,858255
dvYIP,2145,109395
EYsXj,7307,328815
IJRUx,3988,362908
BQvxj,4835,410975
MZeaV,9389,262892
GdwjX,5125,502250
XzDRI,4269,264678
SfoCb,6974,488180
XHZpl,3373,124801
qhGWw,4821,327828
EyAMJ,5931,581238
cOkai,8740,515660
ErNKN,7270,559790
