StoreCode,TotalSales,TotalAmount
tsOJz,7593,83523
GzhSX,6563,190327
kvryu,8355,584850
ZwgUp,4377,433323
NUeWz,6965,383075
vKyIK,3002,198132
AmWQO,3871,363874
fQyRo,2538,137052
hjPHN,7294,364700
POqse,2174,95656
EVDgI,8109,202725
IPcfn,2557,186661
MeMGs,5692,290292
jAhpX,3015,54270
uGDff,2807,47719
gOkdO,6830,669340
jWIre,8513,766170
fHpMI,3477,66063
lVMVN,4011,224616
GSRWU,6316,625284
idOvW,2266,197142
VWqbE,3495,293580
vLmKV,6309,460557
aWOOV,9206,616802
kRrkx,5290,465520
QkEUL,2498,167366
uFpQH,5552,333120
rkxtL,9191,882336
talwS,8761,779729
UaAMB,9505,788915
UAeYW,9140,283340
eyUEn,5572,100296
PjnUz,6123,220428
ODyWO,8233,172893
VHTBY,9628,163676
qfuvj,6239,318189
GWKlk,6458,510182
uDRja,6347,609312
xncbm,8467,694294
QqxEp,8381,838100
QrNwO,8116,389568
Sahxf,7841,627280
oRlni,5701,387668
pWhCP,2496,239616
nYIib,8972,511404
lDLzU,9627,953073
HSBSH,6056,121120
Amagt,9523,561857
eZQuo,3473,166704
oUUDg,6385,172395
CbeQK,2029,111595
ZBfsh,4095,397215
FvhES,8391,453114
ldomP,5887,576926
QnFtv,6881,529837
eQHIq,5923,325765
rhihY,7337,256795
ScgLy,5390,242550
TxJsD,8536,307296
XgfTL,8897,809627
esjbO,7200,115200
puVXA,4992,349440
rEUwW,4934,394720
hAomW,9814,255164
HtCeM,8524,843876
AhDNA,3633,130788
KErsa,4616,184640
bfbuU,5899,82586
crBFQ,7840,588000
mFdLN,7897,165837
CVBrm,4856,335064
qDQip,6362,356272
KUxkt,3365,74030
qQbgw,9370,477870
FBeJv,4066,227696
kJFpB,8059,483540
glKdt,8310,797760
Tocnf,9165,73320
JcCWb,5284,174372
pXHPq,2946,50082
iRpPc,5334,122682
CjhMA,8790,465870
mwCWY,5944,89160
BfPZz,3601,75621
XAFCB,6133,447709
hQLuY,8845,176900
bKFVJ,8920,722520
cCncM,2420,96800
