StoreCode,TotalSales,TotalAmount
ukwKz,3879,42669
fROpz,2718,206568
SOpJC,9726,972600
dEUJN,6004,120080
SIymk,3775,309550
dGlTK,8247,494820
rKzml,5054,70756
lbbAI,7949,302062
DJjpR,8517,281061
hejzM,8802,730566
oZZEy,3335,96715
HytDf,4664,419760
ImKgR,6666,633270
bzqhj,4379,83201
JtNFm,4953,99060
gIBGn,2378,28536
BYHfs,9063,525654
jSYfC,5336,122728
XfDRz,6569,72259
wuyow,9651,202671
GhoWI,7622,205794
LWALp,8770,640210
kImZj,5973,477840
xUZHW,3019,36228
XHXCu,5965,542815
LrRYP,6779,169475
ZTCzx,8826,582516
GaflA,7917,783783
xXQVx,6164,394496
yoPMM,4419,313749
fnifp,5240,172920
UBiHD,9937,874456
pHkIy,2748,30228
hAamr,9695,639870
NGGPn,7403,407165
PieYt,2172,141180
BBviV,7963,278705
WGIMR,4156,315856
Fcoqj,5337,437634
zxbcV,2717,122265
aqXjv,8500,467500
HwABJ,7977,438735
pwxsm,2183,187738
AxKjw,8257,404593
KhQou,2981,280214
FVLXv,4370,388930
LzYQM,8816,193952
eiFNn,7072,360672
HTneU,5505,242220
woWTU,6675,180225
afDKH,8039,731549
fXnQd,3169,272534
nDWOq,7019,140380
mgRkA,9615,865350
rwALY,7784,93408
bGjFI,4597,119522
OjAxV,4208,399760
pliSK,5660,84900
dkzSF,6890,502970
MuwFP,9551,630366
cfFWu,6734,505050
xfVbw,3680,161920
xBRCe,6942,83304
AiXGp,3797,98722
COxZZ,7144,507224
DgDLy,4171,83420
yqSqM,9103,273090
KuELV,2633,57926
LQmGM,5035,433010
gMrrU,4410,154350
yYKlJ,5775,369600
vlExD,2094,100512
unHPa,7693,469273
Ijovy,6638,53104
jPInm,7143,542868
gkiUJ,5168,490960
cSwhe,5203,140481
zKGLk,2314,34710
HRRep,9202,588928
cAurE,4818,322806
YhtWY,5025,381900
eSItw,9365,917770
flkSX,2908,127952
ltOdM,7644,152880
iwuQa,4961,228206
KcZRO,2301,151866
yGEPn,5788,144700
ZPCiI,2820,81780
clyey,7477,478528
ptuHY,2080,168480
DSLiG,4528,294320
tkjTV,5245,183575
jpOue,3338,60084
gHtBk,4765,128655
HaQbW,9796,656332
lPFrF,9568,813280
zNqnr,2402,86472
oSLEf,5807,284543
XOeGK,2517,35238
MkhmR,3846,234606
HDFVh,5555,383295
bZNrv,5690,403990
qqMRa,5818,552710
yuPlp,3876,286824
EgDVY,3859,208386
oJRnH,8777,96547
Ulvwf,7694,315454
Zdkte,4132,20660
vuCOP,9348,888060
kLAcH,3736,22416
XGhbO,6925,214675
XQaHJ,8380,477660
xHllz,9741,438345
XEmIJ,7448,81928
orpMr,8740,620540
jyrvB,7847,172634
DiWdM,8498,152964
pJbdt,2190,74460
aQesR,3321,282285
yaVEF,2659,226015
NRoJG,7058,642278
aTfZz,7531,82841
oWLEE,8567,591123
yutoT,9195,662040
dGvdC,9207,257796
AYYHE,3042,301158
Pqphe,4870,443170
VZEKW,7359,58872
WRVNv,4392,162504
iHfaD,8179,163580
alDAd,7668,383400
flZxQ,7398,725004
NoAhW,3800,133000
MRUez,8816,546592
jqVSB,5921,207235
aEZLq,9839,865832
jFHnp,3234,35574
niuao,2225,104575
uxoTY,4057,332674
QfxWo,6349,38094
AgdDr,4683,229467
zDqyD,7113,483684
DQdfx,9171,146736
GrqPo,9877,948192
eSTsG,5078,436708
oqAWv,2692,145368
TbVIw,2314,34710
FCIWC,7557,68013
wAqsT,7475,156975
UmHsj,6385,102160
aOMVv,3623,152166
DgKsH,3182,248196
XAQvR,9981,798480
VMttA,5721,85815
RMmcx,5628,168840
fGpJo,5869,404961
gQLfK,7458,275946
NwOBS,4163,295573
vpVkm,7883,204958
BvaxX,2876,273220
WkQEr,5049,207009
NEJMD,3195,38340
iWElQ,9032,722560
uBeRU,3674,279224
IGvms,3291,299481
QtidG,9113,610571
QAbBt,2288,11440
GlqCH,4702,465498
clIpF,7269,341643
hgYlA,8381,142477
GXuAF,3367,265993
aTYKa,9068,707304
jDKYr,6547,333897
HpDxV,9118,702086
yKFQJ,8292,406308
mYRzy,9136,493344
YbrVf,4262,132122
OnxjQ,5344,411488
TSqRr,8826,52956
NDtjR,4822,91618
kPsmd,3215,67515
GeMWZ,9304,390768
Dgwbu,4568,383712
RJOUN,5160,294120
KOOGk,4487,58331
etwzA,7082,495740
gkJwL,2232,111600
TkCEQ,4609,138270
mfVba,8557,136912
iVjoX,2044,155344
xNjcJ,5394,382974
GQUGT,8820,291060
YaHYp,8625,638250
XPLIp,8982,835326
KhXqf,3794,75880
nBQnc,9260,629680
TbFwW,2957,17742
kNhde,3189,213663
dhFID,4680,257400
EZiaQ,8323,665840
sLFmF,4100,287000
toqFu,2167,179861
PdveO,3006,291582
BzZTV,5288,338432
khBfg,8618,568788
Brbyo,5867,440025
hxCJQ,7739,441123
PXenY,2471,165557
cwtDX,4957,361861
eUPbR,6131,349467
WmlnQ,6800,340000
kOlaN,8403,235284
yrQct,4840,484000
WJdpA,9997,979706
fXWVR,6978,181428
NMxTB,7495,532145
pUtri,4869,482031
wnZIE,8377,661783
TgYFa,9038,614584
aNprq,3427,123372
FLcJk,2459,152458
DsvRZ,9065,262885
MUHIO,9013,603871
PnQku,9260,305580
auapI,6756,209436
OgydP,3265,124070
zFXxM,3341,163709
zQzLp,6470,375260
FIAJK,5546,55460
fhhcY,2933,114387
zghcv,4746,170856
KIJls,2219,221900
wdpvP,5046,242208
fFXEw,8476,50856
qYLhG,2357,235700
VuEHV,7959,779982
GlgRx,9422,461678
nvdSW,8347,626025
kOoCc,9814,353304
UbVdI,2909,209448
NssPe,5559,433602
xFuoR,9260,694500
DTMgX,7589,728544
mlJlb,3103,235828
ymBoG,4150,66400
IaTIL,2109,80142
RDRbk,9660,251160
PEdzJ,2402,163336
uvYKG,2163,95172
kaKpY,8118,381546
