StoreCode,TotalSales,TotalAmount
iHfaD,6848,568384
alDAd,6978,307032
flZxQ,9638,462624
NoAhW,9540,944460
MRUez,8908,356320
jqVSB,2878,169802
aEZLq,7783,684904
jFHnp,2874,232794
niuao,7970,255040
uxoTY,3171,291732
QfxWo,3199,31990
AgdDr,4575,407175
zDqyD,6978,348900
DQdfx,6695,374920
GrqPo,4683,187320
eSTsG,8332,774876
oqAWv,5660,373560
TbVIw,2386,200424
FCIWC,5275,79125
wAqsT,3493,345807
UmHsj,4066,256158
aOMVv,3008,204544
DgKsH,2427,135912
XAQvR,5991,179730
VMttA,2601,18207
RMmcx,8202,254262
fGpJo,5253,78795
gQLfK,5142,467922
NwOBS,5220,490680
vpVkm,5026,35182
BvaxX,8025,521625
WkQEr,8482,144194
NEJMD,4362,283530
iWElQ,7715,347175
uBeRU,3181,50896
IGvms,4873,365475
QtidG,8533,682640
QAbBt,7370,383240
GlqCH,4019,257216
clIpF,4504,126112
hgYlA,3311,36421
GXuAF,3736,160648
aTYKa,8682,590376
jDKYr,9233,535514
HpDxV,2887,57740
yKFQJ,3253,296023
mYRzy,2637,239967
YbrVf,4730,245960
OnxjQ,3086,234536
TSqRr,5017,195663
NDtjR,7716,77160
kPsmd,2461,172270
GeMWZ,5871,70452
Dgwbu,4816,120400
RJOUN,4627,319263
KOOGk,9739,662252
etwzA,2822,53618
gkJwL,2152,58104
TkCEQ,7179,703542
mfVba,9034,72272
iVjoX,9764,546784
xNjcJ,8936,714880
GQUGT,3916,35244
YaHYp,2019,141330
XPLIp,8315,166300
KhXqf,5753,74789
nBQnc,7543,226290
TbFwW,5323,399225
kNhde,6367,70037
dhFID,4216,265608
EZiaQ,9542,877864
sLFmF,6543,281349
toqFu,5544,476784
PdveO,6698,100470
BzZTV,3034,218448
khBfg,7010,581830
Brbyo,8321,657359
hxCJQ,6207,335178
PXenY,8394,671520
cwtDX,6944,659680
eUPbR,4196,146860
WmlnQ,5701,490286
kOlaN,5730,74490
yrQct,2655,204435
WJdpA,5452,479776
fXWVR,8844,627924
NMxTB,7406,370300
pUtri,6561,308367
wnZIE,3980,202980
TgYFa,3715,74300
aNprq,9370,393540
FLcJk,2942,232418
DsvRZ,2610,109620
MUHIO,5575,512900
PnQku,7000,77000
auapI,7159,400904
OgydP,8335,500100
zFXxM,6571,381118
zQzLp,4809,375102
FIAJK,6895,62055
fhhcY,3282,154254
zghcv,2579,167635
KIJls,5489,395208
wdpvP,3139,87892
fFXEw,9644,858316
qYLhG,5150,66950
VuEHV,8930,178600
GlgRx,7964,748616
nvdSW,9209,331524
kOoCc,6496,181888
UbVdI,9735,438075
NssPe,2442,185592
xFuoR,3193,159650
DTMgX,9616,586576
mlJlb,5577,435006
ymBoG,5235,298395
IaTIL,6886,137720
RDRbk,5249,346434
PEdzJ,9265,574430
uvYKG,5516,165480
kaKpY,7977,693999
SeXAD,6392,504968
QMmbL,9442,453216
AGZKo,6577,269657
TScRb,5997,551724
KGAMJ,8721,261630
JViUc,3765,158130
KAhnw,2374,128196
xhPHG,7945,770665
ZSErb,8306,166120
PuWMA,9171,119223
IXpTk,5595,419625
soqBT,6153,412251
UYTSr,9350,112200
cfLcc,3960,75240
LCmQP,7055,169320
zQebo,2471,210035
hWvFA,2320,139200
tqpRp,4090,200410
hUecU,9231,784635
wyZhm,6964,194992
EOVmQ,5224,47016
wdJWS,2012,201200
vVlLg,5972,262768
dvYIP,3539,205262
EYsXj,8523,792639
IJRUx,7634,167948
BQvxj,7832,258456
MZeaV,5718,245874
GdwjX,8446,810816
XzDRI,4630,134270
SfoCb,7958,350152
XHZpl,8806,343434
qhGWw,3067,303633
EyAMJ,6340,221900
cOkai,8484,670236
ErNKN,7776,559872
LUZXk,5154,422628
LCbTC,4745,322660
aFBqj,8425,109525
LgLtU,2692,96912
SVJuK,5843,549242
VgqlC,3809,194259
lNIwZ,6246,543402
nrDwj,7319,600158
mTYLg,6353,451063
kZqaY,3271,206073
biUrp,2096,146720
dySwt,8556,504804
nXTSo,6006,468468
NYJYP,3938,161458
TdqRz,8627,621144
DLuNM,4450,218050
iOdxH,6016,475264
gKrAl,7837,305643
qjOML,3862,204686
vzFzF,3674,268202
IedHV,5418,384678
eZrvP,9822,766116
iflfM,9968,478464
ylIMC,3679,261209
VMeqN,5319,281907
AwOZr,9546,620490
SiIRG,8963,71704
KMQJh,7098,113568
ZkYJi,4310,219810
QivYi,8415,732105
jdRdI,8462,228474
dlRPu,3149,44086
AEzua,3234,158466
udeoO,9451,311883
tIbkH,5115,107415
jnckU,3646,324494
UqKHU,9556,516024
fvvzF,2698,250914
ubBvJ,5313,233772
jcBKP,6183,438993
MZufH,4065,296745
leBWA,4434,84246
FZkIh,4413,172107
QcxGX,2097,180342
OYDFS,4711,51821
CWpDO,7873,39365
yMpVe,8530,725050
NHPBK,3979,266593
BTfXS,9623,288690
GYwgd,2993,26937
SJHSM,8721,104652
eaOwZ,5119,235474
GegCn,4637,421967
CVdHm,5134,41072
piDSU,8894,311290
uHFdq,5719,451801
VBvsZ,8816,220400
OaonV,8288,49728
WxCuC,6452,606488
lrdmQ,8083,565810
XDBOn,9820,176760
zKiCg,4368,109200
GhWjC,5565,545370
rLgcW,7765,667790
Kmhev,9549,458352
JMnTL,5268,289740
tygbv,9132,273960
KSaTN,5302,360536
kYhLY,9807,460929
IQpeV,9376,346912
SSGhM,9365,215395
qMQqC,3486,34860
iaKlv,5436,103284
uTDfX,8695,617345
EywWq,9591,508323
YsTui,5874,569778
KNCJS,2109,103341
WuKsx,2285,166805
ANVEy,8164,481676
UWaYX,3667,234688
ssYLB,5098,275292
setOB,4976,313488
hsrSA,9594,460512
kqluk,6469,608086
JYZuR,5300,360400
STRTS,7245,434700
qTePA,2835,238140
mSMBw,5060,65780
dDwYL,8623,327674
Xgsru,8481,152658
ZetEh,7053,585399
vlvxB,4279,175439
PGFlN,2528,133984
hwJkd,3516,119544
jtVyk,3126,306348
rbgKb,8796,474984
DUdIG,4876,277932
GYZVK,8041,570911
QliAf,7837,736678
NlLfn,2311,138660
tmKjH,5961,327855
kqimz,6415,519615
slAfl,6510,546840
Vahai,9224,175256
tXPLn,4239,305208
ePGqv,4180,313500
zCCRP,6923,359996
hMOUE,2457,216216
ntrCa,5051,474794
GmWQr,9836,314752
egwMA,3384,77832
HaEgD,9867,552552
xdCJc,4845,290700
okJyN,9754,877860
ThPsv,5937,296850
VWPwm,3835,72865
UdIGN,5927,88905
rHBoM,2587,245765
AjNQi,8165,302105
nHGfU,6768,460224
vwXuA,7199,597517
ZJRDH,3653,116896
KNnBR,6777,277857
JubAv,6216,43512
MJXcE,4967,402327
lzuFZ,9297,297504
NbkzT,8688,695040
dbLLF,2494,57362
CGXWX,2559,222633
Lnbox,2544,66144
OOCWw,2974,267660
oJjpd,6241,299568
gEHsH,3333,199980
wzYak,7864,338152
zgXpN,4469,254733
oyfDZ,4088,249368
OKaQl,2299,137940
rNDTc,2060,32960
vZRdZ,6736,572560
PEvtn,2980,149000
sYwQV,4811,33677
KBwCt,7168,293888
mPuGW,8158,448690
yTBDy,6689,608699
CueVE,6189,507498
qkxue,9850,659950
LYhDl,6820,634260
gndlW,3951,165942
Lmlko,6842,670516
JWBfD,8994,359760
bIJKs,6062,163674
wqsBh,4232,287776
UcLrz,8833,220825
QOSbc,9541,772821
sMqHg,4676,126252
ehiBf,8424,168480
ddZJd,6180,296640
CrzOh,2671,21368
RDaEM,2423,41191
djmvH,2796,89472
ndGUZ,3144,119472
vOfCn,7790,638780
BTaZB,3080,70840
Bxwxe,7714,725116
aaCPZ,5687,375342
BlIdp,6879,41274
VBYtQ,5155,422710
ZpOOw,3898,97450
fRyHQ,2144,162944
ttEre,5315,457090
XfzNT,4585,146720
KFoSd,8258,322062
WTDQv,3032,236496
MkNMD,2315,39355
KBamU,2592,82944
xViNc,4230,101520
gKIyA,3337,307004
OdkJD,2484,191268
zxAJF,6407,217838
Igdvq,8379,502740
wiIhA,6477,181356
FnFgI,2853,154062
wJMYW,7305,43830
mjplW,5924,408756
eDTeH,6545,477785
TIOBi,5488,312816
xwKsc,2411,77152
stMiO,8359,158821
HawXD,4251,161538
rfDaa,2138,36346
OXAud,9471,236775
lglks,9433,650877
nTacC,9321,866853
SeDoA,7452,618516
TGccw,7079,35395
XBWmR,7037,379998
gykMD,4656,79152
wEQqZ,7999,799900
NyJnU,8916,169404
DXhHc,3285,243090
qDvAh,9755,760890
nUTHk,8798,448698
acGxm,6886,206580
shnja,8810,405260
KFUGw,6897,55176
UDpYo,3333,313302
LplpW,4466,446600
aZUOR,5317,372190
FWGHn,8325,416250
LtwFp,5356,508820
bRHtm,4139,211089
MkghG,5183,383542
Ikadb,6095,48760
HZIVT,3400,125800
WDVmp,2015,169260
ozDIX,4220,59080
qIDXq,8639,293726
CTQfN,2116,160816
QgAhx,7164,272232
slAcJ,6197,285062
vmrLU,5553,477558
yTHEh,4430,155050
lGoVa,4379,328425
IRJuG,9074,662402
psBFq,2967,115713
VbuxQ,7548,181152
uKndT,2744,137200
fxCIy,3423,335454
zGyGG,6415,179620
uAkbh,8815,608235
EwABN,4672,303680
bxvtl,6957,549603
mqxxj,6870,412200
tsOJz,7782,85602
GzhSX,5036,75540
kvryu,2136,83304
ZwgUp,8272,479776
NUeWz,7954,453378
vKyIK,4711,419279
AmWQO,7669,260746
fQyRo,7937,738141
hjPHN,2273,36368
POqse,9187,376667
EVDgI,4163,228965
IPcfn,2098,153154
MeMGs,4259,327943
jAhpX,7005,119085
uGDff,7900,521400
gOkdO,9060,806340
jWIre,8089,606675
fHpMI,5837,449449
lVMVN,9521,914016
GSRWU,4367,100441
idOvW,3212,276232
VWqbE,9175,587200
vLmKV,8210,303770
aWOOV,8004,336168
kRrkx,7951,540668
