StoreCode,TotalSales,TotalAmount
MuwFP,6295,377700
cfFWu,4844,460180
xfVbw,4559,177801
xBRCe,9400,366600
AiXGp,8643,475365
COxZZ,8992,314720
DgDLy,2995,182695
yqSqM,2989,56791
KuELV,6403,115254
LQmGM,6246,56214
gMrrU,2582,160084
yYKlJ,3008,24064
vlExD,2196,191052
unHPa,8691,834336
Ijovy,3016,295568
jPInm,9233,138495
gkiUJ,3029,69667
cSwhe,4014,136476
zKGLk,9280,760960
HRRep,3066,269808
cAurE,8143,366435
YhtWY,8046,233334
eSItw,9830,157280
flkSX,3013,274183
ltOdM,5287,121601
iwuQa,6445,502710
KcZRO,7942,357390
yGEPn,9843,944928
ZPCiI,5600,476000
clyey,4930,473280
ptuHY,9027,487458
DSLiG,7457,253538
tkjTV,7522,255748
jpOue,8021,144378
gHtBk,4688,267216
HaQbW,2022,190068
lPFrF,6331,633100
zNqnr,4979,234013
oSLEf,7989,766944
XOeGK,2806,260958
MkhmR,9132,118716
HDFVh,9026,424222
bZNrv,9438,179322
qqMRa,5927,266715
yuPlp,6148,295104
EgDVY,9849,945504
oJRnH,4409,26454
Ulvwf,5733,154791
Zdkte,2460,83640
vuCOP,7609,669592
kLAcH,5286,343590
XGhbO,5499,82485
XQaHJ,7759,209493
xHllz,8088,768360
XEmIJ,9742,652714
orpMr,6312,328224
jyrvB,7113,184938
DiWdM,6774,311604
pJbdt,8084,727560
aQesR,2074,14518
yaVEF,7838,446766
NRoJG,2294,32116
aTfZz,8855,301070
oWLEE,8921,517418
yutoT,2905,31955
dGvdC,2164,183940
AYYHE,4606,313208
Pqphe,3434,41208
VZEKW,5369,204022
WRVNv,8222,633094
iHfaD,5535,404055
alDAd,2936,190840
flZxQ,9900,118800
NoAhW,5903,35418
MRUez,3666,307944
jqVSB,8233,386951
aEZLq,8829,44145
jFHnp,6645,272445
niuao,8615,852885
uxoTY,3821,30568
QfxWo,8067,282345
AgdDr,4264,157768
zDqyD,2134,100298
DQdfx,5519,171089
GrqPo,3841,241983
eSTsG,2824,200504
oqAWv,7373,641451
TbVIw,7400,214600
FCIWC,3634,258014
wAqsT,9106,801328
UmHsj,5002,485194
aOMVv,5971,298550
DgKsH,8569,694089
XAQvR,5396,383116
VMttA,8223,123345
RMmcx,9186,587904
fGpJo,4800,196800
gQLfK,7849,329658
NwOBS,4202,357170
vpVkm,5778,335124
BvaxX,4997,24985
WkQEr,5386,484740
NEJMD,7442,439078
iWElQ,4992,454272
uBeRU,6591,547053
IGvms,9262,870628
QtidG,4482,98604
QAbBt,3413,218432
