StoreCode,TotalSales,TotalAmount
idOvW,8700,295800
VWqbE,6227,186810
vLmKV,4732,354900
aWOOV,6478,161950
kRrkx,3998,111944
QkEUL,7977,390873
uFpQH,4726,245752
rkxtL,8510,416990
talwS,6655,565675
UaAMB,8288,273504
UAeYW,3478,79994
eyUEn,5633,163357
PjnUz,3359,191463
ODyWO,2577,115965
VHTBY,7527,173121
qfuvj,3165,145590
GWKlk,8578,849222
uDRja,3628,152376
xncbm,9405,206910
QqxEp,7948,39740
QrNwO,6218,304682
Sahxf,5234,497230
oRlni,8119,365355
pWhCP,5270,68510
nYIib,4900,49000
lDLzU,2315,69450
HSBSH,2792,111680
Amagt,4006,44066
eZQuo,3031,54558
oUUDg,7739,448862
CbeQK,6601,237636
ZBfsh,8019,232551
FvhES,6828,477960
ldomP,9333,457317
QnFtv,3916,207548
eQHIq,7186,186836
rhihY,4340,360220
ScgLy,5762,576200
TxJsD,3697,332730
XgfTL,5921,106578
esjbO,7044,77484
puVXA,4968,486864
rEUwW,3695,229090
hAomW,3223,61237
HtCeM,4882,24410
AhDNA,5553,438687
KErsa,5784,40488
bfbuU,6423,385380
crBFQ,4011,28077
mFdLN,8212,435236
CVBrm,4794,268464
qDQip,2989,65758
KUxkt,9635,375765
qQbgw,8391,822318
FBeJv,5488,274400
kJFpB,6384,140448
glKdt,3070,70610
Tocnf,4075,171150
JcCWb,9163,668899
pXHPq,4150,236550
iRpPc,7998,751812
CjhMA,3917,19585
mwCWY,2046,147312
BfPZz,5678,79492
XAFCB,3517,281360
hQLuY,7401,384852
bKFVJ,8840,751400
cCncM,4082,240838
NmlOX,6220,161720
Gmust,2354,72974
Rxykd,8530,699460
oWaGI,6527,469944
RsycJ,2214,205902
RLIcT,2691,107640
xzYdQ,5951,89265
vDyzg,4594,344550
UlCVn,4681,341713
FzEpU,9911,426173
yBIot,9342,541836
iyptw,9626,962600
xutyH,3674,282898
yJMiJ,4763,338173
NDifr,7988,431352
RLjJn,5337,85392
ufPuW,7218,613530
SLgwX,6814,252118
NAEvs,5534,492526
eABiL,9497,911712
fQuLm,6545,379610
ldnYd,4896,107712
ltiCp,6366,439254
HnpRj,6926,484820
OTaJQ,5040,504000
ISWmm,2143,81434
DahmV,3687,77427
nNdzJ,7414,652432
blkyR,7415,66735
WOYco,8762,184002
pzkIS,8377,410473
qeYBQ,7240,702280
voZEK,3628,94328
rpnBO,8649,787059
ZVuTI,6558,531198
BtlKJ,2227,135847
RbQBt,9233,784805
mZDVM,9058,217392
SaNNh,8694,852012
Ksnvj,9776,840736
NlpJP,2332,62964
qDBKc,9014,288448
ELRhJ,2530,177100
mZpJm,2619,20952
Myijg,2898,110124
HESXi,6296,371464
zmKuF,3165,218385
Zhwqx,6085,194720
mrMBd,6172,123440
gRnNs,3307,231490
AEaYi,8753,542686
auACm,5896,436304
uxZcL,4965,178740
LLHRI,2145,107250
Gfuml,7431,713376
xpWFE,4129,152773
hzYwn,6991,657154
asrDF,7601,661287
WqXEo,9356,523936
UzyND,4918,324588
VfSTP,2756,234260
KICbe,2571,102840
arcPj,8789,544918
xuXJD,4100,229600
LncVn,9748,526392
DpLms,8306,506666
ukbYT,2575,236900
LUaMu,7019,231627
HlQhV,5225,323950
xqytA,7855,604835
yRrjt,9899,702829
qnaRz,8079,201975
bLEdL,8069,427657
nBWsX,7283,36415
YEDdv,6672,306912
Huqaw,3181,34991
VEMDU,7107,433527
ScRaF,9455,841495
IkEWb,7264,668288
yUAkF,5307,222894
vmMwF,6937,166488
CxgDi,5465,524640
EiFLE,6902,75922
vebAI,8961,824412
hjmEW,5756,431700
XwqDz,4887,298107
oTQNK,2588,67288
yfCFT,6175,37050
sqipH,3312,294768
vKHum,2548,114660
GJYlu,2699,151144
XsQNB,8521,664638
XyNYW,5795,301340
KfNPE,8179,384413
zWLjt,6264,400896
LBZOO,2051,143570
jBUyx,6082,395330
BkcIO,2569,197813
npohD,9281,167058
oHlSy,7899,47394
ORjNJ,8541,563706
nMeRc,2613,13065
KPZsa,7604,106456
HjFMY,2200,46200
ZfISm,8932,223300
xdQSe,8838,742392
WZjPt,4775,81175
uJKMn,8597,206328
ycZWf,5939,148475
jzDgS,5856,240096
ThCjH,4579,141949
LHQkS,3378,206058
sEorK,4218,324786
mlKgn,2123,91289
wywHO,7669,115035
YBGmN,2298,202224
jBTfn,8982,538920
NxHAX,8325,690975
BtXrB,9100,464100
SIGvq,4984,373800
YUuxM,9631,635646
