StoreCode,TotalSales,TotalAmount
kqluk,7956,533052
JYZuR,4011,377034
STRTS,8527,520147
qTePA,8879,559377
mSMBw,2133,51192
dDwYL,3745,370755
Xgsru,9073,616964
ZetEh,6239,461686
vlvxB,3785,143830
PGFlN,2070,184230
hwJkd,2108,118048
jtVyk,4056,77064
rbgKb,6890,103350
DUdIG,8475,483075
GYZVK,3064,171584
QliAf,3909,320538
NlLfn,2306,94546
tmKjH,5627,320739
kqimz,9039,596574
slAfl,8614,447928
Vahai,5696,484160
tXPLn,5760,126720
ePGqv,6673,573878
zCCRP,2940,20580
hMOUE,9616,769280
ntrCa,3261,55437
GmWQr,3268,78432
egwMA,8891,817972
HaEgD,6669,266760
xdCJc,3968,313472
okJyN,5553,255438
ThPsv,7243,369393
VWPwm,5851,269146
UdIGN,5259,57849
rHBoM,2452,220680
AjNQi,5417,243765
nHGfU,8534,76806
vwXuA,4464,89280
ZJRDH,2679,176814
KNnBR,8860,761960
JubAv,2631,184170
MJXcE,3795,318780
lzuFZ,3813,179211
NbkzT,4630,208350
dbLLF,8784,483120
CGXWX,5224,203736
Lnbox,5945,136735
OOCWw,3295,200995
oJjpd,3552,291264
gEHsH,8128,243840
wzYak,7271,559867
zgXpN,4641,287742
oyfDZ,7088,396928
OKaQl,2698,13490
rNDTc,3177,174735
vZRdZ,6871,206130
PEvtn,9910,891900
sYwQV,5007,135189
KBwCt,5850,122850
mPuGW,9202,441696
yTBDy,5572,61292
CueVE,8320,58240
qkxue,7008,154176
LYhDl,6413,397606
gndlW,2114,118384
Lmlko,6226,155650
JWBfD,3451,86275
bIJKs,3306,132240
wqsBh,3727,126718
UcLrz,6291,94365
QOSbc,3371,222486
sMqHg,2438,58512
ehiBf,4902,382356
ddZJd,2150,12900
CrzOh,3190,242440
RDaEM,8807,598876
djmvH,2218,26616
ndGUZ,8813,731479
vOfCn,9502,456096
BTaZB,4171,41710
Bxwxe,5718,28590
aaCPZ,2965,109705
BlIdp,4304,400272
VBYtQ,5912,248304
ZpOOw,8920,89200
fRyHQ,4218,371184
ttEre,3779,370342
XfzNT,7314,387642
KFoSd,9640,86760
WTDQv,8081,686885
MkNMD,7059,42354
KBamU,8826,785514
xViNc,2698,132202
gKIyA,8188,368460
OdkJD,8683,625176
zxAJF,4200,411600
Igdvq,3852,354384
wiIhA,6790,305550
FnFgI,5284,253632
wJMYW,2173,54325
mjplW,3478,281718
eDTeH,6116,550440
TIOBi,4876,321816
xwKsc,4496,103408
stMiO,9841,777439
HawXD,8419,336760
rfDaa,5571,139275
OXAud,4126,49512
lglks,6276,458148
nTacC,4604,174952
SeDoA,3593,161685
TGccw,8803,677831
XBWmR,7011,701100
gykMD,5514,242616
wEQqZ,9203,239278
NyJnU,4305,99015
DXhHc,4176,375840
qDvAh,8868,842460
nUTHk,5417,530866
acGxm,8484,755076
shnja,6002,228076
KFUGw,7495,269820
UDpYo,9687,871830
LplpW,7385,199395
aZUOR,3527,296268
FWGHn,8287,571803
LtwFp,6457,484275
