StoreCode,TotalSales,TotalAmount
esjbO,2359,188720
puVXA,2383,152512
rEUwW,4043,375999
hAomW,5344,122912
HtCeM,4192,352128
AhDNA,3770,135720
KErsa,8374,175854
bfbuU,5214,385836
crBFQ,6789,305505
mFdLN,6707,637165
CVBrm,3362,168100
qDQip,3040,145920
KUxkt,9008,765680
qQbgw,9328,354464
FBeJv,8172,253332
kJFpB,3976,322056
glKdt,9976,109736
Tocnf,9845,206745
JcCWb,9993,229839
pXHPq,4059,133947
iRpPc,9752,97520
CjhMA,8877,461604
mwCWY,8731,759597
BfPZz,3517,189918
XAFCB,4789,411854
hQLuY,2054,106808
bKFVJ,9154,430238
cCncM,5380,123740
NmlOX,3175,165100
Gmust,5759,138216
Rxykd,8626,181146
oWaGI,2467,148020
RsycJ,6574,190646
RLIcT,6911,670367
xzYdQ,7044,436728
vDyzg,2104,63120
UlCVn,9314,484328
FzEpU,7950,524700
yBIot,6604,323596
iyptw,6211,490669
xutyH,4614,433716
yJMiJ,5191,321842
NDifr,7261,116176
RLjJn,7490,479360
ufPuW,9445,727265
SLgwX,3789,231129
NAEvs,3538,343186
eABiL,6055,581280
fQuLm,3992,251496
ldnYd,9116,164088
ltiCp,9472,350464
HnpRj,2196,15372
OTaJQ,5110,127750
ISWmm,8338,408562
DahmV,5342,229706
nNdzJ,8813,854861
blkyR,8157,106041
WOYco,2550,79050
pzkIS,5101,494797
qeYBQ,8201,631477
voZEK,4708,23540
rpnBO,5018,446602
ZVuTI,8371,435292
BtlKJ,8023,738116
RbQBt,8904,329448
mZDVM,9564,468636
SaNNh,2067,119886
Ksnvj,8070,613320
NlpJP,9709,893228
qDBKc,8175,261600
ELRhJ,2130,119280
mZpJm,8012,681020
Myijg,9773,332282
HESXi,6914,338786
zmKuF,5336,96048
Zhwqx,4445,426720
mrMBd,5029,145841
gRnNs,9161,174059
AEaYi,7491,314622
auACm,4448,57824
uxZcL,4106,28742
LLHRI,6292,157300
Gfuml,5990,311480
xpWFE,6861,507714
hzYwn,5360,214400
asrDF,4072,154736
WqXEo,8996,251888
UzyND,7101,149121
VfSTP,6511,227885
KICbe,3342,167100
arcPj,6292,125840
xuXJD,6835,307575
LncVn,8729,366618
DpLms,8064,161280
ukbYT,7474,298960
