StoreCode,TotalSales,TotalAmount
Vahai,8379,536256
tXPLn,9516,589992
ePGqv,8211,246330
zCCRP,9262,296384
hMOUE,3762,240768
ntrCa,5014,431204
GmWQr,8441,523342
egwMA,5651,33906
HaEgD,9981,469107
xdCJc,7946,206596
okJyN,9213,497502
ThPsv,2034,56952
VWPwm,7842,721464
UdIGN,4845,421515
rHBoM,2775,86025
AjNQi,5848,134504
nHGfU,3023,190449
vwXuA,2324,32536
ZJRDH,7548,128316
KNnBR,8469,93159
JubAv,7306,723294
MJXcE,2099,107049
lzuFZ,9830,697930
NbkzT,6910,469880
dbLLF,5152,355488
CGXWX,3972,381312
Lnbox,5709,74217
OOCWw,4712,438216
oJjpd,5683,272784
gEHsH,4891,459754
wzYak,9669,251394
zgXpN,6625,437250
oyfDZ,2557,25570
OKaQl,4111,106886
rNDTc,7864,456112
vZRdZ,4696,370984
PEvtn,8528,520208
sYwQV,8092,113288
KBwCt,2954,150654
mPuGW,8551,119714
yTBDy,3631,68989
CueVE,3422,119770
qkxue,8758,367836
LYhDl,8911,62377
gndlW,8788,474552
Lmlko,7020,702000
JWBfD,9314,801004
bIJKs,5934,332304
wqsBh,9878,187682
UcLrz,7114,156508
QOSbc,7546,709324
sMqHg,2458,189266
ehiBf,5233,104660
ddZJd,2990,281060
CrzOh,2027,58783
RDaEM,5359,401925
djmvH,5874,323070
ndGUZ,6446,438328
vOfCn,9849,275772
BTaZB,2691,242190
Bxwxe,5084,330460
aaCPZ,5666,475944
BlIdp,8224,49344
VBYtQ,3993,191664
ZpOOw,5434,510796
fRyHQ,9443,566580
ttEre,7205,165715
XfzNT,2286,34290
KFoSd,7427,453047
WTDQv,9147,640290
MkNMD,2290,153430
KBamU,7468,582504
xViNc,7078,99092
gKIyA,9917,386763
OdkJD,8898,827514
zxAJF,9027,135405
Igdvq,3565,92690
wiIhA,4475,407225
FnFgI,6724,463956
wJMYW,4121,119509
mjplW,5413,86608
eDTeH,9999,459954
TIOBi,3288,249888
xwKsc,6376,318800
stMiO,9179,458950
HawXD,5714,514260
rfDaa,9044,226100
OXAud,9448,566880
lglks,3320,249000
nTacC,7533,564975
SeDoA,8027,120405
TGccw,9012,477636
XBWmR,6262,394506
gykMD,4703,159902
wEQqZ,3427,311857
NyJnU,7628,83908
DXhHc,6737,107792
qDvAh,8871,656454
nUTHk,4498,139438
acGxm,5362,42896
shnja,8588,764332
KFUGw,5568,501120
UDpYo,2783,141933
LplpW,7102,710200
aZUOR,6194,43358
FWGHn,4843,237307
LtwFp,2612,23508
bRHtm,2278,152626
MkghG,4030,286130
Ikadb,9885,434940
HZIVT,9174,431178
WDVmp,3265,319970
ozDIX,9247,249669
qIDXq,3760,48880
CTQfN,7055,345695
QgAhx,6898,179348
slAcJ,8961,689997
vmrLU,2342,67918
yTHEh,6609,33045
lGoVa,2395,208365
IRJuG,8075,621775
psBFq,9168,265872
VbuxQ,4395,334020
uKndT,3355,291885
fxCIy,2131,119336
zGyGG,7035,471345
uAkbh,5385,430800
EwABN,4432,394448
bxvtl,4186,385112
mqxxj,3334,240048
tsOJz,2381,107145
GzhSX,6486,51888
kvryu,2862,143100
ZwgUp,6728,87464
NUeWz,3686,176928
vKyIK,9925,446625
AmWQO,9224,350512
fQyRo,5923,473840
hjPHN,4542,118092
POqse,2014,42294
EVDgI,3009,99297
IPcfn,3556,17780
MeMGs,5669,328802
jAhpX,2538,230958
