StoreCode,TotalSales,TotalAmount
NDtjR,3773,71687
kPsmd,3350,117250
GeMWZ,8022,144396
Dgwbu,6960,146160
RJOUN,6028,156728
KOOGk,2701,29711
etwzA,4594,385896
gkJwL,3470,152680
TkCEQ,9933,109263
mfVba,4671,350325
iVjoX,5454,529038
xNjcJ,7823,492849
GQUGT,3547,17735
YaHYp,8315,324285
XPLIp,2004,142284
KhXqf,3227,261387
nBQnc,9211,598715
TbFwW,3431,236739
kNhde,4165,366520
dhFID,8858,717498
EZiaQ,9033,189693
sLFmF,7536,331584
toqFu,9539,133546
PdveO,5155,319610
BzZTV,2627,207533
khBfg,7144,385776
Brbyo,5295,232980
hxCJQ,9570,344520
PXenY,5832,472392
cwtDX,6022,584134
eUPbR,8248,362912
WmlnQ,6017,210595
kOlaN,8340,275220
yrQct,9747,701784
WJdpA,9180,862920
fXWVR,4752,194832
NMxTB,5976,466128
pUtri,8783,509414
wnZIE,4492,89840
TgYFa,7788,46728
aNprq,4475,255075
FLcJk,9393,835977
DsvRZ,5816,157032
MUHIO,6215,416405
PnQku,2445,48900
auapI,4737,426330
OgydP,4511,108264
zFXxM,6126,275670
zQzLp,2058,199626
FIAJK,8655,103860
fhhcY,8825,202975
zghcv,8709,836064
KIJls,3825,321300
wdpvP,7800,195000
fFXEw,4074,146664
qYLhG,9142,521094
VuEHV,7074,686178
GlgRx,7749,550179
nvdSW,3804,60864
kOoCc,8974,403830
UbVdI,5507,319406
NssPe,5332,383904
xFuoR,2744,200312
DTMgX,6154,153850
mlJlb,7883,197075
ymBoG,9634,684014
IaTIL,6742,364068
RDRbk,9718,262386
PEdzJ,4629,393465
uvYKG,7791,327222
kaKpY,2749,30239
SeXAD,4390,171210
QMmbL,5103,229635
AGZKo,8882,870436
TScRb,6240,237120
KGAMJ,8569,711227
JViUc,5962,77506
KAhnw,8093,542231
xhPHG,3486,20916
ZSErb,9096,72768
PuWMA,9494,332290
IXpTk,3427,137080
soqBT,7733,347985
UYTSr,8146,57022
cfLcc,6893,179218
LCmQP,4309,301630
zQebo,5077,279235
hWvFA,4792,426488
tqpRp,7800,46800
hUecU,9518,552044
wyZhm,7594,523986
EOVmQ,5683,329614
wdJWS,7591,713554
vVlLg,5096,249704
dvYIP,2412,91656
EYsXj,9601,355237
IJRUx,4613,396718
BQvxj,9705,572595
MZeaV,8649,406503
GdwjX,6156,166212
XzDRI,4683,238833
SfoCb,8032,698784
XHZpl,3703,307349
qhGWw,7704,624024
EyAMJ,8145,366525
cOkai,8843,610167
ErNKN,2553,117438
LUZXk,8273,115822
LCbTC,3633,185283
aFBqj,9557,152912
LgLtU,8889,115557
SVJuK,5324,95832
VgqlC,2544,96672
lNIwZ,3296,49440
nrDwj,7010,665950
mTYLg,9121,747922
kZqaY,8078,193872
biUrp,6350,469900
dySwt,6194,322088
nXTSo,9637,462576
NYJYP,5356,198172
TdqRz,3298,105536
DLuNM,6049,356891
iOdxH,8507,595490
gKrAl,5460,491400
qjOML,6980,376920
vzFzF,6500,214500
IedHV,4758,185562
eZrvP,2772,255024
iflfM,6409,237133
ylIMC,4489,22445
VMeqN,9638,954162
AwOZr,3659,171973
SiIRG,4967,64571
KMQJh,6497,259880
ZkYJi,5318,85088
QivYi,3184,254720
jdRdI,2089,181743
dlRPu,9525,942975
AEzua,4806,57672
udeoO,9128,638960
tIbkH,5899,348041
jnckU,8959,358360
UqKHU,4682,60866
fvvzF,7804,46824
ubBvJ,4598,22990
jcBKP,5740,183680
MZufH,5431,211809
leBWA,2544,180624
FZkIh,2312,39304
QcxGX,9779,684530
OYDFS,9254,120302
CWpDO,4497,328281
yMpVe,7948,675580
NHPBK,8792,615440
BTfXS,3163,139172
GYwgd,8291,74619
SJHSM,7617,319914
eaOwZ,2713,222466
GegCn,5646,237132
CVdHm,6169,586055
piDSU,3285,174105
uHFdq,7599,220371
VBvsZ,5923,562685
OaonV,6521,208672
WxCuC,3795,110055
lrdmQ,7257,58056
XDBOn,5005,425425
zKiCg,6602,396120
GhWjC,5903,59030
rLgcW,8617,534254
Kmhev,6839,273560
JMnTL,3076,227624
tygbv,9647,511291
KSaTN,3977,206804
kYhLY,2672,160320
IQpeV,8172,416772
SSGhM,2411,26521
qMQqC,9433,933867
iaKlv,3939,126048
uTDfX,9387,844830
EywWq,8405,100860
YsTui,8773,622883
KNCJS,4486,255702
WuKsx,6584,368704
ANVEy,2459,240982
UWaYX,8981,71848
ssYLB,6413,513040
setOB,3201,304095
hsrSA,3116,246164
kqluk,9581,823966
JYZuR,9449,217327
STRTS,6523,104368
qTePA,6300,510300
mSMBw,7549,543528
dDwYL,5867,422424
Xgsru,4720,330400
ZetEh,4460,66900
vlvxB,9239,120107
PGFlN,7508,202716
hwJkd,9165,815685
jtVyk,6656,505856
rbgKb,5254,420320
DUdIG,9089,472628
GYZVK,8231,740790
QliAf,5980,251160
NlLfn,9817,461399
tmKjH,7793,140274
kqimz,3480,257520
slAfl,8410,756900
Vahai,6603,343356
tXPLn,5987,47896
ePGqv,9879,869352
zCCRP,7547,475461
hMOUE,2110,154030
ntrCa,5303,254544
GmWQr,9146,868870
egwMA,8703,252387
HaEgD,7596,45576
xdCJc,9525,542925
okJyN,5041,277255
ThPsv,2234,169784
VWPwm,3555,145755
UdIGN,6243,486954
rHBoM,4814,418818
AjNQi,5740,183680
nHGfU,4381,170859
vwXuA,7456,432448
ZJRDH,2484,22356
KNnBR,7811,382739
JubAv,6021,397386
MJXcE,2894,136018
lzuFZ,3207,102624
NbkzT,8034,200850
dbLLF,4264,110864
CGXWX,9895,118740
Lnbox,2677,133850
OOCWw,4730,250690
oJjpd,2595,127155
gEHsH,7852,667420
wzYak,7345,712465
zgXpN,6317,593798
oyfDZ,4389,43890
OKaQl,4096,294912
rNDTc,6600,422400
vZRdZ,3525,38775
PEvtn,2904,72600
sYwQV,4267,183481
KBwCt,7669,682541
mPuGW,2508,37620
yTBDy,6482,589862
CueVE,6149,233662
qkxue,3488,348800
LYhDl,4031,209612
gndlW,6933,90129
Lmlko,5880,388080
JWBfD,3647,353759
bIJKs,5635,28175
wqsBh,5461,420497
UcLrz,8784,632448
