StoreCode,TotalSales,TotalAmount
Bxwxe,9620,327080
aaCPZ,5937,480897
BlIdp,2356,124868
VBYtQ,4325,108125
ZpOOw,5214,302412
fRyHQ,2484,77004
ttEre,6756,425628
XfzNT,2717,19019
KFoSd,6037,579552
WTDQv,7814,336002
MkNMD,7458,119328
KBamU,4844,198604
xViNc,6154,129234
gKIyA,6502,58518
OdkJD,7350,271950
zxAJF,7893,205218
Igdvq,4491,157185
wiIhA,9332,475932
FnFgI,6867,398286
wJMYW,9618,942564
mjplW,2872,183808
eDTeH,7008,140160
TIOBi,5250,231000
xwKsc,4680,28080
stMiO,5343,117546
HawXD,4435,381410
rfDaa,3351,335100
OXAud,5240,303920
lglks,6142,153550
nTacC,6083,419727
SeDoA,5835,192555
TGccw,4068,288828
XBWmR,3012,240960
gykMD,7670,767000
wEQqZ,8746,463538
NyJnU,6654,279468
DXhHc,6806,530868
qDvAh,7223,527279
nUTHk,6573,604716
acGxm,4215,96945
shnja,3511,122885
KFUGw,4451,409492
UDpYo,5934,142416
LplpW,3661,131796
aZUOR,3145,144670
FWGHn,3937,314960
LtwFp,5375,499875
bRHtm,8519,264089
MkghG,4474,344498
Ikadb,3968,142848
HZIVT,3251,152797
WDVmp,6527,137067
ozDIX,3781,181488
qIDXq,9731,856328
CTQfN,4687,412456
QgAhx,7007,378378
slAcJ,9648,820080
vmrLU,8253,445662
yTHEh,3708,304056
lGoVa,7139,228448
IRJuG,3330,96570
psBFq,6479,485925
VbuxQ,4758,76128
uKndT,4029,205479
fxCIy,8113,129808
zGyGG,7212,713988
uAkbh,5801,551095
EwABN,3719,249173
bxvtl,3867,336429
mqxxj,3282,213330
tsOJz,5558,528010
GzhSX,9605,758795
kvryu,9679,522666
ZwgUp,2311,85507
NUeWz,3946,315680
vKyIK,7567,385917
AmWQO,7631,457860
fQyRo,4066,321214
hjPHN,7961,612997
POqse,5506,341372
EVDgI,4636,463600
IPcfn,6158,418744
MeMGs,8737,594116
jAhpX,5131,118013
uGDff,7029,358479
gOkdO,2562,194712
jWIre,3934,338324
fHpMI,2674,77546
lVMVN,9021,324756
GSRWU,5234,120382
idOvW,7049,634410
VWqbE,7815,531420
vLmKV,8036,64288
aWOOV,3609,104661
kRrkx,8625,819375
QkEUL,3610,61370
uFpQH,9548,887964
rkxtL,6644,578028
talwS,4905,436545
UaAMB,7264,377728
UAeYW,6864,54912
eyUEn,5428,184552
PjnUz,5938,231582
ODyWO,2690,48420
VHTBY,7282,152922
qfuvj,2897,112983
GWKlk,6630,112710
uDRja,8677,746222
xncbm,7983,455031
QqxEp,6323,233951
QrNwO,8914,802260
Sahxf,2613,256074
oRlni,6698,160752
pWhCP,4168,50016
nYIib,7762,395862
lDLzU,4602,312936
HSBSH,5765,420845
Amagt,4436,93156
eZQuo,5128,507672
oUUDg,3931,157240
CbeQK,7328,161216
ZBfsh,8210,336610
FvhES,9389,478839
ldomP,2149,167622
QnFtv,8293,116102
eQHIq,3702,92550
rhihY,8272,554224
ScgLy,6620,231700
TxJsD,8941,491755
XgfTL,7939,87329
esjbO,8954,223850
puVXA,2822,220116
rEUwW,3700,370000
hAomW,7111,405327
HtCeM,2866,206352
AhDNA,7970,446320
KErsa,2625,70875
bfbuU,2011,64352
crBFQ,3854,227386
mFdLN,7529,346334
CVBrm,8415,235620
qDQip,2730,226590
KUxkt,2997,65934
qQbgw,6466,594872
FBeJv,8220,82200
kJFpB,4035,375255
glKdt,2602,28622
Tocnf,2291,121423
JcCWb,2577,77310
pXHPq,4173,267072
iRpPc,9150,576450
CjhMA,3695,188445
mwCWY,6942,118014
BfPZz,3268,179740
XAFCB,2156,153076
hQLuY,5451,354315
bKFVJ,8794,624374
cCncM,5202,88434
NmlOX,4239,356076
Gmust,7095,525030
Rxykd,8369,108797
oWaGI,6356,324156
RsycJ,6837,273480
RLIcT,8588,188936
xzYdQ,8101,259232
vDyzg,9237,840567
UlCVn,7002,476136
FzEpU,2686,85952
yBIot,8081,210106
iyptw,3030,163620
xutyH,2105,199975
yJMiJ,4424,225624
NDifr,9614,807576
RLjJn,4272,397296
ufPuW,9385,675720
SLgwX,7361,44166
NAEvs,4052,307952
eABiL,8929,473237
fQuLm,7688,745736
ldnYd,6272,175616
ltiCp,5421,48789
HnpRj,6535,254865
OTaJQ,6123,434733
ISWmm,2067,80613
DahmV,4429,345462
nNdzJ,9172,55032
blkyR,5331,213240
WOYco,7740,216720
pzkIS,9594,508482
qeYBQ,3639,138282
voZEK,7325,212425
rpnBO,6954,584136
ZVuTI,2084,183392
BtlKJ,5560,366960
RbQBt,9536,324224
mZDVM,9524,285720
SaNNh,3213,41769
Ksnvj,8466,423300
NlpJP,3825,363375
qDBKc,7913,229477
ELRhJ,9047,144752
mZpJm,2168,112736
Myijg,9381,797385
HESXi,6897,344850
zmKuF,2481,54582
Zhwqx,8135,170835
mrMBd,8724,444924
gRnNs,2890,150280
AEaYi,2551,66326
auACm,3593,64674
uxZcL,9091,263639
LLHRI,5390,291060
Gfuml,9834,826056
xpWFE,4834,33838
hzYwn,7725,602550
asrDF,5527,331620
WqXEo,6270,620730
UzyND,3419,311129
VfSTP,4602,225498
KICbe,2409,202356
arcPj,5804,34824
xuXJD,9975,837900
LncVn,7255,580400
DpLms,9578,565102
ukbYT,4196,159448
LUaMu,4093,36837
HlQhV,4519,58747
xqytA,6576,138096
yRrjt,7265,392310
qnaRz,8765,858970
bLEdL,3984,314736
nBWsX,3654,266742
YEDdv,7924,602224
Huqaw,4675,65450
VEMDU,3930,58950
ScRaF,5435,326100
IkEWb,4964,491436
yUAkF,2884,170156
vmMwF,9603,825858
CxgDi,4301,421498
EiFLE,3927,90321
vebAI,9430,678960
hjmEW,8446,675680
XwqDz,7993,791307
oTQNK,8819,767253
yfCFT,8220,534300
sqipH,2660,15960
vKHum,8178,596994
GJYlu,8628,112164
XsQNB,9194,901012
XyNYW,3954,122574
KfNPE,6499,493924
zWLjt,6489,116802
LBZOO,9141,466191
jBUyx,8966,789008
BkcIO,5845,526050
npohD,9350,112200
oHlSy,2210,203320
ORjNJ,8931,839514
nMeRc,9927,268029
KPZsa,9538,152608
HjFMY,9191,73528
ZfISm,5567,356288
xdQSe,7233,390582
WZjPt,4363,340314
uJKMn,3196,204544
ycZWf,9359,898464
jzDgS,8573,857300
ThCjH,8503,76527
LHQkS,8431,826238
sEorK,4933,241717
mlKgn,5202,93636
wywHO,7663,406139
YBGmN,7223,108345
jBTfn,7258,152418
NxHAX,8568,342720
BtXrB,7373,575094
SIGvq,9925,69475
YUuxM,5129,287224
lIxwY,5715,251460
WRTEU,8528,298480
aYZse,8442,261702
uGymu,3127,106318
bdVkY,7167,279513
xxxdQ,5430,228060
TEoKF,7267,472355
TqvHY,3221,248017
YrCmK,6635,285305
AyODv,7975,103675
SLGvg,3261,260880
xYRIJ,3925,58875
mQdRc,8773,210552
PTuRg,2897,107189
sBYvZ,5447,310479
obwvs,5170,315370
FvafL,8631,276192
Lophj,9283,362037
kIGjc,8214,147852
hzhfC,6646,93044
VcTBw,3829,233569
SJmMg,8170,620920
eFaAS,3073,153650
GAZpr,4361,353241
RzlSK,7972,310908
WxaxZ,4571,150843
VwQUS,8833,238491
wGTkG,9591,508323
xhwRj,3991,59865
SJElI,5321,212840
KUzqX,4951,158432
aPylH,2532,248136
meNtD,3520,17600
pIQTk,7967,645327
ExDQm,3813,209715
bXRMv,6816,504384
yBnce,5913,413910
scuvi,5235,287925
pgqEq,2034,142380
ytYLT,4292,38628
LDiYP,2232,136152
WKkXA,5926,432598
ABviR,8925,401625
hJegb,3124,218680
HKTiq,6860,336140
OHnow,4027,136918
FlrAk,4351,365484
RFgpa,4496,134880
saQBN,6658,439428
Jkjcg,4482,403380
nPQjP,3219,263958
NdXau,8224,123360
eNHsM,7083,106245
ntjoe,2683,144882
uJhPn,3167,269195
AXiBL,7417,89004
CqZhn,2974,255764
CYcPN,9596,834852
DpXrY,9140,685500
JZmGM,5630,50670
NAqcA,4790,392780
lTPEo,9014,117182
sTXYe,8844,229944
gsXOr,2304,101376
YRwUE,7840,572320
RHAuO,8238,411900
INYMj,6099,219564
qNgVE,2490,241530
bPUCM,4015,309155
NyHOc,2279,113950
pwnlB,6804,415044
jcBdh,7030,77330
byOjC,8216,345072
AaqJK,5785,52065
tzcPa,2333,205304
Hkqpu,7498,472374
Iizvd,6115,55035
RDqil,7047,133893
uHVWC,5630,219570
RJhmE,9765,937440
XvqqP,7668,429408
xWhJf,3383,64277
yGLBj,6860,651700
dNYXo,3662,296622
synBh,5118,424794
hgXTv,5786,52074
QscgK,9855,916515
uDZNS,5788,63668
gYdPd,8250,602250
swMcN,7224,707952
huOCi,3927,39270
XKpkB,8024,377128
IQIoQ,5397,404775
Pqibt,9040,840720
QLYru,5062,384712
prNjp,3596,287680
ywDgw,2386,97826
EOuGi,8344,684208
qGCvQ,5388,37716
IwMFG,7673,483399
RNCWl,6927,512598
iufYB,4573,342975
anlBU,6874,584290
SPPBt,9133,210059
uDaMI,2149,19341
abUtW,8662,589016
bceYY,8688,721104
yIpfP,6328,139216
iapZh,2659,151563
xqxiX,5483,219320
GpVwe,5597,207089
TfCjo,3348,93744
uSIuL,7978,183494
DKhMG,8208,525312
UMzIr,2790,184140
JEcPe,8981,233506
dHOWb,2774,83220
MTtET,7113,170712
cDvSm,6939,277560
YqlzQ,7992,647352
TIIHZ,8329,91619
tQEig,3467,221888
zEpHg,8197,49182
EJFNk,7619,91428
AvbxV,7681,568394
HpTWl,4789,181982
QCjmN,7638,366624
tzeZO,4303,400179
Kwcjp,4196,67136
pcROx,6920,339080
gAMtd,8394,747066
VjKsx,4039,367549
svunt,2729,117347
YuwRT,9151,256228
hPeiL,5910,372330
uadTG,9237,508035
CcTQy,5294,137644
MfVCP,6019,385216
gfSXb,2036,14252
GPemI,6256,106352
LohWj,7931,547239
AlHDZ,4780,296360
rykeP,4423,229996
hAfge,5388,140088
HMraQ,2656,79680
eRGZG,3847,57705
BzeNi,6900,565800
dnagi,6924,678552
JIrDE,8051,660182
hYddv,5153,319486
NvIxY,9092,727360
geUiu,4656,400416
vFTOt,4911,112953
rLEAw,2656,71712
jTOEa,5729,538526
UufKk,4906,161898
NaMdF,4670,112080
vGgMR,4658,158372
pqzjt,9664,782784
qoWVi,9361,131054
EzcZR,9551,238775
XdLFb,3324,262596
WqIEX,4841,304983
KsXVw,9227,701252
pQOhV,3917,54838
sQwdy,2364,23640
jaMrl,8923,285536
GRjmN,7763,217364
emfQE,2905,238210
wRGlS,4229,317175
YxXHJ,9276,667872
JHBjS,9225,765675
vyoFP,6032,464464
cIism,5382,91494
OSbey,7921,744574
RLQox,9771,918474
DLXXM,9315,344655
oFMyv,3683,342519
FMBqm,9932,188708
RNPtE,2693,169659
zpakt,8169,432957
NLIXr,2885,144250
LWokn,4556,100232
mEnMN,4103,250283
jikCb,5963,339891
hMhBO,5235,497325
iPoPi,7144,557232
dqwSi,9826,147390
fQpRI,3595,104255
PqbsG,6403,384180
DTWMq,8852,433748
gwbWS,6296,396648
yaSLi,5781,450918
NSXnP,7510,690920
btuqq,8178,49068
rGKjc,3153,129273
AMajW,3888,229392
zmeiH,7808,148352
UodQV,7324,102536
kFoXg,3354,261612
aVuXr,8730,288090
uCgMd,9331,643839
hRuRL,9696,959904
tBSGm,9722,651374
QJNYu,9265,333540
NUyOZ,2034,130176
qSebG,7419,593520
HXgiL,6797,81564
dziKG,8932,705628
xjIiO,4241,46651
rpbLk,4701,432492
DZcGC,5319,202122
CRFfQ,2056,55512
OiMKI,7384,605488
BTAjc,3236,268588
XXAjT,6544,261760
IsNDn,2225,111250
QaUMN,9455,945500
wurcK,5390,107800
kpmEp,9705,524070
iyUdi,8457,321366
TUqOz,6354,552798
TQhEH,3440,323360
vNjvh,3833,180151
nCpCR,2379,16653
OisEW,9544,324496
rzWpv,3121,37452
raUeR,4293,81567
Nmidn,7804,179492
TFkna,3664,223504
fwNoW,6635,59715
Pfnjx,9658,135212
gnIxY,4104,41040
eQsqH,8356,158764
ekYdJ,5975,185225
UqncH,5940,427680
bHvQY,7750,69750
ooFMl,3597,276969
BHMMR,4940,444600
iNHre,6974,111584
vneIJ,2336,221920
LtozY,6287,270341
rDduE,4419,335844
yfBSp,4050,28350
hlorh,2526,169242
hFHEe,3098,37176
ueVpT,7199,403144
kARRM,4784,373152
HeRgG,6060,193920
KtVeF,4479,232908
TYMCc,9642,742434
rPlyx,3074,153700
RwoJX,5857,117140
RnfWE,5134,143752
dLNJC,3609,274284
wRVSD,9120,556320
naVXO,6535,137235
Vhrir,4591,169867
xnqgV,8842,442100
UAlSz,6760,371800
soSos,3104,297984
pBadJ,5660,469780
DiAjh,7480,718080
MGHhA,9623,673610
rWKmx,5008,445712
JuHHk,7197,676518
gosJF,9389,676008
wEXNf,5416,270800
erENa,9688,445648
KIYze,7265,588465
ZITXO,7906,47436
ukwKz,8813,749105
fROpz,5984,574464
SOpJC,4616,73856
dEUJN,8432,84320
SIymk,9460,454080
dGlTK,5789,231560
rKzml,8766,341874
lbbAI,2445,112470
DJjpR,9090,845370
hejzM,9479,644572
oZZEy,6695,602550
HytDf,4458,303144
ImKgR,8609,335751
bzqhj,9391,760671
JtNFm,7677,637191
gIBGn,5286,264300
BYHfs,4301,120428
jSYfC,3955,371770
XfDRz,4964,431868
wuyow,8579,549056
GhoWI,3773,94325
LWALp,7873,78730
kImZj,3321,73062
xUZHW,4122,395712
XHXCu,5824,343616
LrRYP,3495,87375
ZTCzx,7260,638880
GaflA,7789,521863
xXQVx,6080,389120
yoPMM,6999,412941
fnifp,2539,238666
UBiHD,3072,18432
pHkIy,4690,417410
hAamr,2209,97196
NGGPn,4460,84740
PieYt,4144,41440
BBviV,4221,261702
WGIMR,8202,697170
Fcoqj,8454,710136
zxbcV,9396,714096
aqXjv,6004,378252
HwABJ,7129,684384
pwxsm,6417,506943
AxKjw,5287,227341
KhQou,7446,275502
FVLXv,3152,305744
LzYQM,7532,504644
eiFNn,9527,828849
HTneU,2566,94942
woWTU,6281,590414
afDKH,3349,318155
fXnQd,8002,792198
nDWOq,8878,310730
mgRkA,7140,485520
rwALY,7847,517902
bGjFI,7590,60720
OjAxV,6073,255066
pliSK,4743,237150
dkzSF,4561,310148
MuwFP,6102,335610
cfFWu,2039,116223
xfVbw,6647,392173
xBRCe,5328,447552
AiXGp,2219,22190
COxZZ,3160,170640
DgDLy,6735,377160
yqSqM,8759,306565
KuELV,8379,536256
LQmGM,9747,487350
gMrrU,2119,133497
yYKlJ,9289,362271
vlExD,4832,231936
unHPa,4127,156826
Ijovy,3689,177072
jPInm,9456,661920
gkiUJ,9281,566141
cSwhe,2662,87846
zKGLk,8435,362705
HRRep,2118,196974
cAurE,2486,29832
YhtWY,3719,219421
eSItw,2297,103365
flkSX,9407,385687
ltOdM,7985,63880
iwuQa,2467,140619
KcZRO,3224,106392
yGEPn,6816,122688
ZPCiI,7493,269748
clyey,4783,205669
ptuHY,7593,83523
DSLiG,9539,448333
tkjTV,2958,35496
jpOue,2987,128441
gHtBk,5624,551152
HaQbW,5726,303478
lPFrF,5052,308172
zNqnr,5462,256714
oSLEf,2907,23256
XOeGK,3522,42264
MkhmR,2646,182574
HDFVh,3282,219894
bZNrv,5273,500935
qqMRa,9519,904305
yuPlp,3995,127840
EgDVY,7167,243678
oJRnH,3262,198982
Ulvwf,9901,653466
Zdkte,8945,411470
vuCOP,6416,359296
kLAcH,4958,64454
XGhbO,2637,166131
XQaHJ,9279,909342
xHllz,3111,264435
XEmIJ,8461,837639
orpMr,8376,569568
jyrvB,3271,107943
DiWdM,5094,244512
pJbdt,2039,128457
aQesR,7992,287712
yaVEF,6900,110400
NRoJG,5661,181152
aTfZz,9549,897606
oWLEE,4098,172116
yutoT,7646,565804
dGvdC,3983,167286
AYYHE,4882,219690
Pqphe,6197,495760
VZEKW,9853,729122
WRVNv,5022,341496
iHfaD,7240,79640
alDAd,6552,419328
flZxQ,2987,188181
NoAhW,8540,59780
MRUez,9614,432630
jqVSB,2945,88350
aEZLq,4514,112850
jFHnp,4881,327027
niuao,6916,117572
uxoTY,4970,134190
QfxWo,5714,159992
AgdDr,9877,276556
zDqyD,8454,371976
DQdfx,4800,345600
GrqPo,3444,185976
eSTsG,7675,115125
oqAWv,5910,437340
TbVIw,2512,236128
FCIWC,8263,784985
wAqsT,8730,192060
UmHsj,9314,931400
aOMVv,7617,632211
DgKsH,6035,229330
XAQvR,5673,272304
VMttA,5332,405232
RMmcx,6285,295395
fGpJo,7851,392550
gQLfK,7701,554472
NwOBS,3033,230508
vpVkm,7768,85448
BvaxX,2779,183414
WkQEr,2234,93828
NEJMD,2963,290374
iWElQ,6803,612270
uBeRU,2870,163590
IGvms,4823,135044
QtidG,8023,802300
QAbBt,4503,22515
GlqCH,4913,152303
clIpF,8312,340792
hgYlA,3444,330624
GXuAF,7727,610433
aTYKa,5369,263081
jDKYr,5505,38535
HpDxV,7534,256156
yKFQJ,4817,110791
mYRzy,7602,608160
YbrVf,2483,191191
OnxjQ,6368,509440
TSqRr,2814,216678
NDtjR,8341,400368
kPsmd,5514,441120
GeMWZ,3443,234124
Dgwbu,5145,252105
RJOUN,6671,173446
KOOGk,8348,467488
etwzA,2540,254000
gkJwL,8217,509454
TkCEQ,6938,450970
mfVba,4887,34209
iVjoX,3121,218470
xNjcJ,4576,96096
GQUGT,3446,289464
YaHYp,4536,417312
XPLIp,4326,410970
KhXqf,5637,231117
nBQnc,5828,419616
TbFwW,8447,794018
kNhde,3889,373344
dhFID,4820,294020
EZiaQ,9233,710941
sLFmF,3808,129472
toqFu,8094,687990
PdveO,5748,45984
BzZTV,6056,211960
khBfg,4094,233358
Brbyo,4376,157536
hxCJQ,8278,49668
PXenY,8153,89683
cwtDX,8643,855657
eUPbR,8571,68568
WmlnQ,9366,496398
kOlaN,2594,44098
yrQct,2520,249480
WJdpA,7995,303810
fXWVR,8042,458394
NMxTB,7883,725236
pUtri,2241,13446
wnZIE,5052,505200
TgYFa,9409,282270
aNprq,2505,177855
FLcJk,3237,25896
DsvRZ,5979,203286
MUHIO,4434,235002
PnQku,9700,77600
auapI,4761,276138
OgydP,2692,123832
zFXxM,6477,110109
zQzLp,6941,117997
FIAJK,8234,444636
fhhcY,5888,241408
zghcv,2272,65888
KIJls,2095,184360
wdpvP,9580,584380
fFXEw,2932,58640
qYLhG,3574,335956
VuEHV,5656,33936
GlgRx,7708,608932
nvdSW,3816,125928
kOoCc,5513,44104
UbVdI,8393,411257
NssPe,7693,46158
xFuoR,3394,145942
