StoreCode,TotalSales,TotalAmount
XyNYW,5704,148304
KfNPE,6894,137880
zWLjt,6698,180846
LBZOO,7466,515154
jBUyx,8713,810309
BkcIO,6974,648582
npohD,2174,52176
oHlSy,6324,233988
ORjNJ,6898,227634
nMeRc,6685,347620
KPZsa,5690,347090
HjFMY,8785,456820
ZfISm,6576,460320
xdQSe,5000,145000
WZjPt,7978,614306
uJKMn,3766,354004
ycZWf,3590,265660
jzDgS,4692,79764
ThCjH,3414,252636
LHQkS,8450,599950
sEorK,9509,836792
mlKgn,7034,253224
wywHO,8383,394001
YBGmN,6307,384727
jBTfn,2880,72000
NxHAX,4091,110457
BtXrB,9424,490048
SIGvq,4888,97760
YUuxM,6148,442656
lIxwY,4884,317460
WRTEU,2714,62422
aYZse,3700,203500
uGymu,4181,142154
bdVkY,3889,89447
xxxdQ,4471,308499
TEoKF,5518,60698
TqvHY,3349,194242
YrCmK,8645,613795
AyODv,3024,160272
SLGvg,3382,101460
xYRIJ,5761,460880
mQdRc,3226,280662
PTuRg,6897,641421
sBYvZ,6233,74796
obwvs,9843,442935
FvafL,6229,143267
Lophj,5335,277420
kIGjc,7391,539543
hzhfC,4415,397350
VcTBw,6193,575949
SJmMg,7342,469888
eFaAS,7678,207306
GAZpr,4270,247660
RzlSK,2337,112176
WxaxZ,9603,460944
VwQUS,2363,118150
wGTkG,6552,373464
xhwRj,6667,540027
SJElI,3791,79611
KUzqX,6645,418635
aPylH,4215,400425
meNtD,6172,154300
pIQTk,2837,272352
ExDQm,7154,286160
bXRMv,7513,623579
yBnce,7062,42372
scuvi,2881,270814
pgqEq,8466,414834
ytYLT,4154,95542
LDiYP,9640,491640
WKkXA,6169,561379
ABviR,3845,49985
hJegb,9784,107624
HKTiq,5413,330193
OHnow,4050,324000
FlrAk,6049,417381
RFgpa,6896,530992
saQBN,3940,386120
Jkjcg,4058,44638
nPQjP,8792,756112
NdXau,7158,128844
eNHsM,5443,244935
ntjoe,8605,800265
uJhPn,7118,234894
AXiBL,5554,233268
CqZhn,4046,242760
CYcPN,7242,608328
DpXrY,3895,385605
JZmGM,2880,129600
NAqcA,2341,70230
lTPEo,7686,46116
sTXYe,8825,255925
gsXOr,9033,532947
YRwUE,8555,795615
RHAuO,4927,359671
INYMj,2608,33904
qNgVE,7384,265824
bPUCM,9813,716349
NyHOc,2635,192355
pwnlB,2118,196974
jcBdh,4341,390690
byOjC,4047,400653
AaqJK,8521,51126
tzcPa,2927,43905
Hkqpu,8989,422483
Iizvd,6161,338855
RDqil,9965,159440
uHVWC,5458,442098
RJhmE,2499,94962
XvqqP,6968,654992
xWhJf,2543,195811
yGLBj,8410,462550
dNYXo,9883,583097
synBh,2060,148320
hgXTv,2928,175680
QscgK,6875,199375
uDZNS,7591,493415
gYdPd,9064,761376
swMcN,2595,194625
huOCi,6825,402675
XKpkB,9515,180785
IQIoQ,5455,289115
Pqibt,7240,716760
QLYru,7688,107632
prNjp,2365,68585
ywDgw,6308,624492
EOuGi,2555,247835
qGCvQ,3515,80845
IwMFG,6028,259204
RNCWl,2022,24264
iufYB,5232,350544
anlBU,5471,257137
SPPBt,2393,90934
uDaMI,6556,458920
abUtW,3109,139905
bceYY,2406,170826
yIpfP,3434,233512
iapZh,7338,322872
xqxiX,9000,675000
GpVwe,2168,216800
TfCjo,3165,278520
uSIuL,4850,77600
DKhMG,9523,304736
UMzIr,8645,69160
JEcPe,2826,19782
dHOWb,7611,464271
MTtET,3607,50498
cDvSm,2113,200735
YqlzQ,5614,336840
TIIHZ,4033,375069
tQEig,5552,438608
zEpHg,6009,516774
EJFNk,2422,75082
AvbxV,7789,93468
HpTWl,2721,182307
QCjmN,4457,392216
tzeZO,7228,513188
Kwcjp,5138,231210
pcROx,5635,118335
gAMtd,3258,32580
VjKsx,6919,55352
svunt,5694,449826
YuwRT,4196,365052
hPeiL,4168,395960
uadTG,3289,184184
CcTQy,6285,597075
MfVCP,2115,38070
gfSXb,5965,363865
GPemI,7799,725307
LohWj,3463,65797
AlHDZ,5690,233290
rykeP,9220,378020
hAfge,4133,309975
HMraQ,2543,99177
eRGZG,6594,619836
BzeNi,5247,262350
dnagi,9478,426510
JIrDE,6997,202913
hYddv,3458,287014
NvIxY,2852,270940
geUiu,8311,498660
vFTOt,5729,532797
rLEAw,8447,481479
jTOEa,7986,79860
UufKk,4108,156104
NaMdF,3622,246296
vGgMR,3511,66709
pqzjt,6234,554826
qoWVi,9440,623040
EzcZR,6446,644600
XdLFb,3592,219112
WqIEX,6469,142318
KsXVw,5945,237800
pQOhV,5705,28525
sQwdy,3766,165704
jaMrl,4946,341274
GRjmN,6876,398808
emfQE,7797,483414
