StoreCode,TotalSales,TotalAmount
CVdHm,2388,148056
piDSU,5879,246918
uHFdq,8424,429624
VBvsZ,2489,126939
OaonV,5320,446880
WxCuC,2757,143364
lrdmQ,3745,325815
XDBOn,3723,70737
zKiCg,7672,606088
GhWjC,8749,472446
rLgcW,8102,607650
Kmhev,8757,621747
JMnTL,2766,118938
tygbv,5806,232240
KSaTN,6065,339640
kYhLY,6512,507936
IQpeV,5153,273109
SSGhM,8645,181545
qMQqC,8198,409900
iaKlv,3726,353970
uTDfX,6568,440056
EywWq,2906,200514
YsTui,6044,145056
KNCJS,8450,118300
WuKsx,4816,134848
ANVEy,3596,237336
UWaYX,3526,352600
ssYLB,7427,341642
setOB,8889,328893
hsrSA,7529,158109
kqluk,6646,471866
JYZuR,4100,336200
STRTS,8489,738543
qTePA,2442,65934
mSMBw,6635,258765
dDwYL,9920,545600
Xgsru,6275,181975
ZetEh,3222,119214
vlvxB,4847,135716
PGFlN,4359,340002
hwJkd,8558,633292
jtVyk,9595,825170
rbgKb,8734,279488
DUdIG,7842,392100
GYZVK,3347,76981
QliAf,8107,48642
NlLfn,8131,796838
tmKjH,3386,281038
kqimz,4678,355528
slAfl,9449,302368
Vahai,8641,457973
tXPLn,8207,352901
ePGqv,8118,503316
zCCRP,3130,131460
hMOUE,5304,339456
ntrCa,7850,722200
GmWQr,4967,99340
egwMA,5778,294678
HaEgD,8352,709920
xdCJc,6976,216256
okJyN,7453,126701
ThPsv,5917,183427
VWPwm,2079,166320
UdIGN,9610,115320
rHBoM,6572,374604
AjNQi,8425,429675
nHGfU,7169,186394
vwXuA,3392,291712
ZJRDH,2389,11945
KNnBR,4422,154770
JubAv,6856,150832
MJXcE,4558,387430
lzuFZ,7431,653928
NbkzT,8695,756465
dbLLF,3288,292632
CGXWX,8348,717928
Lnbox,4871,297131
OOCWw,3753,221427
oJjpd,8568,676872
gEHsH,8046,700002
wzYak,8446,244934
zgXpN,9497,826239
oyfDZ,3416,136640
OKaQl,7719,656115
rNDTc,3462,152328
vZRdZ,6666,179982
PEvtn,6059,266596
sYwQV,3596,89900
KBwCt,8468,186296
mPuGW,3130,59470
yTBDy,3918,368292
CueVE,7434,44604
qkxue,3282,292098
LYhDl,8540,367220
gndlW,2904,249744
Lmlko,3322,308946
JWBfD,8715,418320
bIJKs,3433,171650
wqsBh,8114,56798
UcLrz,3560,21360
QOSbc,9457,766017
sMqHg,8713,435650
ehiBf,2619,233091
ddZJd,4027,229539
CrzOh,2387,19096
RDaEM,3770,71630
djmvH,8332,41660
ndGUZ,7126,106890
vOfCn,2453,179069
BTaZB,2074,10370
Bxwxe,2618,159698
aaCPZ,7847,141246
BlIdp,7642,91704
VBYtQ,8587,128805
ZpOOw,6283,521489
fRyHQ,9643,86787
ttEre,3055,189410
XfzNT,7101,610686
KFoSd,5845,502670
WTDQv,7524,428868
MkNMD,4092,163680
KBamU,9239,471189
xViNc,3186,197532
gKIyA,6414,173178
OdkJD,9868,700628
zxAJF,4792,306688
Igdvq,6789,482019
wiIhA,6096,457200
FnFgI,8428,404544
wJMYW,3390,37290
mjplW,9383,562980
eDTeH,2756,209456
TIOBi,8413,429063
xwKsc,6513,338676
stMiO,4076,407600
HawXD,6040,151000
rfDaa,8066,661412
OXAud,5162,407798
lglks,6560,255840
nTacC,5687,136488
SeDoA,8463,710892
TGccw,2654,185780
XBWmR,2153,124874
gykMD,7132,128376
wEQqZ,9918,396720
NyJnU,6436,257440
DXhHc,8728,829160
qDvAh,9260,546340
nUTHk,4071,232047
acGxm,9087,899613
shnja,8366,83660
KFUGw,8895,791655
UDpYo,2892,124356
LplpW,3021,51357
aZUOR,9231,341547
FWGHn,3784,37840
LtwFp,6181,364679
bRHtm,3896,296096
MkghG,2471,133434
Ikadb,8747,218675
HZIVT,9811,775069
WDVmp,2574,12870
ozDIX,3090,225570
qIDXq,9742,623488
CTQfN,8708,844676
QgAhx,2766,154896
slAcJ,2605,239660
vmrLU,2495,177145
yTHEh,9787,88083
lGoVa,6502,442136
IRJuG,8017,120255
psBFq,7175,495075
VbuxQ,2318,125172
uKndT,8011,464638
fxCIy,5250,105000
zGyGG,8573,574391
uAkbh,7698,215544
EwABN,8511,221286
bxvtl,6084,91260
mqxxj,3032,175856
tsOJz,5777,381282
GzhSX,8557,504863
kvryu,8025,369150
ZwgUp,5511,82665
NUeWz,8129,178838
vKyIK,2635,94860
AmWQO,5048,413936
fQyRo,3385,216640
hjPHN,3401,217664
POqse,2136,149520
EVDgI,9631,211882
IPcfn,6516,91224
MeMGs,9792,97920
jAhpX,5931,492273
uGDff,5076,76140
gOkdO,9552,420288
jWIre,5376,344064
fHpMI,5733,366912
lVMVN,4169,408562
GSRWU,2922,233760
idOvW,2884,259560
VWqbE,8532,588708
vLmKV,2901,147951
aWOOV,5270,463760
kRrkx,7801,577274
QkEUL,5304,440232
uFpQH,6774,447084
rkxtL,2319,32466
talwS,4727,354525
UaAMB,8261,57827
UAeYW,8471,355782
eyUEn,4364,418944
PjnUz,8277,620775
ODyWO,9926,138964
VHTBY,5980,293020
qfuvj,4355,431145
GWKlk,8095,129520
uDRja,4588,146816
xncbm,3383,267257
QqxEp,6027,373674
QrNwO,6573,584997
Sahxf,4063,150331
oRlni,8114,48684
pWhCP,8870,869260
nYIib,2305,133690
lDLzU,8011,448616
HSBSH,6896,199984
Amagt,4642,134618
eZQuo,2543,48317
oUUDg,7051,585233
CbeQK,6887,399446
ZBfsh,9453,226872
FvhES,3864,347760
ldomP,2959,289982
QnFtv,8448,270336
eQHIq,9198,892206
rhihY,6380,216920
ScgLy,5471,240724
TxJsD,2287,45740
XgfTL,3177,187443
esjbO,4648,171976
puVXA,9949,696430
rEUwW,4419,22095
hAomW,5166,46494
HtCeM,8354,476178
AhDNA,8649,423801
KErsa,7387,413672
bfbuU,2230,102580
crBFQ,6792,190176
mFdLN,8261,231308
