StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
bLEdL,2054-05-01,7421,163262,true
nBWsX,2048-08-13,6489,292005,false
YEDdv,2024-05-15,3851,123232,false
Huqaw,2032-09-03,5654,260084,false
VEMDU,2065-10-19,3540,106200,true
ScRaF,2042-11-02,8688,173760,false
IkEWb,2098-06-03,4288,64320,true
yUAkF,2021-01-09,2827,33924,false
vmMwF,2096-12-27,5101,464191,true
CxgDi,2032-09-01,4912,63856,false
EiFLE,2112-01-14,2342,185018,false
vebAI,2112-05-30,7894,718354,false
hjmEW,2116-02-17,8463,516243,false
XwqDz,2022-10-13,7318,585440,false
oTQNK,2035-04-13,5595,520335,true
yfCFT,2029-06-08,5271,448035,true
sqipH,2075-08-31,9156,375396,true
vKHum,2033-08-20,5923,207305,true
GJYlu,2023-05-14,6286,245154,false
XsQNB,2059-08-07,5472,169632,false
XyNYW,2095-05-25,3569,331917,false
KfNPE,2096-11-27,4127,222858,true
zWLjt,2111-06-06,4030,282100,false
LBZOO,2032-05-01,2936,120376,true
jBUyx,2107-03-21,5972,35832,true
BkcIO,2079-07-24,5453,272650,false
npohD,2092-04-26,7520,601600,false
oHlSy,2097-12-22,7941,492342,false
ORjNJ,2038-02-14,3215,93235,false
nMeRc,2118-06-01,8753,752758,true
KPZsa,2073-05-31,9829,933755,false
HjFMY,2081-09-29,4260,187440,true
ZfISm,2031-10-21,7654,451586,true
xdQSe,2077-09-23,3081,33891,true
WZjPt,2035-02-04,8057,467306,true
uJKMn,2079-06-13,7497,52479,false
ycZWf,2023-03-17,7927,420131,true
jzDgS,2096-09-10,7728,77280,true
ThCjH,2054-07-07,7317,87804,true
LHQkS,2099-05-22,6553,439051,true
sEorK,2039-01-17,4948,361204,false
mlKgn,2057-08-12,7361,493187,true
wywHO,2072-12-06,4553,250415,false
YBGmN,2031-11-03,4237,156769,true
jBTfn,2107-04-18,2665,18655,true
NxHAX,2049-07-14,8136,309168,true
BtXrB,2071-10-06,7347,110205,false
SIGvq,2040-06-16,4434,301512,true
YUuxM,2074-09-07,5134,354246,false
lIxwY,2060-02-15,9439,302048,true
WRTEU,2032-10-13,7990,239700,true
aYZse,2075-01-16,5892,500820,false
uGymu,2045-05-13,5265,263250,true
