StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
NdXau,2057-02-27,5049,90882,false
eNHsM,2085-12-22,6908,89804,false
ntjoe,2022-09-20,7252,536648,true
uJhPn,2058-11-16,4476,76092,true
AXiBL,2121-03-10,9914,634496,false
CqZhn,2109-09-03,3624,115968,true
CYcPN,2077-05-13,6504,461784,true
DpXrY,2030-05-13,5722,240324,false
JZmGM,2065-11-03,9518,390238,true
NAqcA,2027-04-20,4073,171066,true
lTPEo,2087-10-31,6948,680904,false
sTXYe,2093-06-07,3381,300909,true
gsXOr,2107-06-08,3200,192000,true
YRwUE,2084-10-25,4192,54496,true
RHAuO,2073-12-01,2960,23680,true
INYMj,2048-06-25,6534,509652,false
qNgVE,2046-04-15,9067,190407,true
bPUCM,2114-01-24,7696,338624,false
NyHOc,2065-09-16,3229,238946,true
pwnlB,2091-03-29,6265,532525,true
jcBdh,2055-10-23,9364,215372,true
byOjC,2097-04-10,2824,98840,false
AaqJK,2087-08-09,6729,248973,true
tzcPa,2100-08-03,9091,363640,true
Hkqpu,2043-05-28,2979,291942,false
Iizvd,2044-09-23,3385,57545,true
RDqil,2031-11-16,5709,525228,false
uHVWC,2062-07-12,8394,495246,true
RJhmE,2028-12-09,3923,235380,true
XvqqP,2069-04-01,9310,335160,true
xWhJf,2079-09-16,9969,767613,true
yGLBj,2037-02-21,2469,69132,false
dNYXo,2108-08-17,5883,464757,false
synBh,2029-09-20,3360,60480,false
hgXTv,2038-04-17,4251,42510,false
QscgK,2051-05-15,7956,373932,true
uDZNS,2117-10-30,3628,137864,true
gYdPd,2056-03-07,8223,600279,true
swMcN,2044-10-06,3937,149606,false
huOCi,2103-01-07,3330,39960,false
XKpkB,2025-02-09,3392,322240,false
IQIoQ,2112-02-17,4861,427768,true
Pqibt,2089-09-11,2571,254529,true
QLYru,2090-01-02,6129,91935,false
prNjp,2055-11-21,8454,185988,false
ywDgw,2027-03-01,8585,789820,false
EOuGi,2097-07-07,9610,739970,true
qGCvQ,2037-05-03,2240,13440,true
IwMFG,2037-01-27,9207,736560,true
RNCWl,2034-03-21,8109,608175,false
iufYB,2108-11-10,2609,153931,false
anlBU,2061-07-02,4467,339492,true
SPPBt,2083-10-22,5839,105102,false
uDaMI,2111-09-17,2246,83102,false
abUtW,2025-03-27,6923,117691,false
bceYY,2065-08-30,3587,168589,false
yIpfP,2048-08-27,2049,129087,true
iapZh,2060-03-16,4983,483351,true
xqxiX,2088-05-01,2996,293608,true
GpVwe,2031-10-29,8750,551250,true
TfCjo,2024-01-07,4593,353661,true
uSIuL,2042-11-04,9196,404624,false
DKhMG,2094-08-11,4928,142912,false
UMzIr,2039-06-08,9306,55836,true
JEcPe,2085-07-10,5894,271124,false
dHOWb,2024-12-15,2743,246870,true
MTtET,2094-10-12,7498,697314,false
cDvSm,2079-06-16,8972,502432,false
YqlzQ,2043-04-15,2668,26680,true
TIIHZ,2023-05-09,8399,487142,false
tQEig,2041-09-23,9475,445325,true
zEpHg,2090-07-05,7067,699633,false
EJFNk,2070-06-21,4194,230670,true
AvbxV,2086-01-16,8403,789882,true
HpTWl,2021-07-03,4837,474026,false
QCjmN,2026-02-06,9882,167994,false
tzeZO,2119-12-02,9497,503341,false
Kwcjp,2097-09-02,5729,240618,false
pcROx,2115-09-27,6735,484920,false
gAMtd,2078-12-26,4235,321860,true
VjKsx,2082-07-12,7685,660910,false
svunt,2035-08-07,5976,203184,true
YuwRT,2043-08-26,6999,545922,false
hPeiL,2080-12-21,5514,38598,true
uadTG,2089-03-17,5242,419360,true
CcTQy,2088-03-07,9196,882816,false
MfVCP,2028-11-20,6421,128420,true
gfSXb,2102-02-01,6522,130440,false
GPemI,2111-05-23,4758,266448,true
LohWj,2084-09-02,5655,271440,false
AlHDZ,2086-09-04,5627,331993,false
rykeP,2099-02-18,8810,352400,true
hAfge,2107-07-21,5256,89352,true
HMraQ,2052-03-17,6050,72600,false
eRGZG,2119-09-24,9222,525654,false
BzeNi,2106-10-10,5688,534672,false
dnagi,2114-03-10,8211,656880,true
JIrDE,2058-08-22,7707,354522,false
hYddv,2036-12-03,5270,469030,true
NvIxY,2111-02-10,2302,110496,false
geUiu,2069-04-26,7585,212380,false
vFTOt,2117-02-10,2462,88632,true
rLEAw,2121-11-16,4656,88464,false
jTOEa,2028-11-05,6630,125970,true
UufKk,2047-08-23,2814,264516,false
NaMdF,2068-09-02,7740,719820,true
vGgMR,2070-12-23,9237,498798,false
pqzjt,2035-08-05,2205,85995,false
qoWVi,2082-03-11,2860,31460,true
EzcZR,2117-11-25,5427,385317,false
XdLFb,2021-05-18,6669,233415,true
WqIEX,2102-08-07,8570,351370,true
KsXVw,2035-02-01,9869,651354,false
pQOhV,2032-07-10,2204,165300,false
sQwdy,2095-09-01,8316,656964,false
jaMrl,2050-09-30,8104,275536,true
GRjmN,2078-01-29,4588,192696,false
emfQE,2107-09-10,6717,510492,false
wRGlS,2063-04-27,5635,467705,true
YxXHJ,2071-09-20,4221,84420,true
JHBjS,2058-03-07,8807,871893,true
vyoFP,2024-12-13,2213,190318,true
cIism,2050-01-31,7529,195754,true
OSbey,2030-04-02,7451,149020,false
RLQox,2069-09-14,6157,123140,true
DLXXM,2100-01-31,7935,698280,true
oFMyv,2117-09-01,2994,44910,false
FMBqm,2093-04-05,3371,121356,true
RNPtE,2033-01-08,4899,39192,true
zpakt,2049-01-23,3810,19050,false
NLIXr,2079-01-23,5114,204560,false
LWokn,2098-03-04,4922,241178,true
mEnMN,2051-02-13,4595,326245,false
jikCb,2038-10-28,4068,52884,true
hMhBO,2088-04-18,4661,181779,false
iPoPi,2077-07-13,7596,493740,true
dqwSi,2092-03-25,3343,223981,true
fQpRI,2021-08-22,6975,683550,true
PqbsG,2023-09-16,5765,172950,true
DTWMq,2099-03-25,9792,626688,false
gwbWS,2089-09-07,9383,384703,true
yaSLi,2070-12-03,9874,957778,true
NSXnP,2022-09-14,9725,87525,false
btuqq,2119-06-05,4389,408177,true
rGKjc,2105-05-26,4489,421966,false
AMajW,2116-01-29,2568,23112,false
zmeiH,2039-02-26,6427,64270,true
UodQV,2060-02-02,7191,201348,true
kFoXg,2082-02-22,7136,214080,false
aVuXr,2119-08-24,7801,327642,false
uCgMd,2111-12-17,9522,152352,true
hRuRL,2038-01-14,8559,436509,false
tBSGm,2080-02-07,8488,144296,true
QJNYu,2054-06-28,3159,290628,true
NUyOZ,2075-09-12,9998,109978,false
qSebG,2054-05-25,6829,218528,false
HXgiL,2096-06-27,7841,188184,false
dziKG,2054-08-13,7761,357006,false
xjIiO,2097-07-03,2524,83292,true
rpbLk,2092-07-04,8023,344989,false
DZcGC,2036-10-15,3419,191464,false
CRFfQ,2033-12-11,7084,672980,true
OiMKI,2093-12-16,3077,61540,false
BTAjc,2097-05-31,8155,538230,true
XXAjT,2075-01-18,2233,82621,false
IsNDn,2025-03-14,5127,169191,false
QaUMN,2049-03-17,5124,307440,false
wurcK,2073-06-25,3371,30339,false
kpmEp,2115-02-09,4507,63098,true
iyUdi,2092-11-17,8085,97020,true
TUqOz,2086-03-15,3033,36396,true
TQhEH,2055-03-30,7076,452864,true
vNjvh,2059-11-27,3595,53925,true
nCpCR,2074-10-08,4016,232928,true
OisEW,2046-08-25,4865,87570,false
rzWpv,2053-04-21,6817,368118,true
raUeR,2101-12-24,2623,175741,true
Nmidn,2036-06-06,2615,75835,false
TFkna,2055-03-30,3780,128520,false
fwNoW,2116-01-21,7884,291708,false
Pfnjx,2026-02-28,3699,173853,false
gnIxY,2086-10-11,9291,213693,false
eQsqH,2027-07-21,8586,815670,false
ekYdJ,2082-02-02,6387,517347,true
UqncH,2049-09-03,9015,459765,false
bHvQY,2071-09-21,9385,253395,true
ooFMl,2032-02-11,6253,481481,true
BHMMR,2063-07-28,6648,172848,false
iNHre,2084-08-21,4356,143748,false
vneIJ,2028-12-03,7310,102340,false
LtozY,2044-05-01,7105,220255,true
rDduE,2091-12-23,4765,123890,false
yfBSp,2113-03-06,9395,535515,false
hlorh,2107-06-30,9654,868860,true
hFHEe,2053-01-06,5303,100757,false
ueVpT,2078-04-06,3695,332550,false
kARRM,2051-06-22,4468,98296,false
HeRgG,2085-03-09,2128,108528,true
KtVeF,2032-11-17,2327,207103,false
TYMCc,2022-04-01,7866,747270,true
rPlyx,2038-05-20,4404,140928,true
RwoJX,2094-09-21,6093,347301,true
RnfWE,2115-09-26,5789,544166,true
dLNJC,2114-02-23,7720,494080,true
wRVSD,2087-04-07,8953,725193,true
naVXO,2066-04-21,2749,145697,true
Vhrir,2060-09-11,4332,350892,true
xnqgV,2093-11-01,8745,174900,true
UAlSz,2051-05-05,9702,213444,false
soSos,2117-05-28,3907,93768,false
pBadJ,2071-06-22,4973,208866,true
DiAjh,2050-03-29,5398,340074,true
MGHhA,2112-02-28,2885,207720,false
rWKmx,2058-10-15,3492,185076,true
JuHHk,2093-02-03,3322,209286,false
gosJF,2103-12-30,2177,145859,false
wEXNf,2091-01-27,7253,72530,false
erENa,2051-04-26,6408,275544,true
KIYze,2074-07-01,6026,343482,false
ZITXO,2081-11-17,5312,515264,false
ukwKz,2107-03-15,5274,443016,false
fROpz,2035-01-09,4509,311121,true
SOpJC,2074-02-18,3753,63801,false
dEUJN,2049-11-01,6323,208659,true
SIymk,2102-10-31,9634,886328,true
dGlTK,2057-01-23,2596,85668,false
rKzml,2105-01-23,2874,109212,false
lbbAI,2107-11-21,8261,313918,true
DJjpR,2068-03-19,7551,294489,false
hejzM,2052-07-18,7061,691978,true
oZZEy,2062-03-21,9720,272160,true
HytDf,2022-11-16,7186,474276,true
ImKgR,2102-03-29,8365,769580,false
bzqhj,2095-05-02,6157,172396,true
JtNFm,2029-01-06,6385,344790,false
gIBGn,2084-02-02,2589,20712,false
BYHfs,2084-05-17,6231,498480,false
jSYfC,2116-10-24,5333,431973,false
XfDRz,2106-06-17,3407,286188,true
wuyow,2103-11-26,4480,62720,false
GhoWI,2068-06-29,6541,641018,false
LWALp,2116-05-04,8276,347592,false
kImZj,2062-10-31,9442,198282,false
xUZHW,2085-04-11,8716,653700,false
XHXCu,2098-06-20,4545,104535,false
LrRYP,2091-03-11,9217,460850,true
ZTCzx,2035-04-22,7680,422400,true
GaflA,2051-12-04,4316,418652,true
xXQVx,2037-08-12,4857,485700,true
yoPMM,2076-08-29,5129,420578,true
fnifp,2044-09-26,7566,332904,false
UBiHD,2092-07-02,8057,120855,false
pHkIy,2061-11-11,8730,855540,true
hAamr,2036-11-10,2514,148326,true
NGGPn,2035-02-23,6843,136860,true
PieYt,2032-06-06,3245,139535,true
BBviV,2083-02-01,2780,186260,false
WGIMR,2031-01-16,2566,189884,false
Fcoqj,2030-04-15,7994,743442,false
zxbcV,2028-01-11,9819,353484,true
aqXjv,2105-12-22,3493,73353,true
HwABJ,2093-08-30,8230,543180,false
pwxsm,2053-02-17,8012,504756,true
AxKjw,2093-08-14,7173,322785,false
KhQou,2022-09-02,5623,185559,true
FVLXv,2088-01-10,2794,120142,true
LzYQM,2089-09-30,7285,400675,true
eiFNn,2108-10-05,9744,886704,false
HTneU,2087-03-25,8581,643575,true
woWTU,2033-12-25,7704,346680,true
afDKH,2109-03-12,6996,503712,true
fXnQd,2102-09-12,4410,370440,true
nDWOq,2102-06-26,9322,615252,true
mgRkA,2048-11-06,8468,194764,false
rwALY,2021-12-03,2433,177609,false
bGjFI,2109-12-10,6333,411645,true
OjAxV,2055-10-03,6056,272520,false
pliSK,2076-11-23,9231,350778,false
dkzSF,2029-05-12,9449,425205,false
MuwFP,2087-05-07,8188,433964,false
cfFWu,2043-04-14,4851,160083,true
xfVbw,2060-09-07,4313,163894,false
xBRCe,2038-10-20,8938,697164,true
AiXGp,2064-07-24,8959,358360,false
COxZZ,2063-04-06,9885,514020,true
DgDLy,2051-06-22,7033,203957,false
yqSqM,2032-05-19,9027,794376,true
KuELV,2032-01-29,8643,60501,true
LQmGM,2113-06-27,8132,97584,true
gMrrU,2042-07-20,9189,321615,false
yYKlJ,2026-01-05,5960,339720,false
vlExD,2068-02-17,9548,534688,true
unHPa,2030-12-07,9374,46870,false
Ijovy,2039-01-31,8322,590862,true
jPInm,2094-03-14,6312,511272,false
gkiUJ,2041-11-11,3475,319700,false
cSwhe,2041-11-28,3057,61140,true
zKGLk,2117-10-24,8773,693067,true
HRRep,2100-10-05,6762,33810,true
cAurE,2070-05-04,4326,333102,false
YhtWY,2073-05-05,5773,357926,true
eSItw,2083-08-28,6418,166868,true
flkSX,2081-07-27,2376,163944,true
ltOdM,2066-04-21,7908,363768,true
iwuQa,2064-12-03,5154,175236,false
KcZRO,2110-01-04,2777,97195,true
yGEPn,2021-10-06,8990,656270,true
ZPCiI,2093-03-16,4409,273358,true
clyey,2115-11-24,5655,90480,true
ptuHY,2113-10-02,2874,66102,false
DSLiG,2106-05-23,4632,416880,true
tkjTV,2108-11-18,8054,128864,true
jpOue,2094-10-05,2200,15400,true
gHtBk,2059-06-25,3261,166311,true
HaQbW,2032-04-19,4974,124350,true
lPFrF,2093-01-30,5567,467628,false
zNqnr,2110-04-07,9120,756960,true
oSLEf,2074-01-11,9045,868320,false
XOeGK,2040-09-23,3438,178776,false
MkhmR,2105-09-03,8531,733666,false
HDFVh,2079-04-27,7344,212976,false
bZNrv,2058-09-01,6332,481232,false
qqMRa,2028-10-19,4213,366531,false
yuPlp,2055-09-29,7753,426415,true
EgDVY,2043-11-02,4886,254072,true
oJRnH,2112-01-18,6455,38730,true
Ulvwf,2050-10-14,6374,592782,false
Zdkte,2083-04-18,4070,130240,false
vuCOP,2106-05-28,4025,64400,false
kLAcH,2035-10-28,7289,167647,true
XGhbO,2109-03-02,4431,363342,true
XQaHJ,2047-08-24,3159,195858,false
xHllz,2028-07-02,2313,161910,false
XEmIJ,2032-07-29,9833,688310,true
orpMr,2024-11-24,3650,204400,false
jyrvB,2100-06-22,5296,376016,false
DiWdM,2066-05-11,6981,167544,true
pJbdt,2066-09-01,4186,414414,true
aQesR,2105-07-20,8409,42045,false
yaVEF,2098-03-23,5624,67488,false
NRoJG,2090-04-26,9374,65618,false
aTfZz,2089-10-12,9651,965100,true
oWLEE,2091-09-16,2628,215496,false
yutoT,2060-03-23,2042,140898,false
dGvdC,2052-02-20,8471,177891,true
AYYHE,2080-12-31,6284,50272,false
Pqphe,2067-01-01,5960,47680,false
VZEKW,2049-10-30,3514,165158,false
WRVNv,2117-07-02,8330,591430,true
iHfaD,2026-04-12,2224,126768,false
alDAd,2081-11-09,4174,317224,true
flZxQ,2049-11-13,5108,163456,false
NoAhW,2035-11-17,8603,430150,true
MRUez,2108-12-09,2302,85174,false
jqVSB,2027-08-01,8415,462825,false
aEZLq,2087-03-31,7546,158466,true
jFHnp,2094-01-11,9376,346912,true
niuao,2101-11-26,4959,381843,false
uxoTY,2049-05-27,7057,543389,true
QfxWo,2098-05-01,3802,41822,true
AgdDr,2060-04-27,9138,392934,true
zDqyD,2034-02-27,8074,710512,true
DQdfx,2071-01-19,3885,326340,false
GrqPo,2039-07-15,6681,247197,true
eSTsG,2056-03-17,9883,296490,true
oqAWv,2026-05-06,6500,416000,false
TbVIw,2032-03-26,2630,36820,true
FCIWC,2109-10-16,2636,144980,true
wAqsT,2051-12-08,5302,68926,true
UmHsj,2108-03-19,7529,150580,false
aOMVv,2078-05-11,6296,251840,true
DgKsH,2034-07-16,7746,611934,false
XAQvR,2093-03-07,3105,18630,true
VMttA,2115-12-07,8831,644663,true
RMmcx,2092-02-07,2972,184264,true
fGpJo,2023-08-24,2853,248211,false
gQLfK,2051-09-23,6388,587696,true
NwOBS,2120-06-17,2374,151936,true
vpVkm,2121-12-11,5183,62196,false
BvaxX,2083-08-07,4343,434300,false
WkQEr,2057-03-25,4059,405900,true
NEJMD,2090-05-20,5057,202280,true
iWElQ,2055-06-23,8559,564894,true
uBeRU,2044-07-09,4124,160836,true
IGvms,2097-01-16,8213,558484,true
QtidG,2024-08-22,5393,415261,false
QAbBt,2106-01-27,4790,435890,true
GlqCH,2069-07-20,2718,146772,true
clIpF,2054-05-22,6355,177940,true
hgYlA,2047-12-22,2822,62084,true
GXuAF,2117-04-18,4019,297406,true
aTYKa,2092-09-08,7688,61504,true
jDKYr,2084-04-01,7932,182436,false
HpDxV,2094-09-02,4394,219700,true
yKFQJ,2103-10-23,2538,45684,true
mYRzy,2092-03-25,4817,298654,false
YbrVf,2117-09-02,8502,127530,false
OnxjQ,2101-06-22,5532,154896,false
TSqRr,2060-02-14,6205,173740,true
NDtjR,2109-04-20,3587,236742,true
kPsmd,2078-05-14,7894,418382,true
GeMWZ,2087-04-01,3216,19296,false
Dgwbu,2049-03-01,4134,264576,false
RJOUN,2082-11-09,9606,326604,true
KOOGk,2046-07-19,7129,406353,true
etwzA,2037-01-12,6537,503349,true
gkJwL,2121-07-28,5970,268650,true
TkCEQ,2086-11-13,4907,412188,false
mfVba,2022-07-16,7236,412452,true
iVjoX,2078-10-25,2763,116046,true
xNjcJ,2041-07-31,6817,81804,false
GQUGT,2090-12-17,2961,266490,true
YaHYp,2066-10-21,4632,60216,true
XPLIp,2023-06-03,8695,765160,false
KhXqf,2044-06-22,6156,116964,true
nBQnc,2105-06-27,2194,19746,true
TbFwW,2058-06-21,3405,153225,true
kNhde,2083-10-03,9630,751140,false
dhFID,2029-03-14,8740,804080,true
EZiaQ,2116-10-07,5613,409749,false
sLFmF,2066-12-27,8053,563710,true
toqFu,2105-07-02,4438,110950,false
PdveO,2066-05-27,8560,556400,false
BzZTV,2090-11-28,9508,418352,true
khBfg,2079-04-08,5004,450360,true
Brbyo,2031-09-28,7479,224370,false
hxCJQ,2022-10-07,7878,165438,true
PXenY,2065-02-14,9254,823606,false
cwtDX,2114-09-12,4586,169682,false
eUPbR,2098-03-05,5880,458640,true
WmlnQ,2040-05-14,4210,79990,true
kOlaN,2083-04-22,2742,57582,true
yrQct,2085-11-25,2960,266400,false
WJdpA,2117-09-16,7700,446600,false
fXWVR,2036-08-12,5983,496589,true
NMxTB,2083-01-21,7372,442320,true
pUtri,2093-06-04,3952,383344,false
wnZIE,2025-10-31,4696,150272,false
TgYFa,2080-08-15,6455,264655,true
aNprq,2067-02-04,9953,418026,true
FLcJk,2058-11-22,6720,430080,true
DsvRZ,2103-03-20,9072,671328,true
MUHIO,2025-02-10,6539,287716,true
PnQku,2028-07-28,8714,453128,false
auapI,2090-12-21,9791,499341,true
OgydP,2107-05-30,8247,420597,true
zFXxM,2065-08-31,6660,366300,false
zQzLp,2053-06-19,4783,320461,true
FIAJK,2118-12-06,5816,407120,false
fhhcY,2111-02-02,2551,112244,true
zghcv,2121-10-30,3106,83862,false
KIJls,2043-11-11,4951,183187,true
wdpvP,2048-09-03,4453,155855,false
fFXEw,2043-12-24,7254,544050,false
qYLhG,2043-06-05,4770,372060,false
VuEHV,2065-03-15,6680,647960,true
GlgRx,2039-01-03,6277,307573,false
nvdSW,2073-03-12,9403,789852,true
kOoCc,2044-02-09,9283,631244,false
UbVdI,2032-05-09,9940,467180,false
NssPe,2072-12-08,5453,38171,false
xFuoR,2107-07-18,2757,159906,false
DTMgX,2089-03-14,4689,121914,true
mlJlb,2023-12-06,2355,150720,true
ymBoG,2070-12-26,5474,421498,false
IaTIL,2034-12-18,3146,217074,false
RDRbk,2089-06-03,2950,209450,false
PEdzJ,2055-06-09,7293,386529,true
uvYKG,2097-09-14,2811,261423,true
kaKpY,2046-07-14,7941,325581,false
SeXAD,2104-07-20,9685,532675,false
QMmbL,2023-09-25,4690,459620,false
AGZKo,2078-08-04,5171,403338,false
TScRb,2076-07-12,6330,322830,true
KGAMJ,2047-10-07,2979,125118,true
JViUc,2114-12-02,3387,277734,false
KAhnw,2041-02-15,6624,556416,false
xhPHG,2048-01-26,5875,188000,false
ZSErb,2053-10-17,8160,465120,false
PuWMA,2043-06-23,5859,76167,false
IXpTk,2084-12-09,8155,709485,true
soqBT,2050-05-24,5007,160224,false
UYTSr,2067-07-19,3836,61376,false
cfLcc,2039-07-07,9406,103466,false
LCmQP,2046-07-29,2252,114852,true
zQebo,2033-08-08,6735,471450,true
hWvFA,2116-12-24,5590,240370,true
tqpRp,2084-06-05,4527,434592,true
hUecU,2059-09-17,9497,750263,true
wyZhm,2028-04-10,8390,58730,true
EOVmQ,2027-08-14,8257,809186,true
wdJWS,2089-10-29,9570,880440,false
vVlLg,2038-01-11,8715,418320,true
dvYIP,2049-10-10,8757,367794,false
EYsXj,2042-12-26,9765,419895,true
IJRUx,2067-04-07,4801,288060,true
BQvxj,2101-08-11,5521,441680,false
MZeaV,2103-04-10,2097,180342,true
GdwjX,2090-06-15,5323,479070,false
XzDRI,2090-12-03,8618,568788,false
SfoCb,2066-12-03,6656,485888,false
XHZpl,2108-09-16,7736,642088,true
qhGWw,2062-03-23,7360,287040,false
EyAMJ,2075-07-22,4083,379719,true
cOkai,2086-04-30,6640,338640,false
ErNKN,2088-02-21,6055,387520,true
LUZXk,2056-12-13,4977,492723,true
LCbTC,2101-05-10,3471,312390,true
aFBqj,2037-02-10,5959,518433,true
LgLtU,2066-06-29,7516,683956,false
SVJuK,2082-01-08,9689,280981,true
VgqlC,2023-05-07,6319,537115,false
lNIwZ,2062-12-21,7334,154014,false
nrDwj,2121-09-18,6429,115722,false
mTYLg,2028-07-11,4810,33670,false
kZqaY,2047-08-04,7801,670886,false
biUrp,2045-11-23,7277,589437,false
dySwt,2024-06-12,3298,204476,false
nXTSo,2117-01-05,5299,339136,true
NYJYP,2084-12-03,8059,805900,true
TdqRz,2022-03-06,5863,87945,false
DLuNM,2103-04-01,3166,98146,true
