StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
Vahai,2097-05-05,8153,652240,true
tXPLn,2078-02-11,2493,112185,false
ePGqv,2041-08-30,8975,628250,false
zCCRP,2080-01-07,2413,238887,false
hMOUE,2085-11-29,6286,207438,true
ntrCa,2093-04-17,9056,498080,false
GmWQr,2088-06-23,6996,454740,false
egwMA,2054-10-16,2796,95064,true
HaEgD,2106-11-17,3212,273020,true
xdCJc,2093-08-01,5459,513146,false
okJyN,2021-01-06,6137,233206,false
ThPsv,2048-05-10,6380,440220,true
VWPwm,2037-06-04,4124,251564,true
UdIGN,2059-07-14,7123,698054,true
rHBoM,2061-01-23,3820,206280,false
AjNQi,2081-02-22,7264,530272,false
nHGfU,2112-11-18,5559,239037,true
vwXuA,2077-10-10,2939,279205,true
ZJRDH,2056-01-08,9705,679350,false
KNnBR,2102-06-29,2525,161600,false
JubAv,2083-01-26,6327,75924,true
MJXcE,2061-01-01,7443,387036,true
lzuFZ,2101-08-17,7354,51478,false
NbkzT,2119-09-02,9699,940803,true
dbLLF,2056-12-30,8740,104880,true
CGXWX,2056-03-03,9423,932877,true
Lnbox,2103-07-23,3083,166482,false
OOCWw,2026-07-02,2398,35970,false
oJjpd,2040-02-14,7081,623128,false
gEHsH,2101-09-07,8876,106512,true
wzYak,2040-08-30,7036,204044,false
zgXpN,2048-08-01,6063,36378,true
oyfDZ,2117-02-08,6795,326160,true
OKaQl,2118-09-28,9872,227056,false
rNDTc,2026-06-24,3671,260641,true
vZRdZ,2065-07-23,9127,748414,true
PEvtn,2121-08-26,3579,264846,true
sYwQV,2078-08-28,8092,647360,true
KBwCt,2100-04-13,8336,250080,false
mPuGW,2025-05-09,8030,473770,false
yTBDy,2026-12-09,4721,236050,false
CueVE,2029-02-24,9649,328066,true
qkxue,2045-10-06,3123,21861,true
LYhDl,2094-12-19,8879,426192,true
gndlW,2064-03-12,9096,100056,false
Lmlko,2069-05-20,8761,394245,true
JWBfD,2045-09-15,3079,280189,false
bIJKs,2076-03-12,3611,115552,false
wqsBh,2025-03-20,5500,132000,true
UcLrz,2024-04-11,5719,303107,true
QOSbc,2061-02-21,8023,224644,false
sMqHg,2117-12-03,7063,515599,true
ehiBf,2087-07-27,8506,476336,true
ddZJd,2096-04-10,6447,109599,false
CrzOh,2078-12-10,2274,168276,true
RDaEM,2034-03-10,3106,164618,false
djmvH,2029-11-28,2732,183044,true
ndGUZ,2103-07-13,9405,347985,false
vOfCn,2054-07-02,4123,148428,false
BTaZB,2107-05-30,8367,142239,true
Bxwxe,2025-02-06,6931,693100,false
aaCPZ,2024-12-01,5070,471510,true
BlIdp,2076-10-26,7173,251055,true
VBYtQ,2065-05-28,6154,209236,false
ZpOOw,2094-12-14,5928,456456,false
fRyHQ,2039-08-12,9685,581100,true
ttEre,2076-08-27,4689,342297,true
XfzNT,2117-05-07,3066,55188,true
KFoSd,2038-01-25,6285,75420,true
WTDQv,2029-02-10,6391,402633,true
MkNMD,2115-12-02,3692,258440,false
KBamU,2097-09-20,3700,303400,false
xViNc,2074-02-17,5145,51450,true
gKIyA,2103-11-04,4009,200450,true
OdkJD,2071-11-11,8143,195432,true
zxAJF,2087-02-17,2293,64204,false
Igdvq,2058-08-08,3771,207405,false
wiIhA,2106-12-16,6290,459170,false
FnFgI,2073-06-18,7752,240312,false
wJMYW,2094-03-30,5334,229362,false
mjplW,2034-12-14,4997,479712,false
eDTeH,2110-02-21,3637,247316,false
TIOBi,2100-01-13,2473,108812,false
xwKsc,2051-06-25,7541,316722,false
stMiO,2100-04-11,9588,469812,true
HawXD,2083-07-29,4515,356685,false
rfDaa,2068-03-13,6692,167300,true
OXAud,2088-08-07,6468,84084,true
lglks,2060-06-30,5330,533000,false
nTacC,2024-07-11,9679,706567,false
SeDoA,2106-09-04,5582,200952,true
TGccw,2078-01-02,9359,215257,false
XBWmR,2037-10-31,8338,300168,false
gykMD,2082-06-12,9582,306624,true
wEQqZ,2059-04-01,6963,619707,false
NyJnU,2067-02-12,4867,170345,true
DXhHc,2021-01-21,6517,488775,false
qDvAh,2054-07-13,5944,35664,true
nUTHk,2102-10-21,6691,260949,true
acGxm,2052-01-27,8460,456840,true
shnja,2117-03-21,7690,84590,true
KFUGw,2032-03-06,7202,439322,true
UDpYo,2057-04-12,8929,544669,false
LplpW,2114-06-10,9476,350612,false
aZUOR,2096-01-10,3937,212598,true
FWGHn,2042-03-06,9300,334800,true
LtwFp,2119-05-06,9630,808920,true
bRHtm,2073-05-01,3655,109650,false
