StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
yaVEF,2117-10-17,4817,77072,false
NRoJG,2088-08-10,5679,403209,false
aTfZz,2102-01-03,8659,692720,false
oWLEE,2058-03-03,4506,346962,false
yutoT,2028-07-20,4620,133980,false
dGvdC,2036-08-25,6202,74424,false
AYYHE,2056-06-18,4352,313344,false
Pqphe,2023-12-26,6222,597312,true
VZEKW,2029-02-06,8275,355825,false
WRVNv,2120-09-12,9392,873456,false
iHfaD,2072-12-17,8230,222210,true
alDAd,2076-05-28,5289,391386,true
flZxQ,2042-12-01,6741,438165,true
NoAhW,2027-08-28,5074,40592,true
MRUez,2088-02-19,7513,112695,false
jqVSB,2098-10-21,6895,248220,true
aEZLq,2099-07-22,7160,286400,true
jFHnp,2040-03-30,4611,253605,false
niuao,2060-10-12,6667,233345,true
uxoTY,2078-08-20,3131,31310,false
QfxWo,2104-04-12,8128,130048,true
AgdDr,2033-11-18,7819,648977,true
zDqyD,2042-10-10,7703,377447,false
DQdfx,2083-12-13,2251,209343,false
GrqPo,2097-01-08,5860,52740,false
eSTsG,2121-06-23,5091,386916,true
oqAWv,2044-12-20,3192,95760,false
TbVIw,2066-11-19,8989,359560,false
FCIWC,2108-02-01,5255,126120,true
wAqsT,2076-03-21,2461,39376,false
UmHsj,2113-12-19,4757,114168,true
aOMVv,2094-08-19,7245,463680,true
DgKsH,2080-03-22,5680,278320,true
XAQvR,2046-06-10,8788,254852,false
VMttA,2090-04-11,6053,453975,true
RMmcx,2060-11-02,8428,438256,false
fGpJo,2071-12-15,3722,349868,true
gQLfK,2118-11-03,8138,219726,false
NwOBS,2073-11-23,5564,233688,false
vpVkm,2097-09-25,9319,158423,true
BvaxX,2026-11-01,4559,446782,true
WkQEr,2069-06-27,7394,207032,true
NEJMD,2039-03-30,9446,340056,true
iWElQ,2056-08-09,3620,159280,false
uBeRU,2050-09-17,3662,76902,false
IGvms,2098-12-09,9028,361120,false
QtidG,2058-07-20,8170,318630,false
QAbBt,2075-09-20,8214,205350,true
GlqCH,2110-03-25,2728,220968,true
clIpF,2065-06-06,6748,209188,true
hgYlA,2106-08-10,5752,465912,true
GXuAF,2118-09-23,7532,37660,true
aTYKa,2066-11-18,5031,427635,false
jDKYr,2105-08-15,3995,387515,false
HpDxV,2064-08-15,7967,613459,false
yKFQJ,2079-08-23,8713,121982,true
mYRzy,2057-07-02,3428,188540,true
YbrVf,2041-07-24,5455,289115,false
OnxjQ,2104-11-17,5436,347904,true
TSqRr,2053-06-08,2624,262400,true
NDtjR,2034-12-15,5987,514882,true
kPsmd,2033-02-10,3144,270384,true
GeMWZ,2098-11-27,8810,546220,true
Dgwbu,2062-04-06,2042,10210,false
RJOUN,2068-07-19,9131,73048,true
KOOGk,2037-03-21,4573,278953,true
etwzA,2054-03-22,6612,284316,true
gkJwL,2040-01-20,2140,186180,true
TkCEQ,2024-01-04,6772,304740,false
mfVba,2109-02-24,7477,433666,false
iVjoX,2051-10-11,9154,759782,false
xNjcJ,2074-11-05,6494,324700,false
GQUGT,2104-05-01,5733,401310,true
YaHYp,2086-01-22,3679,206024,true
XPLIp,2028-03-11,9896,633344,true
KhXqf,2097-03-09,8392,218192,false
nBQnc,2108-04-18,8193,114702,false
TbFwW,2101-01-28,3934,295050,false
kNhde,2097-05-07,6250,331250,false
dhFID,2058-08-24,7085,580970,false
EZiaQ,2073-05-25,9367,730626,true
sLFmF,2118-05-13,6720,235200,true
toqFu,2053-11-07,9003,783261,false
PdveO,2121-03-30,8291,91201,false
BzZTV,2021-08-16,5904,554976,false
khBfg,2027-03-28,4582,91640,false
Brbyo,2044-10-06,7699,615920,true
hxCJQ,2021-10-16,9315,745200,true
PXenY,2085-05-14,7443,297720,false
cwtDX,2031-07-05,6984,41904,false
eUPbR,2031-06-10,6326,531384,true
WmlnQ,2056-05-01,9992,979216,false
kOlaN,2043-10-08,3495,192225,false
yrQct,2051-11-01,4874,268070,true
WJdpA,2090-04-28,6859,535002,false
fXWVR,2066-01-28,4065,44715,false
NMxTB,2041-12-20,5415,75810,false
pUtri,2066-04-20,3987,47844,true
wnZIE,2098-08-28,4840,67760,true
TgYFa,2085-03-17,5725,395025,true
aNprq,2030-12-19,5760,518400,false
FLcJk,2041-10-24,6483,32415,false
DsvRZ,2076-05-12,6338,481688,true
MUHIO,2039-06-11,4413,401583,true
PnQku,2103-03-09,8940,724140,false
auapI,2059-11-23,5093,224092,true
OgydP,2059-08-09,5429,390888,true
zFXxM,2100-08-15,7119,597996,true
zQzLp,2045-12-23,4840,474320,true
FIAJK,2053-08-22,2629,131450,true
fhhcY,2069-12-03,4311,77598,true
zghcv,2021-12-29,4045,380230,false
KIJls,2031-03-18,3266,225354,true
wdpvP,2073-04-07,8455,321290,false
fFXEw,2060-07-24,6616,363880,false
qYLhG,2082-03-04,2934,225918,true
VuEHV,2029-04-06,5265,279045,true
GlgRx,2121-02-22,4957,401517,false
nvdSW,2078-11-30,9882,98820,true
kOoCc,2040-04-03,2382,57168,false
UbVdI,2031-05-21,9909,782811,false
NssPe,2063-10-27,4191,289179,true
xFuoR,2117-08-05,8906,828258,false
DTMgX,2098-04-15,6219,578367,false
mlJlb,2078-10-21,9845,423335,false
ymBoG,2093-01-19,8139,374394,true
IaTIL,2094-07-08,7993,95916,false
RDRbk,2109-05-23,8137,683508,false
PEdzJ,2075-05-20,7995,231855,false
uvYKG,2117-01-07,2217,53208,true
kaKpY,2098-12-28,7162,85944,false
SeXAD,2065-04-10,6689,100335,true
QMmbL,2054-11-16,7831,164451,false
AGZKo,2028-09-10,2201,187085,false
TScRb,2022-01-10,5271,68523,true
KGAMJ,2116-02-24,6474,621504,true
JViUc,2038-08-31,6335,272405,true
KAhnw,2049-07-13,7977,255264,false
xhPHG,2055-08-22,8579,703478,false
ZSErb,2084-02-22,6001,30005,true
PuWMA,2036-03-28,9982,439208,true
IXpTk,2104-10-19,3347,70287,true
soqBT,2042-12-09,3618,293058,false
UYTSr,2081-02-28,3606,237996,true
cfLcc,2091-10-18,5846,572908,false
LCmQP,2064-05-09,6082,529134,true
zQebo,2035-10-18,7875,535500,false
hWvFA,2033-06-21,8105,380935,false
tqpRp,2031-02-26,2332,195888,false
hUecU,2033-07-21,8365,200760,false
wyZhm,2098-03-30,4677,112248,false
EOVmQ,2097-10-03,2548,84084,false
wdJWS,2055-04-22,8323,557641,true
vVlLg,2109-02-09,3419,34190,false
dvYIP,2048-06-04,3530,190620,true
EYsXj,2066-01-27,3033,54594,false
IJRUx,2040-06-16,3211,186238,false
BQvxj,2067-09-25,5712,439824,true
MZeaV,2086-06-18,3779,139823,false
GdwjX,2081-03-06,9666,251316,false
XzDRI,2060-03-09,5392,226464,true
SfoCb,2091-12-25,5023,301380,true
XHZpl,2079-04-10,3270,75210,false
qhGWw,2048-08-12,2631,192063,false
EyAMJ,2092-12-13,3030,230280,false
cOkai,2118-02-11,2204,178524,false
