StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
fhhcY,2110-12-26,2252,108096,false
zghcv,2070-07-21,2383,183491,true
KIJls,2052-01-07,4419,163503,false
wdpvP,2109-09-09,8539,708737,false
fFXEw,2109-02-20,4575,201300,true
qYLhG,2044-07-24,5410,162300,true
VuEHV,2068-11-02,8046,522990,true
GlgRx,2053-04-04,6786,183222,false
nvdSW,2108-06-13,8298,763416,false
kOoCc,2047-08-30,5095,50950,true
UbVdI,2028-03-04,9546,410478,false
NssPe,2118-08-30,7389,384228,true
xFuoR,2044-07-15,4893,229971,true
DTMgX,2079-05-02,6059,260537,true
mlJlb,2045-01-13,5914,248388,true
ymBoG,2121-09-09,9853,108383,false
IaTIL,2101-08-24,9509,218707,true
RDRbk,2065-11-08,6043,513655,true
PEdzJ,2070-12-24,6164,215740,true
uvYKG,2031-02-25,3666,102648,false
kaKpY,2086-04-22,5328,500832,true
SeXAD,2088-12-01,8357,610061,true
QMmbL,2036-04-07,7214,180350,true
AGZKo,2042-03-25,8437,92807,false
TScRb,2111-10-11,9221,875995,false
KGAMJ,2086-05-19,4569,265002,true
JViUc,2044-09-03,7044,619872,true
KAhnw,2070-09-26,6189,575577,true
xhPHG,2100-05-20,6351,508080,false
ZSErb,2031-05-14,6342,577122,false
PuWMA,2023-10-29,9582,258714,false
IXpTk,2111-07-07,5323,495039,true
soqBT,2109-09-17,6846,390222,false
UYTSr,2105-02-16,2633,47394,true
cfLcc,2121-06-11,2363,23630,true
LCmQP,2023-08-03,3563,53445,false
zQebo,2060-01-10,2453,169257,true
hWvFA,2089-12-06,9878,760606,false
tqpRp,2077-03-28,4134,376194,true
hUecU,2063-05-21,3170,98270,true
wyZhm,2061-01-07,7638,198588,true
EOVmQ,2093-04-16,5181,202059,true
wdJWS,2039-08-21,8713,235251,true
vVlLg,2098-07-18,6627,437382,false
dvYIP,2109-02-15,5430,537570,true
EYsXj,2026-08-20,4576,356928,false
IJRUx,2072-10-17,4088,367920,true
BQvxj,2036-09-14,5275,453650,true
MZeaV,2105-11-15,8490,84900,true
GdwjX,2093-02-26,9526,638242,true
XzDRI,2116-10-13,6305,592670,false
SfoCb,2113-04-11,2644,126912,true
XHZpl,2042-03-20,6907,158861,true
qhGWw,2039-08-10,6272,219520,false
EyAMJ,2101-05-07,2323,118473,false
cOkai,2044-07-11,8012,769152,true
ErNKN,2070-08-06,5186,518600,true
LUZXk,2059-03-26,5250,273000,false
LCbTC,2117-03-17,3909,359628,false
aFBqj,2045-03-24,7481,187025,false
LgLtU,2078-06-07,7653,206631,true
SVJuK,2044-07-16,2224,191264,true
VgqlC,2055-12-01,3205,51280,true
lNIwZ,2086-01-13,5598,470232,true
nrDwj,2023-12-30,7503,450180,true
mTYLg,2111-05-13,8463,406224,true
kZqaY,2031-02-04,6757,587859,false
biUrp,2075-04-05,5344,26720,true
dySwt,2112-12-27,9902,693140,false
nXTSo,2116-08-10,4179,417900,false
NYJYP,2074-11-14,6290,629000,false
TdqRz,2062-07-23,2021,196037,false
DLuNM,2048-10-13,3174,130134,true
iOdxH,2026-05-03,3107,83889,false
gKrAl,2040-10-19,2895,266340,false
qjOML,2081-12-27,8313,598536,false
vzFzF,2068-07-29,5137,441782,false
IedHV,2069-07-06,8743,209832,true
eZrvP,2059-12-11,6725,443850,false
iflfM,2117-08-21,8331,399888,true
ylIMC,2055-12-01,7224,577920,false
VMeqN,2038-01-14,8838,167922,false
AwOZr,2070-03-21,2722,247702,false
SiIRG,2031-09-22,4866,481734,false
KMQJh,2101-11-10,3342,147048,false
ZkYJi,2027-02-26,7808,366976,true
QivYi,2041-09-15,3918,191982,true
jdRdI,2095-12-27,5566,289432,true
dlRPu,2031-06-21,8383,251490,false
AEzua,2093-10-18,7621,571575,false
udeoO,2096-12-29,7903,426762,false
tIbkH,2046-10-31,5268,163308,true
jnckU,2046-03-08,3018,138828,false
UqKHU,2059-05-23,3806,235972,false
fvvzF,2047-12-10,6218,105706,false
ubBvJ,2071-10-14,2764,143728,false
jcBKP,2092-11-06,6029,198957,false
MZufH,2109-08-23,8571,634254,true
leBWA,2034-05-18,9290,111480,true
FZkIh,2097-10-03,7520,421120,false
QcxGX,2067-10-28,9868,108548,false
OYDFS,2046-05-29,5164,449268,false
CWpDO,2064-02-05,8830,688740,false
yMpVe,2023-05-06,3697,221820,true
NHPBK,2045-10-28,3138,47070,false
BTfXS,2106-10-24,4902,485298,false
GYwgd,2022-11-02,9723,836178,false
SJHSM,2023-12-07,3408,330576,true
eaOwZ,2092-03-24,8825,317700,false
GegCn,2093-09-23,9061,516477,false
CVdHm,2099-10-14,6540,431640,true
piDSU,2070-11-30,9875,967750,true
uHFdq,2079-05-06,3159,192699,true
VBvsZ,2111-03-19,4177,217204,true
OaonV,2096-07-07,8419,151542,true
WxCuC,2026-09-23,6625,490250,true
lrdmQ,2037-04-09,9737,876330,false
XDBOn,2076-12-24,3465,336105,false
zKiCg,2108-10-04,7177,387558,false
GhWjC,2034-02-21,4746,460362,false
rLgcW,2093-01-12,7537,105518,false
Kmhev,2072-01-01,7726,370848,false
JMnTL,2110-09-19,5327,479430,false
tygbv,2064-11-24,4905,58860,false
KSaTN,2048-02-02,4864,418304,true
kYhLY,2107-10-27,8940,205620,true
IQpeV,2101-03-31,4596,363084,false
SSGhM,2039-07-01,7613,548136,false
qMQqC,2031-11-22,2289,73248,true
iaKlv,2110-03-27,3981,67677,true
uTDfX,2101-12-01,5455,518225,true
EywWq,2021-02-24,5302,164362,false
YsTui,2042-10-16,3647,339171,true
KNCJS,2096-12-06,2338,198730,false
WuKsx,2027-07-17,6386,268212,true
ANVEy,2035-11-07,3259,52144,true
UWaYX,2120-01-20,5431,92327,true
ssYLB,2032-09-17,8876,452676,false
setOB,2107-09-17,9539,448333,false
hsrSA,2022-10-01,9067,126938,true
kqluk,2034-06-19,6040,126840,true
JYZuR,2046-02-25,6499,58491,false
STRTS,2040-05-20,9476,217948,true
qTePA,2095-07-23,8539,503801,false
mSMBw,2120-04-26,4290,390390,true
dDwYL,2033-04-13,8797,272707,true
Xgsru,2030-05-15,2538,53298,false
ZetEh,2075-08-06,9581,479050,false
vlvxB,2084-02-11,3191,137213,false
PGFlN,2049-09-03,8234,584614,true
hwJkd,2115-04-10,9225,645750,true
jtVyk,2054-08-10,2367,18936,false
rbgKb,2047-01-27,9339,541662,false
DUdIG,2049-05-05,4003,128096,true
GYZVK,2054-05-08,2849,148148,true
QliAf,2085-05-07,6239,180931,true
NlLfn,2031-03-17,2292,139812,false
tmKjH,2030-06-05,4606,41454,true
kqimz,2114-08-20,2385,104940,false
slAfl,2044-04-23,9040,533360,true
Vahai,2119-09-15,2961,168777,false
tXPLn,2029-04-28,7038,154836,false
ePGqv,2076-03-11,3672,205632,true
zCCRP,2086-11-11,4342,30394,false
hMOUE,2022-12-10,7284,87408,false
ntrCa,2082-09-09,9783,469584,false
GmWQr,2117-01-16,8143,48858,true
egwMA,2073-07-14,4652,246556,true
HaEgD,2079-10-05,7165,329590,false
xdCJc,2079-12-26,6286,157150,true
okJyN,2104-04-26,6361,184469,false
ThPsv,2076-10-26,5781,283269,true
VWPwm,2034-04-09,6600,191400,false
UdIGN,2064-04-13,8593,618696,true
rHBoM,2044-10-02,3317,298530,false
AjNQi,2075-12-30,3016,301600,false
nHGfU,2027-03-15,3758,225480,false
vwXuA,2099-02-16,5003,370222,true
ZJRDH,2040-09-28,8152,179344,false
KNnBR,2091-10-30,4232,249688,true
JubAv,2064-06-03,7873,346412,true
MJXcE,2087-11-17,6240,106080,true
lzuFZ,2110-05-19,6992,251712,false
NbkzT,2078-05-26,2113,166927,true
dbLLF,2036-09-06,2597,189581,true
CGXWX,2101-11-10,4437,88740,false
Lnbox,2025-03-04,6417,205344,false
OOCWw,2049-04-30,8269,686327,true
oJjpd,2027-06-16,2154,71082,false
gEHsH,2107-09-04,3226,219368,true
wzYak,2112-04-24,9339,382899,true
zgXpN,2045-09-12,7207,720700,true
oyfDZ,2116-05-14,9380,281400,true
OKaQl,2045-03-01,8044,410244,false
rNDTc,2023-09-03,4138,384834,false
vZRdZ,2109-10-27,7372,633992,true
PEvtn,2076-10-08,8832,706560,true
sYwQV,2039-05-30,3791,83402,true
KBwCt,2087-01-23,7410,237120,true
mPuGW,2088-10-15,8968,134520,true
yTBDy,2022-02-13,4444,413292,true
CueVE,2042-02-19,9868,473664,true
qkxue,2021-05-13,4873,302126,false
LYhDl,2108-06-13,8688,642912,false
gndlW,2076-12-13,5327,335601,true
Lmlko,2046-04-11,2097,46134,true
JWBfD,2051-06-24,7685,507210,false
bIJKs,2079-05-21,7719,555768,false
wqsBh,2083-02-02,2829,195201,true
UcLrz,2048-03-16,6062,187922,true
QOSbc,2101-06-30,3144,304968,true
sMqHg,2039-07-27,2944,144256,true
ehiBf,2064-08-28,6361,617017,false
ddZJd,2061-10-16,5731,555907,true
CrzOh,2089-04-22,5178,139806,true
RDaEM,2108-10-20,7673,314593,true
djmvH,2076-07-14,9515,237875,true
ndGUZ,2090-10-23,3900,241800,false
vOfCn,2029-03-31,9102,901098,false
BTaZB,2049-03-11,5665,521180,false
Bxwxe,2092-05-01,5635,197225,true
aaCPZ,2060-01-29,7703,462180,false
BlIdp,2031-03-27,8422,303192,true
VBYtQ,2104-05-20,4693,450528,true
ZpOOw,2042-09-05,5073,126825,false
fRyHQ,2083-12-12,8095,445225,true
ttEre,2054-06-15,4182,213282,true
XfzNT,2048-10-09,3966,87252,false
KFoSd,2022-07-06,3138,116106,false
WTDQv,2096-04-23,5103,301077,true
MkNMD,2056-09-14,3868,73492,true
KBamU,2037-06-09,8032,698784,true
xViNc,2100-11-26,3532,105960,true
gKIyA,2115-11-13,8633,224458,false
OdkJD,2034-05-15,8097,461529,true
zxAJF,2101-08-31,7565,166430,false
Igdvq,2084-01-24,3712,196736,true
wiIhA,2029-05-07,2275,113750,false
FnFgI,2073-01-12,4691,459718,false
wJMYW,2028-02-25,5476,454508,false
mjplW,2057-10-11,7493,546989,false
eDTeH,2057-08-11,6705,549810,true
TIOBi,2074-12-22,3451,345100,false
xwKsc,2073-09-04,6148,276660,true
stMiO,2105-10-30,4032,370944,true
HawXD,2090-06-12,9868,414456,false
rfDaa,2100-01-11,7374,523554,true
OXAud,2119-06-08,2302,218690,false
lglks,2062-10-13,5215,281610,true
nTacC,2047-01-14,8704,104448,false
SeDoA,2028-03-23,9874,454204,true
TGccw,2029-05-25,2727,171801,false
XBWmR,2065-06-30,5151,236946,false
gykMD,2041-06-17,2012,156936,true
wEQqZ,2064-10-29,4427,376295,true
NyJnU,2079-07-10,4626,92520,true
DXhHc,2090-11-04,7518,97734,false
qDvAh,2063-03-02,3263,107679,true
nUTHk,2075-04-07,5614,364910,true
acGxm,2022-03-15,9959,298770,false
shnja,2097-04-12,4899,372324,true
KFUGw,2023-05-30,7862,220136,false
UDpYo,2100-01-09,5862,140688,false
LplpW,2042-04-26,7815,62520,true
aZUOR,2059-05-11,7038,696762,false
FWGHn,2028-01-02,9206,147296,false
LtwFp,2063-05-04,8015,56105,true
bRHtm,2100-09-26,9892,692440,false
MkghG,2043-08-20,9828,157248,false
Ikadb,2111-06-15,7184,35920,false
HZIVT,2062-06-20,5823,559008,false
WDVmp,2090-07-13,9818,746168,true
ozDIX,2035-04-12,8081,266673,true
qIDXq,2081-01-11,8239,692076,false
CTQfN,2078-09-26,4158,112266,true
QgAhx,2043-04-15,8059,153121,true
slAcJ,2094-07-23,7529,143051,true
vmrLU,2085-06-10,9010,774860,false
yTHEh,2055-07-15,2725,122625,true
lGoVa,2084-11-19,8292,298512,false
IRJuG,2086-02-05,6080,109440,true
psBFq,2103-09-21,5907,513909,false
VbuxQ,2103-08-15,5575,189550,true
uKndT,2073-08-26,6680,160320,true
fxCIy,2091-06-17,6997,251892,true
zGyGG,2040-08-30,7115,498050,false
uAkbh,2118-07-05,6838,540202,false
EwABN,2105-03-31,9954,348390,false
bxvtl,2051-06-09,8838,176760,true
mqxxj,2023-10-20,5582,133968,false
tsOJz,2092-11-27,9898,79184,false
GzhSX,2027-01-17,4719,320892,true
kvryu,2032-01-16,6277,564930,true
ZwgUp,2077-03-13,2470,247000,false
NUeWz,2072-05-18,6190,278550,false
vKyIK,2041-06-22,3036,185196,false
AmWQO,2023-11-25,4711,42399,false
fQyRo,2098-03-10,9983,329439,false
hjPHN,2034-05-29,6360,343440,true
POqse,2034-02-09,9682,948836,true
EVDgI,2066-04-05,9741,779280,false
IPcfn,2052-10-05,8856,513648,false
MeMGs,2069-08-29,5299,174867,true
jAhpX,2044-08-18,7240,637120,false
uGDff,2055-06-26,4739,407554,true
gOkdO,2094-01-25,5240,288200,false
jWIre,2070-05-07,3212,186296,false
fHpMI,2044-09-16,2352,181104,true
lVMVN,2040-12-24,9004,189084,false
GSRWU,2091-11-03,7857,141426,false
idOvW,2085-11-30,5432,445424,false
VWqbE,2059-01-25,4709,145979,false
vLmKV,2091-12-25,3097,232275,true
aWOOV,2115-02-16,3212,253748,true
kRrkx,2087-11-30,8835,141360,false
QkEUL,2041-08-25,9419,819453,true
uFpQH,2042-09-01,3717,200718,true
rkxtL,2036-01-08,4940,276640,true
talwS,2120-09-06,2832,181248,false
UaAMB,2085-04-15,7551,415305,true
UAeYW,2095-10-20,6396,83148,true
eyUEn,2095-06-09,7444,364756,true
PjnUz,2032-07-08,8422,42110,true
ODyWO,2056-02-02,6156,116964,false
VHTBY,2036-08-11,2939,129316,false
qfuvj,2034-03-22,9984,399360,true
GWKlk,2114-10-24,6978,334944,true
uDRja,2083-01-16,2439,139023,true
xncbm,2081-08-01,6205,521220,true
QqxEp,2022-06-06,5619,359616,false
QrNwO,2071-04-21,6080,553280,true
Sahxf,2022-09-30,6980,355980,false
oRlni,2103-02-20,4010,288720,false
pWhCP,2081-05-11,4669,74704,false
nYIib,2021-12-18,9027,767295,true
lDLzU,2069-10-26,4566,31962,false
HSBSH,2079-08-15,3671,150511,false
Amagt,2072-12-15,4551,159285,false
eZQuo,2085-09-06,6247,93705,true
oUUDg,2055-03-30,9746,584760,true
CbeQK,2101-02-23,5037,312294,false
ZBfsh,2106-02-19,9592,316536,true
FvhES,2026-09-01,9762,829770,false
ldomP,2037-07-17,6636,112812,false
QnFtv,2066-04-07,8489,721565,true
eQHIq,2115-05-09,7089,276471,true
rhihY,2040-08-20,9830,619290,true
ScgLy,2061-03-13,2903,43545,false
TxJsD,2057-05-05,8965,107580,false
XgfTL,2025-05-20,3144,15720,false
esjbO,2047-09-12,3825,195075,true
puVXA,2048-02-20,5531,237833,true
rEUwW,2049-09-07,4309,426591,false
hAomW,2069-12-24,8724,575784,false
HtCeM,2040-07-24,4535,349195,false
AhDNA,2043-06-26,3888,349920,true
KErsa,2044-02-19,9121,72968,true
bfbuU,2078-08-01,3993,19965,true
crBFQ,2063-04-14,8065,241950,false
mFdLN,2103-07-13,4829,115896,false
CVBrm,2030-04-02,9137,804056,true
qDQip,2116-04-10,8705,652875,true
KUxkt,2078-02-15,4974,54714,true
qQbgw,2099-02-13,8563,402461,false
FBeJv,2110-07-04,4346,330296,false
kJFpB,2040-07-01,9715,971500,false
glKdt,2093-03-01,3690,66420,true
Tocnf,2037-02-18,4225,181675,true
JcCWb,2067-10-18,4706,343538,false
pXHPq,2079-04-01,3563,192402,false
iRpPc,2025-01-25,6556,268796,false
CjhMA,2040-08-19,9980,938120,true
mwCWY,2040-03-29,6707,254866,false
BfPZz,2100-06-28,4624,332928,false
XAFCB,2102-01-09,2897,254936,false
hQLuY,2117-05-28,2358,87246,true
bKFVJ,2116-09-09,4156,87276,false
cCncM,2068-12-07,9713,679910,true
NmlOX,2082-09-06,8999,413954,false
Gmust,2028-09-22,4704,470400,true
Rxykd,2050-10-21,9812,843832,false
oWaGI,2048-05-29,5930,195690,true
RsycJ,2089-02-20,7927,158540,false
RLIcT,2070-08-06,6009,174261,false
xzYdQ,2071-09-14,9582,632412,false
vDyzg,2097-10-31,8506,85060,true
UlCVn,2078-08-25,6824,491328,true
FzEpU,2107-01-09,4405,242275,true
yBIot,2100-03-12,8380,184360,true
iyptw,2051-10-21,9455,841495,true
xutyH,2068-08-23,8469,669051,false
