StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
CVBrm,2085-08-30,4426,168188,true
qDQip,2078-04-11,8253,651987,false
KUxkt,2060-08-27,4956,109032,true
qQbgw,2046-03-14,7514,616148,true
FBeJv,2021-08-03,2529,235197,true
kJFpB,2037-08-02,4038,20190,true
glKdt,2081-07-12,2868,28680,true
Tocnf,2046-02-25,3652,18260,false
JcCWb,2060-05-27,5780,254320,true
pXHPq,2109-09-20,9169,889393,false
iRpPc,2080-12-09,9146,658512,false
CjhMA,2060-01-09,4009,152342,false
mwCWY,2086-07-30,7671,452589,false
BfPZz,2060-11-15,3125,303125,true
XAFCB,2030-06-15,7428,542244,true
hQLuY,2060-02-04,5822,296922,false
bKFVJ,2030-11-02,9855,758835,true
cCncM,2024-11-21,8352,175392,false
NmlOX,2121-03-08,8931,732342,false
Gmust,2091-09-30,9697,610911,true
Rxykd,2031-06-29,5405,372945,false
oWaGI,2107-07-14,4603,115075,false
RsycJ,2033-12-02,2239,53736,true
RLIcT,2076-08-30,9803,921482,true
xzYdQ,2084-03-28,8147,611025,true
vDyzg,2037-05-11,9242,277260,false
UlCVn,2098-09-12,5290,132250,true
FzEpU,2060-12-16,4639,55668,true
yBIot,2035-06-09,4542,186222,false
iyptw,2056-10-20,5121,471132,false
xutyH,2082-05-19,2310,157080,true
yJMiJ,2116-10-22,2496,92352,false
NDifr,2043-08-17,7402,562552,false
RLjJn,2047-07-07,7511,533281,false
ufPuW,2025-05-19,9623,731348,true
SLgwX,2059-05-21,8946,438354,true
NAEvs,2033-01-24,7287,568386,false
eABiL,2022-04-11,7402,666180,true
fQuLm,2113-02-06,3727,48451,true
ldnYd,2076-10-18,2055,117135,true
ltiCp,2044-02-28,8690,451880,false
HnpRj,2091-07-10,3668,333788,true
OTaJQ,2090-09-04,7576,60608,false
ISWmm,2025-04-23,4213,252780,true
DahmV,2048-02-15,6748,303660,false
nNdzJ,2081-09-19,2493,189468,false
blkyR,2025-10-07,9174,706398,false
WOYco,2029-04-29,5374,322440,true
pzkIS,2115-01-13,6445,225575,false
qeYBQ,2039-11-27,7621,563954,false
voZEK,2036-11-16,7768,745728,true
rpnBO,2087-10-17,6861,246996,false
ZVuTI,2109-01-07,9975,309225,true
BtlKJ,2062-01-06,3266,297206,false
RbQBt,2062-02-27,3791,356354,true
mZDVM,2104-07-09,7143,200004,false
SaNNh,2092-05-30,8826,838470,false
Ksnvj,2121-09-17,9574,402108,true
NlpJP,2064-09-20,3144,110040,false
qDBKc,2059-09-11,7614,312174,false
ELRhJ,2056-02-24,4542,317940,false
mZpJm,2078-11-14,2959,41426,false
Myijg,2031-04-08,9960,169320,true
HESXi,2049-10-30,2903,214822,false
zmKuF,2067-04-15,6209,540183,true
Zhwqx,2115-01-08,9841,246025,true
mrMBd,2041-05-06,2825,161025,true
gRnNs,2043-04-17,2201,202492,false
AEaYi,2090-12-07,8881,44405,true
auACm,2109-11-20,5175,336375,true
uxZcL,2038-12-20,2584,49096,true
LLHRI,2022-10-12,4752,365904,true
Gfuml,2084-07-21,6177,216195,true
xpWFE,2078-05-17,9979,528887,true
hzYwn,2117-10-02,3173,152304,false
asrDF,2088-03-21,3655,175440,false
WqXEo,2119-02-09,3854,200408,false
UzyND,2032-02-24,4340,134540,false
VfSTP,2041-10-16,2504,102664,true
KICbe,2056-03-04,9866,404506,true
arcPj,2025-12-10,9115,200530,false
xuXJD,2022-04-29,8863,478602,true
LncVn,2058-12-15,5363,525574,false
DpLms,2069-05-09,7361,264996,false
ukbYT,2046-11-22,5968,358080,false
LUaMu,2048-01-13,7475,246675,false
HlQhV,2121-09-05,8352,425952,false
xqytA,2025-12-29,7792,85712,false
yRrjt,2082-01-02,7261,638968,true
qnaRz,2058-05-05,6830,607870,true
bLEdL,2058-07-17,2947,41258,true
nBWsX,2069-09-26,3772,203688,false
YEDdv,2029-03-29,2670,165540,true
Huqaw,2067-10-09,9103,227575,false
VEMDU,2065-12-23,5019,306159,false
ScRaF,2026-02-25,7156,644040,true
IkEWb,2080-02-26,2280,45600,false
yUAkF,2061-06-08,4066,248026,false
vmMwF,2033-06-23,9979,518908,false
CxgDi,2044-07-22,4212,235872,true
EiFLE,2041-06-30,8491,288694,true
vebAI,2073-03-23,7962,199050,false
hjmEW,2024-10-30,9274,352412,true
XwqDz,2083-06-27,6722,537760,false
oTQNK,2107-11-12,5675,544800,false
yfCFT,2062-11-10,3758,319430,true
sqipH,2090-08-01,9309,130326,false
vKHum,2026-08-23,9995,979510,false
GJYlu,2035-10-20,2370,61620,false
XsQNB,2040-03-25,3265,290585,true
XyNYW,2048-09-03,6630,179010,true
KfNPE,2083-08-02,9888,563616,false
zWLjt,2074-03-17,9089,718031,true
LBZOO,2031-07-18,3371,246083,false
jBUyx,2095-07-09,5813,232520,false
BkcIO,2101-07-14,6192,526320,true
npohD,2046-01-22,6079,249239,true
oHlSy,2027-06-14,9419,103609,false
ORjNJ,2052-03-02,8877,523743,true
nMeRc,2094-07-06,8134,56938,false
