StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
hwJkd,2045-10-27,5535,282285,false
jtVyk,2058-08-08,7874,732282,false
rbgKb,2072-02-25,3193,252247,true
DUdIG,2055-01-18,3403,156538,false
GYZVK,2027-11-02,2037,158886,false
QliAf,2031-12-02,9889,949344,true
NlLfn,2052-10-22,8697,869700,true
tmKjH,2064-09-24,8844,459888,false
kqimz,2031-12-16,7090,326140,false
slAfl,2060-01-08,4919,319735,false
Vahai,2120-01-06,8531,332709,false
tXPLn,2026-09-15,9719,884429,false
ePGqv,2035-06-22,3749,311167,true
zCCRP,2068-04-11,4701,310266,true
hMOUE,2067-02-09,4584,242952,false
ntrCa,2041-02-05,9668,48340,true
GmWQr,2080-10-17,4159,390946,true
egwMA,2042-10-20,2231,169556,true
HaEgD,2030-09-03,9286,928600,true
xdCJc,2052-10-07,4509,374247,false
okJyN,2050-11-02,7468,642248,true
ThPsv,2080-09-25,6199,359542,false
VWPwm,2115-01-16,7027,484863,false
UdIGN,2026-09-23,9855,295650,false
rHBoM,2099-08-01,2192,212624,true
AjNQi,2080-03-26,6921,519075,true
nHGfU,2074-03-09,2338,189378,true
vwXuA,2088-05-25,9207,405108,false
ZJRDH,2078-11-22,3988,211364,true
KNnBR,2040-03-15,6404,531532,true
JubAv,2071-07-10,8918,847210,false
MJXcE,2073-06-30,8137,667234,false
lzuFZ,2054-03-25,9587,584807,true
NbkzT,2049-02-20,6981,474708,false
dbLLF,2026-12-10,5065,243120,true
CGXWX,2093-08-12,7161,401016,true
Lnbox,2121-04-22,2623,20984,false
OOCWw,2071-06-20,7949,198725,true
oJjpd,2022-03-26,6012,150300,true
gEHsH,2048-12-18,5028,437436,true
wzYak,2118-11-04,7429,282302,true
zgXpN,2044-01-20,5149,453112,false
oyfDZ,2117-02-26,9774,967626,true
OKaQl,2055-07-12,5698,245014,false
rNDTc,2091-06-06,4324,211876,false
vZRdZ,2048-10-14,3141,147627,true
PEvtn,2091-05-10,4343,386527,true
sYwQV,2023-02-26,9448,784184,true
KBwCt,2099-06-09,9237,646590,false
mPuGW,2075-07-07,3849,88527,true
yTBDy,2038-07-10,4773,415251,false
CueVE,2098-09-16,2753,198216,true
qkxue,2065-05-29,6510,501270,true
LYhDl,2087-03-17,8678,321086,false
gndlW,2112-07-28,7233,50631,true
Lmlko,2029-12-10,7875,315000,true
JWBfD,2047-01-26,8304,581280,false
bIJKs,2102-06-05,2477,52017,true
wqsBh,2080-03-07,3857,69426,true
UcLrz,2039-01-01,7690,715170,true
QOSbc,2102-02-28,2272,215840,true
sMqHg,2065-03-14,7493,97409,false
ehiBf,2061-02-03,3465,173250,true
ddZJd,2024-01-27,9717,476133,false
CrzOh,2099-02-25,6220,124400,true
RDaEM,2066-10-18,5997,347826,true
djmvH,2081-03-16,8054,402700,false
ndGUZ,2037-03-17,9117,364680,true
vOfCn,2098-03-15,3156,132552,false
BTaZB,2102-06-23,6880,337120,true
Bxwxe,2115-06-25,6174,487746,false
aaCPZ,2063-02-22,7734,417636,false
BlIdp,2065-08-12,7143,592869,false
VBYtQ,2053-08-03,8386,218036,true
ZpOOw,2102-02-24,5428,271400,false
fRyHQ,2054-03-13,4783,401772,true
ttEre,2051-10-11,6356,139832,false
XfzNT,2090-04-14,6769,162456,true
KFoSd,2078-07-04,9448,510192,false
WTDQv,2103-12-09,9756,585360,false
MkNMD,2039-01-06,4266,89586,true
KBamU,2025-04-14,4087,290177,false
xViNc,2035-11-18,2974,246842,false
gKIyA,2025-04-08,8637,362754,false
OdkJD,2114-07-30,5703,74139,true
zxAJF,2044-10-05,4766,142980,true
Igdvq,2118-09-08,7475,231725,true
wiIhA,2036-08-15,6813,163512,true
FnFgI,2121-11-25,9759,683130,false
wJMYW,2072-10-30,2790,147870,true
mjplW,2064-10-25,5752,322112,true
eDTeH,2112-01-05,7415,659935,false
TIOBi,2115-01-16,4758,466284,false
xwKsc,2045-04-23,6875,632500,false
stMiO,2091-02-02,3560,277680,false
HawXD,2062-12-29,4246,131626,false
rfDaa,2084-07-30,5847,485301,false
OXAud,2042-04-27,8226,98712,false
lglks,2022-08-30,3785,348220,true
nTacC,2077-08-25,6132,416976,false
SeDoA,2090-05-06,9019,117247,true
TGccw,2088-11-20,2623,238693,true
XBWmR,2051-11-29,4766,233534,true
gykMD,2084-01-16,7971,581883,true
wEQqZ,2111-04-29,9660,821100,false
NyJnU,2090-02-06,3514,189756,false
DXhHc,2058-11-13,2128,165984,true
qDvAh,2047-09-25,6978,648954,false
nUTHk,2100-07-02,6408,634392,true
acGxm,2082-07-13,2347,168984,true
shnja,2055-01-11,6979,600194,true
KFUGw,2038-05-08,9491,113892,true
UDpYo,2082-07-28,3386,247178,false
LplpW,2098-09-28,3724,312816,true
aZUOR,2111-12-10,3319,265520,true
FWGHn,2080-11-05,4415,176600,false
LtwFp,2091-10-08,2331,144522,false
bRHtm,2048-11-19,3084,67848,true
MkghG,2112-06-21,9307,176833,false
Ikadb,2056-12-15,4691,131348,true
HZIVT,2117-07-17,3589,175861,true
WDVmp,2111-09-14,3771,75420,false
ozDIX,2102-08-27,5358,42864,false
qIDXq,2088-10-27,5561,100098,false
CTQfN,2064-12-22,2998,59960,true
QgAhx,2112-10-02,9010,207230,false
slAcJ,2042-02-10,6085,219060,false
vmrLU,2120-11-28,2488,146792,true
yTHEh,2068-07-28,9841,728234,true
lGoVa,2116-07-26,5841,496485,false
IRJuG,2121-03-18,3315,149175,false
psBFq,2040-12-19,7540,143260,false
VbuxQ,2110-10-30,2345,72695,true
uKndT,2101-01-07,5419,102961,true
fxCIy,2053-06-07,5777,340843,false
zGyGG,2048-11-17,4586,100892,true
uAkbh,2070-04-27,8346,776178,true
EwABN,2076-02-02,5898,135654,false
bxvtl,2055-07-23,8071,80710,false
mqxxj,2077-09-17,4096,122880,true
tsOJz,2068-10-05,3753,195156,false
GzhSX,2105-12-15,7706,747482,false
kvryu,2116-08-11,6679,467530,false
ZwgUp,2116-10-22,5227,392025,true
NUeWz,2049-05-21,4313,431300,true
