StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
JHBjS,2105-01-26,8433,455382,false
vyoFP,2062-11-18,6931,131689,true
cIism,2071-01-05,6178,203874,true
OSbey,2056-11-28,4290,85800,false
RLQox,2081-04-22,4214,219128,false
DLXXM,2025-05-20,3711,170706,false
oFMyv,2121-05-21,2365,201025,false
FMBqm,2121-12-17,6932,110912,true
RNPtE,2078-09-22,7203,144060,true
zpakt,2111-08-12,7466,671940,false
NLIXr,2043-01-01,3361,36971,true
LWokn,2033-09-29,7501,517569,false
mEnMN,2023-10-24,7653,283161,false
jikCb,2090-09-03,2403,146583,false
hMhBO,2094-07-06,2120,76320,true
iPoPi,2084-04-09,7889,78890,true
dqwSi,2061-05-07,9946,258596,false
fQpRI,2119-03-14,8924,160632,true
PqbsG,2049-06-15,7235,101290,false
DTWMq,2062-05-04,5500,434500,false
gwbWS,2068-12-08,3831,49803,true
yaSLi,2072-05-25,7723,316643,false
NSXnP,2040-10-07,7541,180984,false
btuqq,2027-10-07,5432,206416,true
rGKjc,2044-06-20,9703,620992,false
AMajW,2119-12-28,6252,618948,false
zmeiH,2091-07-22,8405,260555,true
UodQV,2077-02-23,2389,234122,true
kFoXg,2115-08-11,2047,188324,false
aVuXr,2094-05-05,7725,695250,true
uCgMd,2073-04-11,9461,624426,false
hRuRL,2086-06-09,3650,189800,false
tBSGm,2031-07-28,2283,216885,false
QJNYu,2058-11-08,3638,83674,true
NUyOZ,2076-02-09,9005,261145,false
qSebG,2082-09-29,5576,161704,true
HXgiL,2050-06-23,4972,228712,false
dziKG,2050-11-11,2277,47817,true
xjIiO,2116-09-13,9065,326340,false
rpbLk,2083-08-02,6275,363950,true
DZcGC,2104-06-26,3937,173228,true
CRFfQ,2036-02-15,9437,56622,false
OiMKI,2077-11-07,8594,575798,false
BTAjc,2056-06-27,8536,196328,true
XXAjT,2057-05-26,9370,271730,true
IsNDn,2039-02-28,7562,741076,true
QaUMN,2082-12-10,4273,170920,true
wurcK,2069-11-26,6388,517428,true
kpmEp,2108-01-31,6395,338935,true
iyUdi,2118-07-12,7098,596232,true
TUqOz,2078-04-07,7989,111846,true
TQhEH,2095-09-16,8693,495501,true
vNjvh,2077-10-28,8440,329160,false
nCpCR,2071-12-21,2364,219852,false
OisEW,2044-07-12,3820,320880,false
rzWpv,2076-08-26,7949,278215,true
raUeR,2110-09-08,3464,183592,true
Nmidn,2042-09-29,9211,488183,false
