StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
ylIMC,2088-01-02,6784,196736,true
VMeqN,2036-08-14,2343,166353,true
AwOZr,2071-07-10,3238,307610,false
SiIRG,2082-03-11,3275,212875,true
KMQJh,2103-04-17,6645,212640,false
ZkYJi,2063-09-16,6366,375594,false
QivYi,2045-10-03,6538,503426,false
jdRdI,2120-05-05,7056,373968,false
dlRPu,2051-05-30,9826,677994,true
AEzua,2055-02-08,5798,28990,true
udeoO,2061-04-07,4314,181188,true
tIbkH,2104-04-25,7652,627464,false
jnckU,2108-07-10,7603,752697,true
UqKHU,2046-06-16,5075,197925,true
fvvzF,2077-08-12,8304,564672,false
ubBvJ,2117-03-09,8430,295050,true
jcBKP,2040-07-25,2314,69420,false
MZufH,2021-02-24,2112,69696,false
leBWA,2088-03-24,2042,183780,true
FZkIh,2040-05-19,6816,518016,true
QcxGX,2053-07-23,3266,94714,true
OYDFS,2036-12-03,9049,841557,true
CWpDO,2095-07-18,3323,202703,true
yMpVe,2085-04-10,8707,635611,true
NHPBK,2092-12-03,3408,293088,false
BTfXS,2102-01-02,7963,127408,false
GYwgd,2092-09-27,5321,234124,false
SJHSM,2094-06-07,3643,160292,true
eaOwZ,2093-10-30,4959,391761,true
GegCn,2061-06-22,2794,159258,false
CVdHm,2048-12-19,2747,65928,true
piDSU,2109-08-06,5177,56947,false
uHFdq,2117-05-26,7545,686595,true
VBvsZ,2113-03-17,6894,689400,false
OaonV,2039-05-28,8200,508400,true
WxCuC,2080-08-26,4053,316134,false
lrdmQ,2087-01-29,5125,461250,true
XDBOn,2062-02-25,8778,140448,true
zKiCg,2049-02-20,7116,192132,false
GhWjC,2065-12-15,8464,727904,false
rLgcW,2028-03-25,9950,676600,true
Kmhev,2117-11-18,5357,535700,false
JMnTL,2048-07-31,5736,573600,true
tygbv,2064-11-27,6494,201314,false
KSaTN,2120-03-13,3642,134754,false
kYhLY,2055-06-25,4207,420700,true
IQpeV,2108-03-08,6305,353080,true
SSGhM,2070-04-02,4345,425810,true
qMQqC,2096-03-23,4287,394404,false
iaKlv,2101-05-02,9425,782275,false
uTDfX,2098-04-30,3296,309824,true
EywWq,2087-03-08,6186,433020,true
YsTui,2026-06-20,9113,63791,false
KNCJS,2119-08-31,5708,171240,false
WuKsx,2061-09-24,9344,934400,false
