StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
Rxykd,2078-01-27,2359,35385,false
oWaGI,2041-06-25,2674,216594,false
RsycJ,2034-12-06,7581,705033,true
RLIcT,2064-09-04,3117,227541,true
xzYdQ,2084-02-08,9625,558250,true
vDyzg,2034-03-04,3187,178472,false
UlCVn,2094-09-25,5749,316195,true
FzEpU,2070-08-17,2188,170664,false
yBIot,2097-11-22,3030,281790,true
iyptw,2038-10-13,5321,117062,true
xutyH,2047-09-02,3341,203801,true
yJMiJ,2100-10-26,6529,450501,true
NDifr,2064-11-17,7261,65349,true
RLjJn,2052-11-22,4831,149761,false
ufPuW,2046-07-18,9280,733120,true
SLgwX,2067-06-09,2996,74900,true
NAEvs,2062-07-17,9808,608096,false
eABiL,2113-02-14,8609,266879,true
fQuLm,2047-11-19,4222,249098,true
ldnYd,2111-01-04,8444,379980,true
ltiCp,2047-06-10,6383,574470,false
HnpRj,2099-06-30,2039,16312,false
OTaJQ,2022-12-04,9536,400512,true
ISWmm,2074-05-15,3016,120640,false
DahmV,2023-05-13,5895,341910,true
nNdzJ,2085-01-13,8656,718448,true
blkyR,2062-11-06,8926,615894,true
WOYco,2058-10-29,3946,252544,true
pzkIS,2108-04-28,7548,354756,false
qeYBQ,2064-07-13,2073,62190,true
voZEK,2096-04-13,3657,237705,false
rpnBO,2072-12-25,3059,88711,false
ZVuTI,2115-12-27,7078,488382,true
BtlKJ,2039-05-20,6276,150624,false
RbQBt,2031-10-20,7902,260766,true
mZDVM,2048-06-21,3002,252168,true
SaNNh,2070-05-17,5863,562848,false
Ksnvj,2065-07-20,9648,849024,false
NlpJP,2027-04-21,4964,148920,false
qDBKc,2114-01-07,7414,704330,false
ELRhJ,2057-03-11,4172,312900,false
mZpJm,2075-02-14,8048,482880,true
Myijg,2031-02-08,8251,272283,true
HESXi,2080-09-12,5928,136344,true
zmKuF,2037-09-27,9665,589565,false
Zhwqx,2083-10-05,6177,296496,false
mrMBd,2066-04-18,8827,97097,false
gRnNs,2080-02-19,2752,90816,false
AEaYi,2065-04-17,5762,437912,true
auACm,2087-01-30,7269,65421,true
uxZcL,2092-09-16,9552,955200,false
LLHRI,2063-05-17,9509,551522,true
Gfuml,2067-09-15,6366,57294,true
xpWFE,2081-06-07,5406,118932,false
hzYwn,2111-09-23,9932,734968,true
asrDF,2090-06-13,4299,223548,true
WqXEo,2034-11-03,7477,643022,true
UzyND,2105-08-31,3714,196842,true
VfSTP,2098-03-24,4364,288024,false
KICbe,2064-09-08,9267,379947,true
arcPj,2106-07-17,4621,194082,false
xuXJD,2027-09-30,3590,104110,true
LncVn,2040-02-25,3641,364100,false
DpLms,2070-01-25,2708,167896,false
ukbYT,2028-10-27,8071,338982,false
LUaMu,2100-05-18,8922,785136,false
HlQhV,2022-06-24,2000,80000,true
xqytA,2030-11-02,5830,134090,false
yRrjt,2028-10-21,6784,230656,true
qnaRz,2043-10-13,4286,252874,false
bLEdL,2088-12-03,6219,118161,false
nBWsX,2108-01-10,7172,380116,true
YEDdv,2036-03-06,6711,369105,false
Huqaw,2112-08-29,5488,60368,false
VEMDU,2026-08-18,6145,122900,false
ScRaF,2061-07-23,3004,186248,false
IkEWb,2110-03-23,8141,675703,true
yUAkF,2029-02-07,9230,221520,true
