StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
zcMQT,2053-03-19,7746,38730,true
oZZEy,2074-09-10,3519,285039,true
HytDf,2094-08-04,7472,216688,false
ImKgR,2043-01-15,4241,245978,true
bzqhj,2091-08-09,2693,215440,true
JtNFm,2100-03-12,7935,357075,false
gIBGn,2121-11-08,8082,185886,false
BYHfs,2100-06-14,5662,362368,true
jSYfC,2068-06-08,4343,373498,true
XfDRz,2121-11-08,8003,264099,false
wuyow,2080-02-17,8330,324870,true
GhoWI,2071-07-04,8945,554590,true
LWALp,2035-04-30,8907,837258,true
kImZj,2113-01-28,8079,799821,false
xUZHW,2065-06-12,8101,283535,false
XHXCu,2112-11-15,8683,199709,false
LrRYP,2096-06-01,5469,366423,false
ZTCzx,2060-03-29,4121,177203,true
GaflA,2107-06-23,2539,99021,false
xXQVx,2089-12-17,5106,178710,true
yoPMM,2114-02-18,9667,174006,false
fnifp,2115-03-02,8109,186507,false
UBiHD,2094-07-19,5360,155440,false
pHkIy,2114-03-12,4066,52858,true
hAamr,2083-01-25,5449,534002,true
NGGPn,2043-11-13,8451,304236,false
PieYt,2053-05-08,7281,706257,true
BBviV,2088-04-06,9194,799878,false
WGIMR,2076-05-30,2724,92616,false
Fcoqj,2032-09-29,6695,441870,false
zxbcV,2105-09-06,7397,473408,false
aqXjv,2121-09-30,9647,588467,false
HwABJ,2087-05-19,3767,180816,false
pwxsm,2022-09-14,9982,549010,false
AxKjw,2069-05-20,3600,226800,false
KhQou,2080-07-26,8364,167280,false
FVLXv,2061-09-29,3565,57040,false
LzYQM,2113-10-01,6858,555498,false
eiFNn,2097-12-05,4783,100443,false
HTneU,2121-12-28,4766,52426,true
woWTU,2033-09-17,6259,287914,true
afDKH,2078-01-22,7185,387990,false
fXnQd,2076-08-20,3385,264030,true
nDWOq,2082-04-08,8336,758576,false
mgRkA,2058-06-26,9651,337785,false
rwALY,2093-07-26,2313,178101,false
bGjFI,2076-06-18,5048,206968,true
OjAxV,2086-09-14,6861,102915,false
pliSK,2117-07-15,9386,553774,false
dkzSF,2053-10-04,7539,542808,true
MuwFP,2118-07-10,2608,224288,false
cfFWu,2110-11-18,6302,264684,false
xfVbw,2099-08-05,7939,341377,true
xBRCe,2096-01-28,5114,465374,true
AiXGp,2117-05-12,4674,107502,true
COxZZ,2045-01-15,3708,107532,false
DgDLy,2048-01-25,5846,520294,false
yqSqM,2087-09-04,7473,82203,true
KuELV,2070-12-08,4227,325479,true
LQmGM,2041-12-03,4634,217798,true
gMrrU,2058-07-26,5843,99331,false
yYKlJ,2038-09-28,4332,142956,false
vlExD,2086-09-09,5913,94608,true
unHPa,2082-07-09,9512,275848,true
Ijovy,2057-09-11,7878,315120,false
jPInm,2107-08-26,8594,455482,true
gkiUJ,2061-06-20,9854,778466,false
cSwhe,2089-11-01,8289,58023,true
zKGLk,2022-11-05,5897,88455,true
HRRep,2053-08-02,4987,224415,true
cAurE,2086-03-07,5388,86208,true
YhtWY,2112-01-06,6495,623520,false
eSItw,2022-03-21,8986,476258,false
flkSX,2111-06-30,7392,317856,true
ltOdM,2063-11-27,5226,182910,true
iwuQa,2026-02-21,4233,182019,false
KcZRO,2050-07-02,7673,69057,false
yGEPn,2048-04-27,2643,227298,true
ZPCiI,2074-08-29,4399,158364,false
clyey,2060-03-04,4813,322471,false
ptuHY,2056-03-10,7453,74530,true
DSLiG,2070-07-09,3815,312830,false
tkjTV,2072-09-11,6053,139219,false
jpOue,2042-01-20,8145,154755,true
gHtBk,2108-08-10,4522,357238,true
HaQbW,2080-03-16,9515,875380,false
lPFrF,2021-07-26,8814,423072,true
zNqnr,2061-03-09,6910,248760,false
oSLEf,2119-08-25,7237,188162,false
XOeGK,2087-11-21,6162,542256,true
MkhmR,2035-11-13,8518,68144,false
HDFVh,2037-11-30,2317,176092,false
bZNrv,2085-08-08,5126,486970,true
qqMRa,2076-05-23,5579,234318,false
yuPlp,2024-01-19,2087,158612,false
EgDVY,2042-10-30,9785,665380,true
oJRnH,2057-03-10,6987,663765,false
Ulvwf,2119-07-16,2020,60600,true
Zdkte,2036-08-26,9155,549300,false
vuCOP,2100-06-27,4169,200112,true
kLAcH,2118-02-27,8626,552064,false
XGhbO,2109-11-05,3960,241560,false
XQaHJ,2060-05-22,7993,135881,false
xHllz,2022-02-05,4316,323700,true
XEmIJ,2063-01-10,9595,268660,true
orpMr,2035-03-28,5814,313956,false
jyrvB,2044-11-27,2918,26262,false
DiWdM,2112-03-04,9253,869782,false
pJbdt,2111-02-03,8014,512896,false
aQesR,2023-05-15,3494,52410,true
yaVEF,2038-05-10,5471,492390,false
NRoJG,2094-04-13,7092,234036,true
aTfZz,2078-05-29,2832,269040,false
oWLEE,2085-06-11,6634,265360,false
yutoT,2099-11-12,8329,741281,true
dGvdC,2062-02-26,5458,305648,true
AYYHE,2026-04-23,7686,176778,false
Pqphe,2044-06-22,3399,166551,true
VZEKW,2045-05-13,8478,76302,false
WRVNv,2112-03-20,3250,182000,false
iHfaD,2089-08-24,7137,456768,true
alDAd,2037-04-05,7003,679291,false
flZxQ,2120-09-17,8815,61705,false
