StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
eUPbR,2102-10-29,2391,86076,false
WmlnQ,2041-02-03,4596,206820,false
kOlaN,2112-07-10,8904,329448,true
yrQct,2066-01-10,8997,809730,true
WJdpA,2093-04-21,5877,417267,true
fXWVR,2111-12-24,7394,488004,true
NMxTB,2070-07-10,4449,173511,true
pUtri,2021-12-08,8939,160902,true
wnZIE,2077-07-30,2789,75303,true
TgYFa,2033-09-26,6459,432753,false
aNprq,2052-06-27,6904,476376,false
FLcJk,2104-10-23,8888,586608,false
DsvRZ,2087-06-14,4096,122880,true
MUHIO,2067-02-01,4061,211172,false
PnQku,2090-01-09,4983,423555,false
auapI,2043-10-15,5144,282920,false
OgydP,2094-03-30,2515,160960,false
zFXxM,2088-03-31,2864,85920,true
zQzLp,2055-03-31,6291,559899,true
FIAJK,2024-09-26,6840,335160,false
fhhcY,2116-05-11,5077,30462,true
zghcv,2047-06-28,9666,811944,false
KIJls,2069-03-14,9163,357357,false
wdpvP,2045-07-07,2359,42462,false
fFXEw,2042-11-29,3678,334698,true
qYLhG,2031-07-09,8343,116802,true
VuEHV,2096-01-16,3113,249040,true
GlgRx,2085-08-16,8327,58289,false
nvdSW,2051-10-31,5096,107016,true
kOoCc,2061-03-13,3004,99132,false
UbVdI,2081-07-20,5447,190645,false
NssPe,2098-08-05,7409,133362,true
xFuoR,2083-11-17,2331,48951,false
DTMgX,2038-04-01,2377,123604,false
mlJlb,2043-07-07,5307,122061,true
ymBoG,2062-03-11,5853,433122,true
IaTIL,2050-07-20,9354,177726,true
RDRbk,2030-02-06,2825,31075,false
PEdzJ,2099-08-03,3270,261600,true
uvYKG,2076-01-22,6188,519792,true
kaKpY,2076-06-06,5771,51939,true
SeXAD,2044-03-29,4144,111888,false
QMmbL,2073-12-27,7675,69075,false
AGZKo,2078-01-06,6630,649740,true
TScRb,2074-07-03,8745,463485,false
KGAMJ,2088-10-11,5451,190785,false
JViUc,2095-10-03,6210,608580,true
KAhnw,2046-09-23,5411,221851,false
xhPHG,2103-12-31,2891,185024,true
ZSErb,2026-11-15,8390,134240,true
PuWMA,2051-03-13,9262,398266,false
IXpTk,2032-03-11,5710,468220,false
soqBT,2077-05-08,5504,396288,true
UYTSr,2032-03-04,3360,164640,false
cfLcc,2091-12-12,7100,688700,true
LCmQP,2082-08-08,3335,96715,true
zQebo,2087-06-24,3282,177228,false
hWvFA,2089-01-16,8882,230932,true
tqpRp,2052-01-02,9897,108867,false
hUecU,2077-03-04,8338,141746,true
wyZhm,2021-05-13,4942,360766,true
EOVmQ,2075-03-29,5441,223081,false
wdJWS,2106-06-17,7315,497420,false
vVlLg,2088-07-04,5461,125603,true
dvYIP,2059-09-21,4898,411432,false
EYsXj,2051-12-21,5412,216480,false
IJRUx,2051-12-28,3253,130120,false
BQvxj,2042-04-12,2873,77571,true
MZeaV,2079-03-17,5171,429193,true
GdwjX,2109-01-16,7368,353664,false
XzDRI,2119-10-22,2702,67550,false
SfoCb,2111-08-31,5754,161112,false
XHZpl,2026-02-10,4563,182520,false
