StoreCode,Date,TotalSales,TotalAmount
woWTU,2087-08-05,6069,315588
afDKH,2111-11-12,6011,601100
fXnQd,2056-12-11,2421,26631
nDWOq,2035-01-15,2664,130536
mgRkA,2033-09-05,4155,66480
rwALY,2097-02-12,3797,167068
bGjFI,2071-07-11,3224,212784
OjAxV,2043-11-15,5405,183770
pliSK,2053-01-14,9364,393288
dkzSF,2078-10-20,4459,379015
MuwFP,2069-02-25,4149,244791
cfFWu,2108-09-25,9329,671688
xfVbw,2047-05-19,5434,255398
xBRCe,2063-10-13,7930,491660
AiXGp,2062-10-16,9647,299057
COxZZ,2076-09-15,9876,582684
DgDLy,2061-01-20,3640,298480
yqSqM,2054-10-15,4833,309312
KuELV,2027-11-17,2768,119024
LQmGM,2091-07-21,8350,375750
gMrrU,2062-06-19,2942,217708
yYKlJ,2071-10-21,8032,690752
vlExD,2046-07-17,2885,282730
unHPa,2084-05-18,2592,20736
Ijovy,2118-09-04,5869,586900
jPInm,2096-01-25,7866,715806
gkiUJ,2067-04-17,5459,92803
cSwhe,2067-01-12,3608,252560
zKGLk,2116-07-11,4629,115725
HRRep,2115-03-25,5834,227526
cAurE,2091-08-26,2817,115497
YhtWY,2036-02-03,6132,564144
eSItw,2049-09-13,5129,92322
flkSX,2057-12-10,4085,273695
ltOdM,2099-11-01,3433,284939
iwuQa,2110-09-16,3451,37961
KcZRO,2116-06-03,7641,573075
yGEPn,2022-03-03,6094,304700
ZPCiI,2106-05-01,8363,727581
clyey,2031-12-13,7621,365808
ptuHY,2030-10-03,4559,113975
DSLiG,2117-01-19,2948,168036
tkjTV,2037-01-26,5421,514995
jpOue,2102-08-21,9677,561266
gHtBk,2080-06-16,4829,77264
HaQbW,2037-05-05,9437,660590
lPFrF,2052-09-06,6536,366016
zNqnr,2091-05-15,5923,527147
oSLEf,2090-11-04,6284,622116
XOeGK,2068-03-05,7636,99268
MkhmR,2086-08-18,2676,99012
HDFVh,2052-06-16,3814,34326
bZNrv,2061-06-16,7501,202527
qqMRa,2029-08-31,3455,207300
yuPlp,2088-09-12,8326,682732
EgDVY,2065-04-03,9506,427770
oJRnH,2052-12-23,8393,679833
Ulvwf,2109-02-20,3681,228222
Zdkte,2060-07-09,6747,330603
vuCOP,2107-11-05,7497,607257
kLAcH,2098-07-17,2735,136750
XGhbO,2092-09-09,9875,395000
XQaHJ,2034-06-26,5311,334593
xHllz,2089-04-13,7161,279279
XEmIJ,2036-03-07,5885,258940
orpMr,2058-01-05,4531,126868
jyrvB,2086-11-20,7918,451326
DiWdM,2049-09-25,2293,153631
pJbdt,2097-07-25,6852,328896
aQesR,2067-04-05,9672,357864
yaVEF,2101-02-10,3373,151785
NRoJG,2111-02-08,8086,274924
aTfZz,2029-11-30,5724,435024
oWLEE,2106-07-22,7579,288002
yutoT,2119-07-28,4355,405015
dGvdC,2041-08-04,2324,65072
AYYHE,2111-04-29,5998,491836
Pqphe,2105-04-02,7203,338541
VZEKW,2083-05-14,2799,209925
WRVNv,2044-10-13,4073,36657
iHfaD,2022-11-29,3149,119662
alDAd,2070-09-02,5607,470988
flZxQ,2104-12-27,8286,331440
NoAhW,2062-11-03,2810,123640
MRUez,2080-11-17,2238,51474
jqVSB,2115-01-31,9322,288982
aEZLq,2092-06-02,2366,186914
jFHnp,2094-02-09,7703,562319
niuao,2119-05-27,5243,508571
uxoTY,2072-07-01,9093,745626
QfxWo,2112-07-13,2915,122430
AgdDr,2092-08-18,2099,176316
zDqyD,2021-11-24,9018,577152
DQdfx,2120-03-10,2565,210330
GrqPo,2053-02-15,2335,130760
eSTsG,2091-07-17,2241,17928
oqAWv,2053-10-28,5037,433182
TbVIw,2071-05-16,3582,186264
FCIWC,2111-09-16,9636,472164
wAqsT,2038-09-16,2266,74778
UmHsj,2121-09-27,4157,128867
aOMVv,2070-01-22,5662,322734
DgKsH,2026-05-09,6440,212520
XAQvR,2101-03-13,4494,188748
VMttA,2112-05-31,7009,686882
RMmcx,2074-07-09,4301,331177
fGpJo,2077-01-01,6453,458163
gQLfK,2050-09-09,7972,390628
NwOBS,2035-02-24,6865,604120
