StoreCode,Date,TotalSales,TotalAmount
JHBjS,2098-04-20,2770,144040
vyoFP,2108-08-27,8623,405281
cIism,2022-02-04,2536,213024
OSbey,2057-01-28,2910,58200
RLQox,2106-07-10,9632,481600
DLXXM,2104-02-19,8221,279514
oFMyv,2087-12-15,6555,412965
FMBqm,2099-12-26,5174,419094
RNPtE,2093-05-08,5640,530160
zpakt,2044-10-30,9396,638928
NLIXr,2070-12-09,4321,211729
LWokn,2044-01-21,7959,366114
mEnMN,2077-01-20,9491,911136
jikCb,2034-04-17,2296,176792
hMhBO,2086-03-07,5398,205124
iPoPi,2065-11-28,9961,926373
dqwSi,2097-07-24,5286,222012
fQpRI,2054-04-04,4855,271880
PqbsG,2041-11-05,5568,261696
DTWMq,2041-11-22,3715,334350
gwbWS,2117-01-07,5132,102640
yaSLi,2111-01-07,9709,621376
NSXnP,2047-05-16,9375,581250
btuqq,2095-11-27,5648,271104
rGKjc,2085-01-27,5489,345807
AMajW,2072-05-21,2268,174636
zmeiH,2089-06-14,6991,615208
UodQV,2053-02-09,3992,215568
kFoXg,2035-10-05,2500,52500
aVuXr,2111-11-24,3672,36720
uCgMd,2062-04-03,7965,382320
hRuRL,2080-05-22,9082,590330
tBSGm,2091-05-17,6628,384424
QJNYu,2087-01-06,6459,38754
NUyOZ,2102-08-17,3547,198632
qSebG,2072-01-26,5244,178296
HXgiL,2093-11-12,5352,133800
dziKG,2028-06-13,8152,749984
xjIiO,2062-05-10,8015,136255
rpbLk,2048-03-04,7126,691222
DZcGC,2099-05-31,7626,68634
CRFfQ,2102-04-24,4559,300894
OiMKI,2040-12-13,3404,119140
BTAjc,2028-02-15,6954,264252
XXAjT,2051-05-16,3492,331740
IsNDn,2021-04-20,2905,40670
QaUMN,2121-02-12,8945,500920
wurcK,2065-02-28,2522,168974
kpmEp,2056-12-20,6043,568042
iyUdi,2081-03-25,4572,36576
TUqOz,2090-01-28,6575,473400
TQhEH,2032-12-17,9305,74440
vNjvh,2088-08-07,3108,279720
nCpCR,2071-02-02,3313,92764
OisEW,2098-06-04,7379,88548
rzWpv,2109-07-17,3208,291928
raUeR,2108-07-04,9107,837844
Nmidn,2075-08-31,9854,689780
TFkna,2044-03-31,3366,265914
fwNoW,2088-02-09,2115,76140
Pfnjx,2052-02-20,2583,123984
gnIxY,2026-07-21,7434,260190
eQsqH,2096-04-07,3266,310270
ekYdJ,2085-11-14,3420,318060
UqncH,2048-06-11,8100,558900
bHvQY,2087-11-30,9188,284828
ooFMl,2059-04-02,4606,27636
BHMMR,2047-02-17,2895,78165
iNHre,2108-09-22,7175,652925
vneIJ,2082-10-06,7137,149877
LtozY,2026-10-27,5892,76596
rDduE,2030-06-05,9469,160973
yfBSp,2027-11-22,6641,464870
hlorh,2110-01-16,2370,130350
hFHEe,2099-01-21,5128,282040
ueVpT,2097-03-09,2163,30282
kARRM,2087-11-17,5916,130152
HeRgG,2045-07-20,5265,100035
KtVeF,2063-08-01,4335,30345
TYMCc,2114-08-09,6838,95732
rPlyx,2092-12-21,3917,289858
RwoJX,2061-07-04,5982,556326
RnfWE,2058-02-13,2085,120930
dLNJC,2112-08-27,2516,233988
wRVSD,2093-08-19,5433,228186
naVXO,2071-02-17,9485,825195
Vhrir,2043-10-01,2863,191821
xnqgV,2066-09-23,2829,25461
UAlSz,2082-11-28,4778,119450
soSos,2115-05-17,3860,243180
pBadJ,2099-02-09,5540,371180
DiAjh,2103-07-05,9224,396632
MGHhA,2073-03-03,5816,81424
rWKmx,2024-02-22,4057,316446
JuHHk,2099-07-05,2791,33492
gosJF,2107-03-02,8767,771496
wEXNf,2068-03-19,9831,334254
erENa,2107-07-17,4443,39987
KIYze,2040-05-17,5904,572688
ZITXO,2094-11-09,7259,551684
ukwKz,2034-04-26,9780,772620
fROpz,2109-08-05,6345,590085
SOpJC,2059-02-19,5400,432000
dEUJN,2042-06-08,8957,385151
SIymk,2100-07-03,5011,300660
dGlTK,2032-01-27,6783,115311
rKzml,2061-01-20,9772,87948
lbbAI,2038-08-27,3188,66948
DJjpR,2048-12-30,3937,283464
hejzM,2119-06-15,5659,271632
oZZEy,2116-05-09,5468,174976
HytDf,2091-08-09,2626,149682
ImKgR,2099-09-22,4210,332590
bzqhj,2061-04-25,6332,259612
JtNFm,2112-08-18,5654,480590
gIBGn,2101-08-15,5189,472199
BYHfs,2112-01-21,2390,143400
jSYfC,2037-06-09,8184,163680
XfDRz,2056-03-21,3115,236740
wuyow,2092-04-23,3762,376200
GhoWI,2096-01-23,5213,119899
LWALp,2104-02-16,3288,325512
kImZj,2085-06-16,5982,251244
xUZHW,2074-03-21,5520,138000
XHXCu,2043-12-12,4552,63728
LrRYP,2055-10-01,3651,292080
ZTCzx,2024-07-07,4611,92220
GaflA,2044-06-13,5827,314658
xXQVx,2118-03-21,7731,726714
yoPMM,2079-02-23,7300,277400
fnifp,2084-11-26,9707,689197
UBiHD,2065-12-08,7270,588870
pHkIy,2056-04-29,6140,208760
hAamr,2112-02-04,4954,381458
NGGPn,2059-09-02,9936,337824
PieYt,2091-06-02,7003,581249
BBviV,2119-03-30,8099,364455
WGIMR,2067-10-24,5046,464232
Fcoqj,2075-03-28,7450,365050
zxbcV,2096-02-03,3460,162620
aqXjv,2073-07-29,4115,349775
HwABJ,2114-09-16,4863,418218
pwxsm,2115-06-09,2049,124989
AxKjw,2106-04-26,8040,104520
KhQou,2087-12-15,5254,436082
FVLXv,2120-12-17,6435,604890
LzYQM,2071-08-25,4776,329544
eiFNn,2047-09-30,8922,535320
HTneU,2051-06-12,2633,144815
woWTU,2089-10-02,7693,423115
afDKH,2022-04-15,4559,273540
fXnQd,2022-03-26,7333,366650
nDWOq,2094-12-11,8137,309206
mgRkA,2076-05-08,2000,190000
rwALY,2042-08-15,8971,744593
bGjFI,2119-10-08,6712,449704
OjAxV,2058-01-10,7932,674220
pliSK,2051-07-15,9010,414460
dkzSF,2104-07-15,5814,476748
MuwFP,2023-02-16,3204,83304
cfFWu,2097-09-28,2672,248496
xfVbw,2046-06-20,3574,110794
xBRCe,2026-05-12,6950,34750
AiXGp,2064-12-05,8171,686364
COxZZ,2044-03-12,4817,447981
DgDLy,2110-02-19,2731,81930
yqSqM,2060-08-16,5691,85365
KuELV,2084-09-26,6004,396264
LQmGM,2057-07-11,4529,31703
gMrrU,2079-05-03,4268,426800
yYKlJ,2119-12-16,6866,494352
vlExD,2031-09-13,8912,882288
unHPa,2092-06-02,2304,124416
Ijovy,2089-03-07,2931,46896
jPInm,2044-02-14,3107,167778
gkiUJ,2067-06-01,4480,241920
cSwhe,2119-07-06,3416,47824
zKGLk,2113-11-15,7410,170430
HRRep,2079-12-23,9756,965844
cAurE,2060-10-23,9140,246780
YhtWY,2026-01-29,5393,118646
eSItw,2073-11-15,9007,324252
flkSX,2027-04-28,7977,311103
ltOdM,2100-06-20,3103,34133
iwuQa,2022-02-17,3495,150285
KcZRO,2049-12-26,6647,232645
yGEPn,2024-09-20,5149,149321
ZPCiI,2036-10-05,4521,131109
clyey,2101-10-20,8155,758415
ptuHY,2062-09-25,4709,362593
DSLiG,2068-03-24,8996,413816
tkjTV,2050-06-22,4162,120698
jpOue,2045-04-19,8391,302076
gHtBk,2079-04-13,6985,565785
HaQbW,2026-12-11,6846,554526
lPFrF,2036-05-08,5297,37079
zNqnr,2116-05-26,3787,87101
oSLEf,2034-12-12,3161,237075
XOeGK,2115-07-27,9954,248850
MkhmR,2114-08-11,4636,343064
HDFVh,2061-10-22,6040,229520
bZNrv,2114-04-03,6051,54459
qqMRa,2027-02-28,9073,54438
yuPlp,2022-05-20,2482,44676
EgDVY,2072-07-21,2749,118207
oJRnH,2035-09-12,5408,259584
Ulvwf,2026-02-09,2172,30408
Zdkte,2063-04-16,6166,443952
vuCOP,2089-11-24,9813,166821
kLAcH,2025-04-20,8214,591408
