StoreCode,Date,TotalSales,TotalAmount
gwbWS,2069-10-23,4081,102025
yaSLi,2104-10-25,8515,706745
NSXnP,2024-04-17,3598,359800
btuqq,2026-08-07,2662,55902
rGKjc,2023-07-09,2288,80080
AMajW,2071-06-21,9120,820800
zmeiH,2062-05-05,2283,77622
UodQV,2041-09-28,2732,106548
kFoXg,2112-04-19,5278,343070
aVuXr,2111-08-17,4951,495100
uCgMd,2100-01-21,3376,47264
hRuRL,2085-06-16,2544,68688
tBSGm,2054-09-25,5568,501120
QJNYu,2055-04-09,9900,683100
NUyOZ,2031-02-23,5855,263475
qSebG,2118-05-09,5311,419569
HXgiL,2096-07-04,5751,442827
dziKG,2080-05-25,2237,138694
xjIiO,2095-05-10,8802,369684
rpbLk,2072-08-29,6505,201655
DZcGC,2044-03-10,2550,84150
CRFfQ,2058-10-20,4618,258608
OiMKI,2023-07-23,5475,323025
BTAjc,2093-09-14,7369,456878
XXAjT,2031-09-24,8775,324675
IsNDn,2111-05-15,4448,88960
QaUMN,2098-02-22,6733,208723
wurcK,2053-05-06,6218,31090
kpmEp,2035-05-28,3307,42991
iyUdi,2078-10-06,9282,55692
TUqOz,2058-12-26,9778,224894
TQhEH,2026-06-28,4836,212784
vNjvh,2108-12-27,4853,373681
nCpCR,2056-12-13,2961,38493
OisEW,2049-06-30,7360,566720
rzWpv,2073-05-07,3660,303780
raUeR,2037-07-29,8928,732096
Nmidn,2040-01-26,5285,274820
TFkna,2084-12-19,4838,314470
fwNoW,2025-04-19,5981,478480
Pfnjx,2046-05-12,9098,136470
gnIxY,2120-04-25,3162,107508
eQsqH,2048-01-16,4530,267270
ekYdJ,2050-10-29,5692,176452
UqncH,2044-07-20,4872,121800
bHvQY,2087-02-09,8083,307154
ooFMl,2081-06-08,4699,333629
BHMMR,2022-05-28,6504,572352
iNHre,2068-05-18,7104,461760
vneIJ,2054-04-10,4108,127348
LtozY,2071-11-30,4075,358600
rDduE,2090-06-03,4624,462400
yfBSp,2089-01-10,9418,188360
hlorh,2031-09-28,2014,126882
hFHEe,2064-11-03,5503,231126
ueVpT,2041-10-06,8193,303141
kARRM,2031-12-07,6245,31225
HeRgG,2028-08-02,8759,315324
KtVeF,2063-12-01,2836,161652
TYMCc,2059-07-15,6154,603092
rPlyx,2112-12-20,8885,559755
RwoJX,2112-06-18,4472,205712
RnfWE,2104-04-30,7109,590047
dLNJC,2038-11-26,6782,617162
wRVSD,2086-11-08,9635,202335
naVXO,2089-02-23,3743,127262
Vhrir,2116-08-11,8271,190233
xnqgV,2068-04-13,6607,383206
UAlSz,2023-09-14,4159,112293
soSos,2096-01-28,9259,92590
pBadJ,2086-12-23,6021,144504
DiAjh,2079-07-16,7739,131563
MGHhA,2039-07-26,7933,364918
rWKmx,2118-04-17,6558,268878
JuHHk,2083-09-28,4387,153545
gosJF,2103-04-30,3881,163002
wEXNf,2021-09-16,7882,39410
erENa,2104-08-23,3050,207400
KIYze,2092-06-07,4588,100936
ZITXO,2079-03-06,7608,730368
ukwKz,2110-09-08,6497,220898
fROpz,2050-08-01,8413,84130
SOpJC,2037-09-17,9467,284010
dEUJN,2099-05-09,8191,819100
SIymk,2088-09-12,6456,587496
dGlTK,2078-01-07,3388,199892
rKzml,2055-02-06,2397,124644
lbbAI,2093-06-20,4304,30128
DJjpR,2092-03-20,3222,83772
hejzM,2056-10-19,9686,542416
oZZEy,2025-03-20,8293,290255
HytDf,2025-11-04,9207,110484
ImKgR,2101-11-29,5034,161088
bzqhj,2101-03-05,4616,249264
JtNFm,2035-06-22,7334,36670
gIBGn,2115-09-06,7579,280423
BYHfs,2110-10-22,6996,69960
jSYfC,2079-10-18,6506,559516
XfDRz,2100-12-23,5493,406482
wuyow,2097-03-30,9191,468741
GhoWI,2031-06-14,3271,327100
LWALp,2047-02-03,5510,93670
kImZj,2046-05-20,8154,114156
xUZHW,2120-04-01,4992,349440
XHXCu,2081-12-18,8257,90827
LrRYP,2066-06-07,9273,788205
ZTCzx,2075-12-30,7497,532287
GaflA,2037-11-29,9472,47360
xXQVx,2066-04-29,4878,443898
yoPMM,2034-03-19,7676,337744
fnifp,2120-09-02,3795,333960
UBiHD,2108-02-03,8699,260970
pHkIy,2081-04-10,9928,436832
hAamr,2069-12-10,5511,446391
NGGPn,2097-03-13,6715,530485
PieYt,2074-10-08,6966,69660
BBviV,2054-07-13,7033,527475
WGIMR,2088-09-20,7484,561300
Fcoqj,2119-01-23,6289,591166
zxbcV,2120-11-11,3919,246897
aqXjv,2085-12-25,2537,159831
HwABJ,2074-03-15,4583,91660
pwxsm,2084-12-29,5970,423870
AxKjw,2096-07-11,7194,539550
KhQou,2088-02-08,7953,63624
FVLXv,2047-01-19,3025,232925
LzYQM,2081-03-26,5431,385601
eiFNn,2086-12-08,4172,133504
HTneU,2029-12-25,2088,14616
woWTU,2045-09-01,4658,358666
afDKH,2095-09-16,7493,239776
fXnQd,2029-10-06,4725,203175
nDWOq,2065-11-20,6156,430920
mgRkA,2085-05-26,6896,351696
rwALY,2067-03-13,9691,474859
bGjFI,2052-10-16,9934,903994
OjAxV,2030-10-10,8102,421304
pliSK,2113-12-21,5630,450400
dkzSF,2074-02-27,7350,220500
MuwFP,2119-10-03,9039,153663
cfFWu,2052-01-19,5385,360795
xfVbw,2095-02-05,7232,506240
xBRCe,2063-08-06,2444,237068
AiXGp,2118-06-26,5438,195768
COxZZ,2086-10-03,2095,173885
DgDLy,2064-04-02,6045,54405
yqSqM,2102-01-16,6410,429470
KuELV,2090-06-14,9859,285911
LQmGM,2103-12-24,5006,330396
gMrrU,2101-08-20,8571,634254
yYKlJ,2091-09-13,4700,220900
vlExD,2098-08-01,5222,36554
unHPa,2070-04-20,3019,247558
Ijovy,2112-03-13,2945,214985
jPInm,2098-09-12,7488,531648
gkiUJ,2078-03-14,2000,108000
cSwhe,2121-01-26,2862,82998
zKGLk,2024-10-28,8469,262539
HRRep,2071-03-27,8868,53208
cAurE,2085-11-20,4481,282303
YhtWY,2116-06-18,9598,719850
eSItw,2087-08-16,3097,309700
flkSX,2062-04-24,3016,162864
ltOdM,2025-01-29,7833,352485
iwuQa,2086-04-22,7959,795900
KcZRO,2025-06-26,9928,982872
yGEPn,2097-02-17,7880,78800
ZPCiI,2098-12-19,6478,453460
clyey,2050-09-17,6828,361884
ptuHY,2061-07-13,2605,169325
DSLiG,2053-09-22,8933,330521
tkjTV,2068-10-08,2400,74400
jpOue,2088-10-31,4288,257280
gHtBk,2068-09-26,4407,224757
HaQbW,2068-08-10,5797,237677
lPFrF,2029-11-21,7787,77870
zNqnr,2104-03-09,7560,446040
oSLEf,2118-08-25,3061,165294
XOeGK,2047-11-09,3612,256452
MkhmR,2043-10-06,4572,237744
HDFVh,2046-11-28,6117,434307
bZNrv,2093-02-17,7224,325080
qqMRa,2092-11-08,5642,90272
yuPlp,2044-12-26,3105,198720
EgDVY,2091-12-29,3652,58432
oJRnH,2099-01-25,3648,145920
Ulvwf,2075-07-30,9486,948600
Zdkte,2121-07-07,4960,153760
vuCOP,2035-01-25,6020,391300
kLAcH,2029-12-29,5087,401873
XGhbO,2102-04-27,5636,343796
XQaHJ,2039-10-16,7079,325634
xHllz,2043-07-04,9020,577280
XEmIJ,2021-12-08,7564,506788
orpMr,2078-09-20,4378,429044
jyrvB,2086-10-06,3876,364344
DiWdM,2078-08-12,8026,313014
pJbdt,2048-02-28,7206,590892
aQesR,2028-08-04,4438,204148
yaVEF,2113-07-25,2647,209113
NRoJG,2089-09-22,3058,128436
aTfZz,2102-01-14,8498,467390
oWLEE,2105-03-01,8328,516336
yutoT,2092-07-30,8597,206328
dGvdC,2081-04-11,3946,67082
AYYHE,2042-06-18,4660,23300
Pqphe,2060-10-20,7379,346813
VZEKW,2024-09-22,8104,243120
WRVNv,2085-11-20,4773,81141
iHfaD,2075-07-10,4235,402325
alDAd,2075-03-07,3891,73929
flZxQ,2047-11-22,8597,292298
NoAhW,2029-10-25,6591,527280
MRUez,2062-09-21,5471,388441
jqVSB,2062-01-29,6129,214515
aEZLq,2121-03-05,3032,209208
jFHnp,2102-05-15,4111,254882
niuao,2069-08-03,7982,630578
uxoTY,2069-06-21,9732,593652
QfxWo,2026-08-22,3781,90744
AgdDr,2098-07-12,5020,125500
zDqyD,2046-06-30,2908,273352
DQdfx,2028-06-28,6744,391152
GrqPo,2063-02-20,8227,287945
eSTsG,2074-04-01,9191,477932
oqAWv,2086-07-10,8952,116376
TbVIw,2117-08-03,4637,139110
FCIWC,2094-01-20,9713,87417
wAqsT,2025-05-26,2198,13188
UmHsj,2120-12-21,6196,161096
aOMVv,2044-11-12,7462,410410
DgKsH,2074-07-26,9681,484050
XAQvR,2102-02-26,6406,102496
VMttA,2041-10-01,6147,141381
