StoreCode,Date,TotalSales,TotalAmount
CVBrm,2026-12-02,3639,334788
qDQip,2054-12-09,5869,434306
KUxkt,2108-02-09,9970,348950
qQbgw,2044-10-06,8720,287760
FBeJv,2058-08-19,4123,82460
kJFpB,2093-02-10,9216,709632
glKdt,2033-03-18,3171,183918
Tocnf,2077-12-29,8449,228123
JcCWb,2049-05-01,9854,729196
pXHPq,2091-08-08,7088,673360
iRpPc,2079-02-25,3266,316802
CjhMA,2080-09-29,9856,266112
mwCWY,2055-06-18,3832,19160
BfPZz,2121-01-08,5153,324639
XAFCB,2117-05-03,4212,50544
hQLuY,2029-05-24,3349,257873
bKFVJ,2069-07-23,5705,74165
cCncM,2041-07-09,4738,459586
NmlOX,2048-11-15,4215,387780
Gmust,2097-06-05,2513,150780
Rxykd,2035-11-30,9317,195657
oWaGI,2120-08-25,3660,366000
RsycJ,2032-07-13,5826,343734
RLIcT,2087-05-28,6174,493920
xzYdQ,2067-03-26,9807,598227
vDyzg,2056-09-23,9799,627136
UlCVn,2025-11-22,6757,601373
FzEpU,2078-07-01,3051,183060
yBIot,2084-05-08,9585,277965
iyptw,2102-06-29,7408,318544
xutyH,2054-06-11,8857,371994
yJMiJ,2088-08-20,9590,632940
NDifr,2063-01-01,6018,517548
RLjJn,2089-12-09,3153,201792
ufPuW,2037-07-17,8740,454480
SLgwX,2047-02-14,6419,622643
NAEvs,2041-10-17,8597,335283
eABiL,2087-02-05,7950,143100
fQuLm,2023-09-26,8613,792396
ldnYd,2046-11-19,9948,537192
ltiCp,2048-08-25,9693,126009
HnpRj,2024-03-19,7055,486795
OTaJQ,2121-05-24,8355,518010
ISWmm,2043-04-26,7884,614952
DahmV,2058-05-08,9702,310464
nNdzJ,2083-10-22,5529,392559
blkyR,2024-05-15,6085,438120
WOYco,2031-08-26,3744,280800
pzkIS,2075-04-20,7150,550550
qeYBQ,2078-07-21,8156,538296
voZEK,2057-11-02,5203,421443
rpnBO,2103-01-01,5439,320901
ZVuTI,2047-02-05,9657,647019
BtlKJ,2077-12-02,3943,252352
RbQBt,2061-10-04,2017,48408
mZDVM,2099-08-02,7067,551226
SaNNh,2040-10-05,9480,663600
Ksnvj,2106-05-12,6470,278210
NlpJP,2090-05-09,9573,344628
qDBKc,2109-08-26,6768,527904
ELRhJ,2023-04-20,7260,377520
mZpJm,2032-01-13,6955,340795
Myijg,2117-08-03,8063,588599
HESXi,2047-09-18,3030,118170
zmKuF,2036-03-11,7280,145600
Zhwqx,2059-03-12,6141,454434
mrMBd,2117-06-02,8607,447564
gRnNs,2021-09-26,7993,575496
AEaYi,2058-08-03,8236,634172
auACm,2072-09-02,4933,88794
uxZcL,2112-12-26,5601,481686
LLHRI,2040-11-18,2529,65754
Gfuml,2038-07-30,7122,42732
xpWFE,2047-08-27,7806,421524
hzYwn,2082-07-23,9897,197940
asrDF,2082-04-08,7446,461652
WqXEo,2073-03-08,2072,186480
UzyND,2099-10-05,9802,480298
VfSTP,2084-03-22,7985,87835
KICbe,2095-10-27,6381,114858
arcPj,2084-01-09,8501,272032
xuXJD,2109-05-07,9653,472997
LncVn,2112-06-27,2693,239677
DpLms,2060-02-07,4374,433026
ukbYT,2119-01-18,6872,96208
LUaMu,2035-01-31,7932,261756
HlQhV,2111-05-04,9963,627669
xqytA,2109-05-03,9971,628173
yRrjt,2046-03-16,5262,105240
qnaRz,2098-10-21,5040,120960
bLEdL,2033-01-09,4513,22565
nBWsX,2112-05-01,4365,379755
