StoreCode,Date,TotalSales,TotalAmount
QfxWo,2036-05-07,2674,195202
AgdDr,2112-07-24,2019,50475
zDqyD,2094-02-19,7139,49973
DQdfx,2071-03-28,5943,213948
GrqPo,2059-07-25,8613,482328
eSTsG,2090-08-02,6405,262605
oqAWv,2074-06-26,6325,417450
TbVIw,2100-08-26,4307,417779
FCIWC,2112-09-24,8034,642720
wAqsT,2118-06-03,4832,183616
UmHsj,2116-09-23,7710,771000
aOMVv,2113-02-02,2042,110268
DgKsH,2057-12-04,4753,308945
XAQvR,2114-02-28,5083,203320
VMttA,2107-11-12,3977,31816
RMmcx,2055-08-31,2939,70536
fGpJo,2068-03-31,2093,140231
gQLfK,2036-01-08,6339,488103
NwOBS,2073-08-14,4226,338080
vpVkm,2093-08-11,3682,213556
BvaxX,2047-06-26,2668,56028
WkQEr,2100-06-22,9806,313792
NEJMD,2111-10-11,6943,291606
iWElQ,2061-03-21,6358,247962
uBeRU,2057-10-28,2215,205995
IGvms,2039-05-02,5740,304220
QtidG,2054-07-21,4580,306860
QAbBt,2029-08-23,4895,484605
GlqCH,2097-06-01,7752,496128
clIpF,2033-03-02,9346,598144
hgYlA,2113-06-17,8868,798120
GXuAF,2105-02-26,8705,583235
aTYKa,2116-08-09,6640,597600
jDKYr,2072-05-13,7767,217476
HpDxV,2108-08-18,6652,212864
yKFQJ,2077-12-09,8634,474870
mYRzy,2081-02-17,5516,535052
YbrVf,2027-03-23,5290,365010
OnxjQ,2092-08-18,9381,318954
TSqRr,2063-02-07,6037,495034
NDtjR,2063-09-22,4352,352512
kPsmd,2062-12-15,2885,222145
GeMWZ,2058-07-14,2867,177754
Dgwbu,2092-10-23,9580,316140
RJOUN,2062-09-22,9078,462978
KOOGk,2104-08-01,7504,142576
etwzA,2031-11-01,7796,732824
gkJwL,2117-11-05,8275,529600
TkCEQ,2051-05-06,6201,272844
mfVba,2085-08-12,8239,115346
iVjoX,2093-11-14,5203,286165
xNjcJ,2034-06-06,2459,218851
GQUGT,2040-09-23,9648,77184
YaHYp,2101-02-09,5365,429200
XPLIp,2096-05-20,9826,933470
KhXqf,2108-03-20,6660,472860
nBQnc,2036-08-17,5581,284631
TbFwW,2030-01-24,8433,227691
kNhde,2057-01-25,5340,245640
dhFID,2114-12-21,6228,168156
EZiaQ,2054-05-27,6908,269412
sLFmF,2059-06-23,7330,146600
toqFu,2090-03-24,2152,68864
PdveO,2110-02-06,5295,291225
BzZTV,2061-07-03,4161,203889
khBfg,2084-07-17,4140,227700
Brbyo,2108-02-25,9702,717948
hxCJQ,2090-10-12,6007,96112
PXenY,2113-11-22,2357,106065
cwtDX,2061-04-07,4577,196811
eUPbR,2071-08-21,7311,584880
WmlnQ,2036-03-23,4625,407000
kOlaN,2120-04-26,5869,475389
yrQct,2027-06-03,2024,153824
WJdpA,2084-09-15,5276,337664
fXWVR,2044-03-22,4014,353232
NMxTB,2062-08-13,8970,116610
pUtri,2060-11-04,6440,135240
wnZIE,2078-03-31,5655,508950
TgYFa,2032-03-10,9557,917472
aNprq,2068-09-06,2235,169860
FLcJk,2104-02-07,4019,56266
DsvRZ,2084-03-01,2061,150453
MUHIO,2088-08-03,7782,770418
PnQku,2094-02-24,8012,769152
auapI,2115-03-06,3495,118830
OgydP,2029-05-19,4746,465108
zFXxM,2109-11-03,6158,61580
zQzLp,2081-10-28,8712,130680
FIAJK,2089-02-21,7328,556928
fhhcY,2110-09-07,9009,423423
zghcv,2102-06-24,3478,76516
KIJls,2067-12-02,5544,33264
wdpvP,2021-12-11,8709,278688
fFXEw,2093-08-07,5162,428446
qYLhG,2076-05-15,9259,583317
VuEHV,2118-12-26,4497,94437
GlgRx,2048-12-07,4547,391042
nvdSW,2083-05-06,6851,157573
kOoCc,2036-09-26,2803,33636
UbVdI,2109-04-30,8735,593980
NssPe,2103-01-27,8209,550003
xFuoR,2068-03-04,4132,181808
DTMgX,2037-11-25,8942,473926
mlJlb,2084-02-24,8493,798342
ymBoG,2034-02-07,9474,824238
IaTIL,2068-09-24,3431,85775
RDRbk,2023-11-11,5942,540722
PEdzJ,2107-05-30,4547,263726
uvYKG,2043-11-07,8492,679360
kaKpY,2077-11-08,5861,427853
SeXAD,2075-02-27,5599,475915
QMmbL,2117-05-19,2758,179270
AGZKo,2093-12-25,4019,281330
TScRb,2094-06-11,7148,636172
KGAMJ,2098-08-29,4858,417788
JViUc,2117-12-25,2837,119154
KAhnw,2042-02-07,2587,258700
xhPHG,2054-12-05,7520,526400
ZSErb,2086-02-22,6668,180036
PuWMA,2079-05-25,8425,202200
IXpTk,2090-01-22,9103,819270
soqBT,2111-10-26,8679,355839
UYTSr,2091-04-03,9388,375520
cfLcc,2085-02-17,4885,190515
LCmQP,2049-03-13,9543,95430
zQebo,2084-07-25,2245,13470
hWvFA,2049-10-07,9286,250722
tqpRp,2039-02-14,8744,244832
hUecU,2024-11-04,7688,353648
wyZhm,2096-04-28,9843,482307
EOVmQ,2112-01-15,2304,105984
wdJWS,2065-03-16,8147,40735
vVlLg,2083-01-14,4024,96576
dvYIP,2059-10-02,6533,104528
EYsXj,2088-01-21,9729,165393
IJRUx,2101-04-18,4813,91447
BQvxj,2046-05-22,9273,250371
MZeaV,2099-02-17,9636,115632
GdwjX,2076-01-27,2289,189987
XzDRI,2106-12-19,7578,530460
SfoCb,2070-01-01,6357,381420
XHZpl,2045-09-28,2990,101660
qhGWw,2044-09-14,7582,136476
EyAMJ,2069-10-29,6581,559385
cOkai,2081-12-02,5387,204706
