StoreCode,Date,TotalSales,TotalAmount
idOvW,2057-01-02,6606,369936
VWqbE,2085-08-17,3475,166800
vLmKV,2079-07-16,9175,431225
aWOOV,2113-08-16,5376,59136
kRrkx,2099-10-26,9825,854775
QkEUL,2077-04-06,7715,223735
uFpQH,2052-08-30,3023,24184
rkxtL,2104-04-26,5150,262650
talwS,2097-02-06,9265,92650
UaAMB,2038-02-22,3788,189400
UAeYW,2094-10-15,8888,435512
eyUEn,2064-02-22,6046,72552
PjnUz,2109-09-16,4050,190350
ODyWO,2048-11-22,8291,290185
VHTBY,2097-10-21,6286,282870
qfuvj,2094-11-17,9061,743002
GWKlk,2109-08-17,7609,631547
uDRja,2108-07-01,2011,46253
xncbm,2032-04-07,8629,250241
QqxEp,2044-06-29,3217,90076
QrNwO,2031-11-10,9138,557418
Sahxf,2088-06-17,6435,450450
oRlni,2100-11-15,5455,103645
pWhCP,2040-01-22,9550,821300
nYIib,2112-12-18,3535,106050
lDLzU,2026-10-31,2908,267536
HSBSH,2047-05-26,5775,554400
Amagt,2087-02-06,3178,244706
eZQuo,2046-12-26,3011,264968
oUUDg,2091-01-12,4289,141537
CbeQK,2100-10-12,6620,72820
ZBfsh,2105-02-12,7291,495788
FvhES,2078-07-20,4980,174300
ldomP,2063-12-04,9908,634112
QnFtv,2081-06-30,8950,402750
eQHIq,2100-05-06,3100,291400
rhihY,2030-03-12,8697,765336
ScgLy,2094-02-23,4383,412002
TxJsD,2116-01-23,7093,106395
XgfTL,2087-01-10,8951,859296
esjbO,2046-03-12,2414,200362
puVXA,2057-10-05,5511,253506
rEUwW,2093-02-03,4965,119160
hAomW,2116-01-18,7862,94344
HtCeM,2036-03-17,7229,383137
AhDNA,2052-02-25,3594,244392
KErsa,2073-03-30,5776,340784
bfbuU,2115-05-09,9677,590297
crBFQ,2061-01-18,7378,346766
mFdLN,2051-04-01,2015,22165
CVBrm,2081-09-22,2768,243584
qDQip,2112-09-14,9665,405930
KUxkt,2039-09-25,8502,833196
qQbgw,2024-05-28,7840,486080
FBeJv,2120-01-13,5910,573270
kJFpB,2118-08-30,3234,194040
glKdt,2054-09-23,9318,326130
Tocnf,2094-07-23,5670,447930
JcCWb,2035-02-13,8240,469680
pXHPq,2117-05-02,2510,42670
iRpPc,2046-11-05,9137,374617
CjhMA,2064-09-12,5747,408037
mwCWY,2109-03-12,5732,384044
BfPZz,2098-09-30,8912,739696
XAFCB,2030-01-07,8151,187473
hQLuY,2113-08-21,9460,170280
bKFVJ,2027-12-02,7535,519915
cCncM,2039-04-10,5260,115720
NmlOX,2050-02-19,5434,81510
Gmust,2056-02-26,7237,687515
Rxykd,2116-12-23,8242,651118
oWaGI,2068-03-12,7872,472320
RsycJ,2066-04-29,5261,352487
RLIcT,2075-01-19,7794,218232
xzYdQ,2111-04-13,4229,228366
vDyzg,2041-09-30,7200,698400
UlCVn,2021-10-12,5270,395250
FzEpU,2021-11-26,3838,57570
yBIot,2120-10-15,9866,177588
iyptw,2104-04-06,6633,331650
xutyH,2069-12-13,6178,30890
yJMiJ,2030-09-04,8748,822312
NDifr,2109-03-10,6063,187953
RLjJn,2101-10-02,6303,535755
ufPuW,2112-11-06,9198,82782
SLgwX,2057-09-19,4015,220825
NAEvs,2117-05-31,3976,115304
eABiL,2057-03-21,5761,201635
fQuLm,2040-10-16,3234,109956
ldnYd,2024-11-27,7946,723086
ltiCp,2120-08-08,4525,185525
HnpRj,2106-06-08,6147,399555
OTaJQ,2028-07-19,2534,250866
ISWmm,2057-11-27,4219,333301
DahmV,2080-01-16,8630,69040
nNdzJ,2057-05-16,6727,598703
blkyR,2106-11-20,7269,145380
WOYco,2057-06-13,2225,62300
pzkIS,2105-10-21,2799,229518
qeYBQ,2108-01-16,2559,63975
voZEK,2115-09-21,2094,161238
rpnBO,2110-11-06,6841,643054
ZVuTI,2031-10-31,4986,59832
BtlKJ,2104-10-24,4025,317975
RbQBt,2030-04-14,3431,17155
mZDVM,2092-03-19,7669,145711
SaNNh,2048-12-29,4137,24822
Ksnvj,2036-02-14,6858,377190
NlpJP,2086-04-18,2867,131882
qDBKc,2090-04-10,9915,862605
ELRhJ,2064-03-28,8075,541025
mZpJm,2086-03-30,7954,747676
Myijg,2110-11-22,5276,300732
HESXi,2079-03-01,6171,561561
zmKuF,2021-06-14,2248,211312
Zhwqx,2025-04-26,3228,287292
mrMBd,2090-06-30,4010,380950
gRnNs,2106-06-24,4262,383580
AEaYi,2044-05-25,8464,160816
auACm,2045-08-16,6350,152400
uxZcL,2082-11-13,3628,308380
LLHRI,2074-05-14,9500,437000
Gfuml,2116-09-17,8288,455840
xpWFE,2044-03-10,4682,454154
hzYwn,2047-09-15,2159,73406
asrDF,2025-04-12,5316,37212
WqXEo,2103-11-12,4097,32776
UzyND,2068-07-06,8511,374484
VfSTP,2072-01-22,2577,46386
KICbe,2114-05-07,7596,691236
arcPj,2065-01-12,5954,357240
xuXJD,2044-01-13,2293,48153
LncVn,2115-01-17,3492,38412
DpLms,2107-08-03,8443,160417
ukbYT,2054-01-18,4087,147132
LUaMu,2116-05-20,5758,310932
HlQhV,2056-04-11,6981,467727
xqytA,2077-08-25,3436,175236
yRrjt,2120-05-29,7729,626049
qnaRz,2060-12-27,3357,251775
bLEdL,2056-09-27,8877,133155
nBWsX,2049-08-10,3812,354516
YEDdv,2094-10-02,5451,517845
Huqaw,2089-04-27,4800,412800
VEMDU,2118-08-17,3910,109480
ScRaF,2062-08-25,5821,512248
IkEWb,2108-12-06,6001,588098
yUAkF,2059-09-10,6896,455136
vmMwF,2117-04-25,7868,62944
CxgDi,2070-09-11,9877,948192
EiFLE,2103-05-05,7303,306726
vebAI,2044-10-31,5673,521916
hjmEW,2038-10-30,8824,494144
XwqDz,2111-08-14,4677,163695
oTQNK,2099-11-07,5570,389900
yfCFT,2052-01-30,5461,196596
sqipH,2071-05-24,4133,61995
vKHum,2049-08-29,4678,32746
GJYlu,2055-04-05,7009,280360
XsQNB,2089-05-17,8250,783750
XyNYW,2113-02-03,6057,399762
KfNPE,2064-09-26,4951,257452
zWLjt,2078-05-03,5349,48141
LBZOO,2079-12-15,9132,867540
jBUyx,2021-12-19,5039,342652
BkcIO,2084-02-23,7989,367494
npohD,2025-08-02,7788,654192
oHlSy,2113-03-22,7253,311879
ORjNJ,2034-05-11,3436,195852
nMeRc,2099-03-31,8196,565524
KPZsa,2030-11-01,5572,378896
HjFMY,2039-04-08,6204,614196
