StoreCode,Date,TotalSales,TotalAmount
Vahai,2083-11-03,6133,355714
tXPLn,2075-03-24,7739,379211
ePGqv,2113-01-29,5183,373176
zCCRP,2085-07-24,9723,709779
hMOUE,2059-11-17,6726,221958
ntrCa,2042-11-06,4206,243948
GmWQr,2121-11-02,6208,484224
egwMA,2110-12-04,8465,719525
HaEgD,2046-02-01,5808,307824
xdCJc,2029-05-24,8600,129000
okJyN,2048-08-09,9560,917760
ThPsv,2084-09-22,3193,319300
VWPwm,2045-04-04,2089,148319
UdIGN,2027-01-03,8221,345282
rHBoM,2033-07-20,9503,874276
AjNQi,2092-09-30,5565,261555
nHGfU,2085-03-24,9260,796360
vwXuA,2035-07-21,9260,777840
ZJRDH,2056-01-28,3187,175285
KNnBR,2080-07-31,5721,154467
JubAv,2071-11-30,8427,117978
MJXcE,2032-10-05,9731,953638
lzuFZ,2036-03-01,6559,498484
NbkzT,2088-06-25,5150,159650
dbLLF,2105-01-19,5998,161946
CGXWX,2053-04-16,2283,173508
Lnbox,2084-09-16,8006,104078
OOCWw,2037-02-17,9733,700776
oJjpd,2064-06-04,5554,399888
gEHsH,2060-08-02,9506,342216
wzYak,2112-11-09,7655,489920
zgXpN,2051-12-22,2521,186554
oyfDZ,2059-04-07,2225,31150
OKaQl,2080-10-04,7097,106455
rNDTc,2121-10-02,4219,316425
vZRdZ,2107-09-27,7529,188225
PEvtn,2070-08-12,3989,127648
sYwQV,2079-04-12,7988,103844
KBwCt,2065-05-28,4667,396695
mPuGW,2027-01-15,7767,217476
yTBDy,2044-10-25,6493,162325
CueVE,2066-06-12,8389,302004
qkxue,2099-04-08,9928,963016
LYhDl,2073-09-29,7244,195588
gndlW,2030-12-18,2950,126850
Lmlko,2098-04-17,9158,897484
JWBfD,2064-09-29,2744,175616
bIJKs,2105-11-30,7776,482112
wqsBh,2056-07-29,3691,33219
UcLrz,2070-06-09,6437,199547
QOSbc,2060-04-30,2087,141916
sMqHg,2035-09-26,9270,667440
ehiBf,2059-07-11,3360,241920
ddZJd,2111-01-24,4691,440954
CrzOh,2112-07-06,2886,37518
RDaEM,2110-05-21,5805,359910
djmvH,2031-01-24,2564,117944
ndGUZ,2064-12-07,9354,785736
vOfCn,2072-10-13,5077,401083
BTaZB,2075-06-01,8913,71304
Bxwxe,2073-11-10,7208,591056
aaCPZ,2029-10-19,2386,183722
BlIdp,2081-04-09,2100,86100
VBYtQ,2083-12-20,3482,278560
ZpOOw,2079-10-30,9785,714305
fRyHQ,2097-09-19,4836,324012
ttEre,2021-09-11,2004,172344
XfzNT,2107-03-14,4059,389664
KFoSd,2085-05-05,6222,603534
WTDQv,2044-04-14,7040,211200
MkNMD,2061-02-21,6853,109648
KBamU,2037-08-30,5802,63822
xViNc,2030-10-14,4536,267624
gKIyA,2079-06-08,2460,169740
OdkJD,2049-06-04,7171,580851
zxAJF,2093-06-04,2239,42541
Igdvq,2092-03-30,8540,315980
wiIhA,2095-10-17,9839,570662
FnFgI,2068-02-21,9847,571126
wJMYW,2092-01-01,6517,234612
mjplW,2119-01-11,2855,199850
eDTeH,2097-12-07,4256,336224
TIOBi,2078-11-14,5293,148204
xwKsc,2058-05-05,4425,115050
stMiO,2042-04-03,8825,767775
HawXD,2053-07-21,3052,79352
rfDaa,2062-02-13,2611,146216
OXAud,2025-11-05,7070,424200
lglks,2073-01-26,2340,196560
nTacC,2094-10-13,3024,293328
SeDoA,2092-03-21,7871,519486
TGccw,2069-07-29,7394,288366
XBWmR,2095-12-01,3237,123006
gykMD,2067-09-26,9999,769923
wEQqZ,2044-03-27,4176,129456
NyJnU,2078-05-06,6194,222984
DXhHc,2034-09-07,2056,199432
qDvAh,2053-07-21,5523,419748
nUTHk,2051-02-17,3829,45948
acGxm,2070-12-28,8004,616308
shnja,2106-07-06,6406,269052
KFUGw,2075-07-25,4870,409080
UDpYo,2053-06-29,4577,425661
LplpW,2064-11-27,7966,430164
aZUOR,2083-07-11,5395,512525
FWGHn,2113-03-29,7931,666204
LtwFp,2102-01-18,5850,421200
bRHtm,2076-12-12,3466,187164
MkghG,2110-07-04,4971,188898
Ikadb,2043-06-17,3750,296250
HZIVT,2092-03-21,2531,220197
WDVmp,2036-02-03,9216,304128
ozDIX,2090-09-30,3894,315414
qIDXq,2088-03-27,3427,95956
CTQfN,2067-07-17,4236,288048
QgAhx,2093-07-15,9424,687952
slAcJ,2045-10-12,6747,512772
vmrLU,2030-06-12,6491,311568
yTHEh,2064-07-12,3805,281570
lGoVa,2038-03-13,6525,202275
IRJuG,2091-07-20,4112,370080
psBFq,2039-02-27,7891,544479
VbuxQ,2057-04-04,5846,181226
uKndT,2046-11-04,3257,61883
fxCIy,2090-05-18,5224,156720
zGyGG,2029-12-06,3457,241990
uAkbh,2101-12-26,7210,50470
EwABN,2069-10-06,7894,307866
bxvtl,2115-06-23,5252,215332
mqxxj,2097-10-05,3744,78624
tsOJz,2087-11-04,4996,404676
GzhSX,2038-12-25,6162,425178
kvryu,2050-01-26,4758,118950
ZwgUp,2083-12-21,5834,245028
NUeWz,2027-04-29,2434,240966
vKyIK,2090-12-08,7678,353188
AmWQO,2042-08-01,5141,447267
fQyRo,2078-10-27,4393,79074
hjPHN,2032-02-01,9557,258039
POqse,2112-07-13,6485,51880
EVDgI,2083-06-20,5666,33996
IPcfn,2034-12-22,4392,355752
MeMGs,2070-06-15,4685,332635
jAhpX,2042-10-14,6509,351486
uGDff,2027-01-23,6720,416640
gOkdO,2106-03-29,3833,360302
jWIre,2023-03-01,3941,173404
fHpMI,2057-07-19,9633,57798
lVMVN,2046-10-11,6460,439280
GSRWU,2120-03-24,8372,786968
idOvW,2121-11-17,4395,377970
VWqbE,2102-05-13,9127,383334
vLmKV,2034-05-07,2855,42825
aWOOV,2047-06-14,3013,277196
kRrkx,2073-07-26,8478,262818
QkEUL,2062-01-10,7897,78970
uFpQH,2077-03-17,8394,512034
rkxtL,2107-06-28,8091,218457
talwS,2082-10-24,5522,231924
UaAMB,2044-05-05,5179,119117
UAeYW,2037-05-08,4204,105100
eyUEn,2022-12-28,3091,222552
PjnUz,2096-04-06,6778,318566
ODyWO,2026-02-25,5426,385246
VHTBY,2065-02-12,4458,427968
qfuvj,2068-09-19,6995,440685
GWKlk,2049-02-24,8426,497134
uDRja,2085-01-26,6397,89558
xncbm,2049-04-24,8158,375268
QqxEp,2037-08-06,6466,168116
QrNwO,2103-03-02,7668,107352
Sahxf,2079-03-06,6590,72490
oRlni,2079-11-29,5118,153540
pWhCP,2029-12-15,7252,362600
nYIib,2049-04-04,2082,87444
lDLzU,2101-02-23,4580,155720
HSBSH,2073-12-21,8306,224262
Amagt,2033-06-12,2654,185780
eZQuo,2111-11-18,8668,208032
oUUDg,2121-07-12,4010,68170
CbeQK,2081-07-01,6836,471684
ZBfsh,2055-09-13,7320,607560
FvhES,2085-12-16,2498,132394
ldomP,2097-01-18,8314,66512
QnFtv,2070-08-15,4164,24984
eQHIq,2085-12-03,8447,498373
rhihY,2044-01-23,3937,255905
ScgLy,2085-07-20,6229,361282
TxJsD,2056-11-28,8333,199992
XgfTL,2037-06-02,2799,39186
esjbO,2087-06-02,2007,160560
puVXA,2092-10-24,7771,714932
rEUwW,2110-08-19,5298,74172
hAomW,2052-08-20,3307,119052
HtCeM,2022-08-31,5743,407753
AhDNA,2056-08-11,2671,61433
KErsa,2022-12-01,5487,76818
bfbuU,2041-03-09,9816,971784
crBFQ,2034-09-18,3715,167175
mFdLN,2045-04-24,5875,264375
CVBrm,2054-07-29,5418,319662
qDQip,2040-02-04,3523,24661
KUxkt,2041-02-05,2796,156576
qQbgw,2085-01-22,5234,523400
FBeJv,2055-11-03,6953,201637
kJFpB,2072-06-21,2024,58696
glKdt,2034-04-16,9434,490568
Tocnf,2085-10-10,6604,640588
JcCWb,2028-11-26,2093,83720
pXHPq,2073-03-10,5840,181040
iRpPc,2075-08-16,9483,94830
CjhMA,2103-01-01,6251,568841
mwCWY,2037-11-20,8706,400476
BfPZz,2070-10-22,3358,94024
XAFCB,2121-10-21,3589,305065
hQLuY,2022-09-15,2945,267995
bKFVJ,2037-12-22,3915,54810
cCncM,2092-11-13,6741,525798
NmlOX,2058-10-14,9356,879464
Gmust,2047-01-02,5820,349200
Rxykd,2095-03-11,4207,96761
oWaGI,2033-11-03,4343,356126
RsycJ,2094-09-02,2906,287694
RLIcT,2049-02-21,3207,198834
xzYdQ,2089-06-05,6811,640234
vDyzg,2118-07-30,8285,447390
UlCVn,2055-09-28,3449,255226
FzEpU,2068-03-20,6662,453016
yBIot,2121-01-30,5690,221910
iyptw,2110-11-19,2409,98769
xutyH,2059-02-09,5194,285670
yJMiJ,2097-09-25,2416,84560
NDifr,2037-08-05,3501,182052
RLjJn,2102-10-26,9406,554954
ufPuW,2040-02-17,6398,70378
SLgwX,2027-11-02,5194,280476
NAEvs,2102-05-11,4780,468440
eABiL,2114-06-03,9920,238080
fQuLm,2049-09-23,9244,120172
ldnYd,2055-01-28,9944,964568
ltiCp,2094-11-12,6511,52088
HnpRj,2064-02-17,2763,41445
OTaJQ,2118-10-19,9137,721823
ISWmm,2095-01-05,5260,352420
DahmV,2040-02-01,4021,217134
nNdzJ,2106-03-23,8889,551118
blkyR,2025-09-22,3826,19130
WOYco,2023-12-18,9426,688098
pzkIS,2096-11-08,6655,179685
qeYBQ,2093-05-07,7075,700425
voZEK,2077-05-17,2569,82208
rpnBO,2056-09-17,3704,348176
ZVuTI,2097-03-20,4245,123105
BtlKJ,2099-05-22,9522,723672
RbQBt,2105-12-31,4116,300468
mZDVM,2053-03-19,8142,651360
SaNNh,2044-08-05,8292,74628
Ksnvj,2026-05-17,8370,636120
NlpJP,2058-03-04,4172,75096
qDBKc,2121-06-13,5425,417725
ELRhJ,2105-09-13,4897,29382
mZpJm,2084-01-24,6834,587724
Myijg,2069-03-19,4876,390080
HESXi,2112-04-05,9394,460306
zmKuF,2058-02-11,2979,119160
Zhwqx,2106-11-21,9638,183122
mrMBd,2070-05-07,4293,188892
gRnNs,2100-11-15,5619,545043
AEaYi,2106-05-29,7347,506943
auACm,2039-03-05,3596,136648
uxZcL,2045-01-10,4501,409591
LLHRI,2102-12-20,5759,40313
Gfuml,2062-11-25,6070,224590
xpWFE,2115-09-26,2985,211935
hzYwn,2067-06-21,7424,497408
asrDF,2111-07-06,4675,271150
WqXEo,2052-02-08,5696,546816
UzyND,2061-08-13,7475,441025
VfSTP,2115-03-13,4959,302499
KICbe,2080-05-28,8599,490143
arcPj,2044-12-11,2168,145256
xuXJD,2035-03-05,2166,194940
LncVn,2090-12-01,3208,141152
DpLms,2071-06-17,5121,358470
ukbYT,2028-07-30,5304,365976
LUaMu,2049-08-28,6663,439758
HlQhV,2046-08-04,6360,298920
xqytA,2084-09-12,5330,181220
yRrjt,2066-05-07,4502,81036
qnaRz,2114-11-18,2750,90750
bLEdL,2060-05-09,3930,318330
nBWsX,2069-03-04,7728,340032
YEDdv,2112-06-10,2211,37587
Huqaw,2114-02-22,5861,515768
VEMDU,2114-02-14,2297,41346
ScRaF,2069-09-12,5541,94197
IkEWb,2021-03-07,4808,451952
yUAkF,2071-12-07,4759,466382
vmMwF,2071-12-28,4711,211995
CxgDi,2065-06-20,8192,204800
EiFLE,2102-07-17,6059,181770
vebAI,2061-03-01,8788,210912
hjmEW,2033-10-30,8682,781380
XwqDz,2114-11-20,8178,122670
oTQNK,2033-09-21,7100,198800
yfCFT,2101-04-08,5291,89947
sqipH,2021-03-13,7688,622728
vKHum,2050-10-23,4834,48340
GJYlu,2042-04-04,3120,202800
XsQNB,2103-09-14,8138,105794
XyNYW,2073-04-10,8131,121965
KfNPE,2121-03-08,5146,504308
zWLjt,2026-04-06,8970,843180
LBZOO,2077-08-08,5396,366928
jBUyx,2111-11-13,8134,715792
BkcIO,2119-12-04,5250,115500
npohD,2116-02-18,4920,344400
oHlSy,2056-06-25,5772,265512
ORjNJ,2056-05-29,3154,201856
nMeRc,2084-12-26,9420,169560
KPZsa,2094-04-16,8085,630630
HjFMY,2095-12-31,4222,71774
ZfISm,2109-04-26,4775,229200
xdQSe,2115-02-23,6410,115380
WZjPt,2109-05-30,3068,131924
uJKMn,2058-01-03,8492,764280
ycZWf,2054-08-15,9674,299894
jzDgS,2076-09-02,7389,591120
ThCjH,2065-10-14,3608,176792
LHQkS,2027-08-23,3809,110461
sEorK,2045-04-20,7001,651093
mlKgn,2069-10-10,2329,53567
wywHO,2105-10-29,8584,154512
YBGmN,2104-04-04,9567,593154
jBTfn,2118-10-11,3437,299019
NxHAX,2021-07-27,6094,54846
BtXrB,2121-05-25,6152,442944
SIGvq,2032-01-27,5519,193165
YUuxM,2105-12-04,4581,151173
lIxwY,2090-12-11,7293,598026
WRTEU,2113-09-03,9706,611478
aYZse,2033-08-10,6982,621398
uGymu,2038-09-04,6074,467698
bdVkY,2033-02-20,6706,107296
xxxdQ,2099-11-04,2563,15378
TEoKF,2067-02-23,5533,210254
TqvHY,2089-03-04,4298,214900
