StoreCode,Date,TotalSales,TotalAmount
cAurE,2036-12-27,5880,435120
YhtWY,2042-10-28,5106,148074
eSItw,2046-08-20,4284,304164
flkSX,2106-07-05,4444,164428
ltOdM,2118-01-21,2206,70592
iwuQa,2085-10-15,3594,247986
KcZRO,2051-09-03,2327,137293
yGEPn,2023-02-18,4735,222545
ZPCiI,2032-01-12,8069,508347
clyey,2054-09-30,9575,900050
ptuHY,2109-02-02,9894,939930
DSLiG,2102-08-04,4323,255057
tkjTV,2048-08-13,4220,189900
jpOue,2071-08-02,9184,348992
gHtBk,2112-07-21,2534,119098
HaQbW,2084-10-21,2920,64240
lPFrF,2092-05-18,6654,306084
zNqnr,2031-07-27,4092,188232
oSLEf,2092-06-22,6569,335019
XOeGK,2104-03-07,3409,259084
MkhmR,2094-01-13,8430,497370
HDFVh,2022-07-05,2271,211203
bZNrv,2076-05-02,6403,422598
qqMRa,2068-04-07,8152,741832
yuPlp,2077-09-21,7430,371500
EgDVY,2023-09-28,7947,119205
oJRnH,2052-12-24,4880,107360
Ulvwf,2094-02-14,6782,603598
Zdkte,2089-01-07,9413,611845
vuCOP,2095-04-30,9436,490672
kLAcH,2067-04-06,9062,842766
XGhbO,2035-03-07,5539,33234
XQaHJ,2061-10-03,4953,465582
xHllz,2051-06-30,8287,522081
XEmIJ,2069-08-30,2183,52392
orpMr,2043-01-01,2818,152172
jyrvB,2069-02-03,4656,381792
DiWdM,2092-10-10,3321,46494
pJbdt,2054-05-23,8353,492827
aQesR,2051-04-24,8024,128384
yaVEF,2098-03-02,4084,147024
NRoJG,2032-02-04,8200,418200
aTfZz,2076-11-25,8415,168300
oWLEE,2118-03-06,3021,223554
yutoT,2051-08-16,2220,13320
dGvdC,2051-09-06,9062,498410
AYYHE,2045-11-01,8328,308136
Pqphe,2043-07-15,7749,247968
VZEKW,2097-09-17,6817,340850
WRVNv,2057-07-26,8810,546220
iHfaD,2079-08-16,4171,204379
alDAd,2070-11-24,9539,600957
flZxQ,2045-06-16,4740,364980
NoAhW,2115-08-06,2892,196656
MRUez,2045-11-18,6026,90390
jqVSB,2066-03-18,5618,224720
aEZLq,2083-09-02,7129,327934
jFHnp,2110-03-02,2813,230666
niuao,2094-05-09,5627,562700
uxoTY,2103-08-10,8899,231374
QfxWo,2090-03-03,3333,286638
AgdDr,2030-05-01,4833,53163
zDqyD,2042-04-02,5980,143520
DQdfx,2035-03-17,4876,253552
GrqPo,2076-09-22,6602,363110
eSTsG,2035-11-14,4027,209404
oqAWv,2055-01-18,5818,546892
TbVIw,2108-11-28,4697,342881
FCIWC,2106-11-18,3965,23790
wAqsT,2094-01-02,6878,632776
UmHsj,2041-01-20,8374,418700
aOMVv,2056-05-21,2471,71659
DgKsH,2077-02-08,9931,943445
XAQvR,2066-05-04,6672,46704
VMttA,2064-02-03,8446,836154
RMmcx,2058-04-30,4129,284901
fGpJo,2111-12-15,8438,683478
gQLfK,2118-08-14,3259,296569
NwOBS,2035-05-11,6402,460944
vpVkm,2117-07-31,9391,882754
BvaxX,2052-06-15,9658,840246
WkQEr,2055-09-28,9011,378462
NEJMD,2033-01-27,8965,475145
