StoreCode,Date,TotalSales,TotalAmount
yoPMM,2092-07-20,3043,173451
fnifp,2053-06-11,2958,62118
UBiHD,2025-08-08,9226,904148
pHkIy,2058-08-16,4414,75038
hAamr,2025-05-03,9163,348194
NGGPn,2051-07-23,6560,216480
PieYt,2060-08-30,9767,830195
BBviV,2100-06-22,7320,512400
WGIMR,2031-04-07,4254,119112
Fcoqj,2120-08-11,6766,182682
zxbcV,2057-03-25,7164,57312
aqXjv,2032-03-17,9063,126882
HwABJ,2083-08-11,9566,344376
pwxsm,2084-03-05,8462,380790
AxKjw,2023-06-30,4494,161784
KhQou,2062-08-05,3805,45660
FVLXv,2115-10-23,6607,634272
LzYQM,2098-12-03,9988,469436
eiFNn,2040-02-12,2251,85538
HTneU,2108-06-18,5431,184654
woWTU,2048-02-25,2715,24435
afDKH,2117-05-07,2598,57156
fXnQd,2036-03-07,2042,20420
nDWOq,2090-09-04,3312,36432
mgRkA,2045-06-16,9915,118980
rwALY,2098-08-11,9609,124917
bGjFI,2111-12-21,3380,135200
OjAxV,2069-01-10,3523,73983
pliSK,2065-06-07,3683,136271
dkzSF,2060-06-06,9107,154819
MuwFP,2118-07-22,4840,116160
cfFWu,2069-03-27,7541,603280
xfVbw,2118-08-18,6626,649348
xBRCe,2065-12-17,8716,679848
AiXGp,2023-08-14,2513,87955
COxZZ,2082-05-05,6164,591744
DgDLy,2041-10-08,2605,67730
yqSqM,2029-11-20,4656,195552
KuELV,2110-07-26,2098,106998
LQmGM,2085-07-25,4544,413504
gMrrU,2033-10-13,4197,176274
yYKlJ,2090-04-12,2067,105417
vlExD,2057-05-22,5332,469216
unHPa,2050-12-12,4527,384795
Ijovy,2034-01-04,2000,160000
jPInm,2034-10-02,7934,55538
gkiUJ,2095-07-30,7932,317280
cSwhe,2030-04-06,8289,406161
zKGLk,2076-07-21,8863,735629
HRRep,2074-04-10,9415,847350
cAurE,2100-09-19,9972,89748
YhtWY,2029-08-19,4483,192769
eSItw,2116-08-06,5314,116908
flkSX,2114-08-05,5119,296902
ltOdM,2110-05-15,7750,294500
iwuQa,2039-11-02,8551,538713
KcZRO,2042-12-16,8399,579531
yGEPn,2027-06-02,4347,347760
ZPCiI,2099-08-20,7348,411488
clyey,2074-10-31,3174,190440
ptuHY,2107-06-21,9593,306976
DSLiG,2061-09-03,8467,812832
tkjTV,2090-04-30,4309,392119
jpOue,2039-06-03,3525,137475
gHtBk,2082-07-04,7767,776700
HaQbW,2029-03-28,2600,13000
lPFrF,2086-11-15,2911,259079
zNqnr,2045-08-23,4652,218644
oSLEf,2083-12-20,2077,72695
XOeGK,2072-04-26,6661,219813
MkhmR,2095-03-21,2627,63048
HDFVh,2048-11-28,6346,253840
bZNrv,2113-09-04,6769,439985
qqMRa,2065-03-11,7054,260998
yuPlp,2071-03-19,8204,557872
EgDVY,2031-05-07,2360,146320
oJRnH,2101-09-05,7316,307272
Ulvwf,2111-05-31,4003,224168
Zdkte,2046-05-09,5739,131997
vuCOP,2040-03-23,6394,57546
kLAcH,2095-10-25,9274,259672
XGhbO,2100-08-23,9880,879320
XQaHJ,2067-09-28,8668,355388
xHllz,2090-05-17,2580,74820
XEmIJ,2047-01-23,8609,163571
orpMr,2058-09-23,5522,524590
jyrvB,2028-07-01,4010,108270
DiWdM,2108-07-20,9458,482358
pJbdt,2115-07-22,2482,210970
aQesR,2077-05-24,7960,485560
yaVEF,2047-05-29,6887,454542
NRoJG,2076-07-29,9982,379316
aTfZz,2039-08-28,8430,396210
oWLEE,2030-09-04,2025,170100
yutoT,2058-02-02,9873,187587
dGvdC,2092-11-21,4934,394720
AYYHE,2068-01-16,3987,83727
Pqphe,2093-11-03,9492,531552
VZEKW,2061-09-25,5135,451880
WRVNv,2076-07-13,3774,132090
iHfaD,2091-09-01,5527,105013
alDAd,2046-01-01,6213,86982
flZxQ,2093-08-13,7009,518666
NoAhW,2108-01-09,5910,478710
MRUez,2067-12-31,4229,118412
jqVSB,2120-08-14,3711,289458
aEZLq,2041-03-04,8816,599488
jFHnp,2023-12-23,7182,114912
niuao,2044-04-15,6364,50912
uxoTY,2057-02-22,7447,588313
QfxWo,2086-03-27,9200,82800
AgdDr,2030-12-29,7607,395564
zDqyD,2029-06-18,5856,35136
DQdfx,2047-04-04,6823,197867
GrqPo,2021-05-13,3182,162282
eSTsG,2040-01-07,6612,323988
oqAWv,2032-12-25,2285,125675
TbVIw,2093-03-30,8099,737009
FCIWC,2116-05-26,9761,585660
wAqsT,2098-09-30,5207,145796
UmHsj,2049-08-01,4689,225072
aOMVv,2073-03-22,5689,312895
DgKsH,2094-06-17,7441,364609
XAQvR,2063-09-01,2576,182896
VMttA,2106-07-11,6960,473280
RMmcx,2082-08-24,9043,379806
fGpJo,2083-01-18,6358,171666
gQLfK,2031-06-24,6441,515280
NwOBS,2062-11-12,4237,177954
vpVkm,2046-01-12,9662,850256
BvaxX,2088-08-24,2195,96580
WkQEr,2096-02-15,9405,460845
NEJMD,2046-10-21,4788,268128
iWElQ,2118-04-20,2857,25713
uBeRU,2117-10-11,3349,144007
IGvms,2059-03-14,9493,256311
QtidG,2090-01-26,5317,361556
QAbBt,2100-08-07,4502,274622
GlqCH,2054-05-10,2513,118111
clIpF,2109-05-06,3825,145350
hgYlA,2097-07-23,3974,87428
GXuAF,2072-07-23,8204,295344
aTYKa,2022-04-11,9827,845122
jDKYr,2084-07-12,6704,663696
HpDxV,2099-11-22,9359,823592
yKFQJ,2071-06-27,5038,327470
mYRzy,2085-10-02,5473,164190
YbrVf,2117-09-14,2687,209586
OnxjQ,2051-12-24,2938,67574
TSqRr,2085-02-13,6569,551796
NDtjR,2104-10-10,2792,226152
kPsmd,2090-02-21,7190,639910
GeMWZ,2119-12-24,8591,584188
Dgwbu,2041-03-22,5826,238866
RJOUN,2075-12-04,3360,282240
KOOGk,2054-02-09,4434,319248
etwzA,2097-05-31,7673,115095
gkJwL,2058-09-17,6510,110670
TkCEQ,2030-12-16,7181,359050
mfVba,2111-07-03,9153,173907
iVjoX,2056-07-13,2104,61016
xNjcJ,2029-12-04,4074,256662
GQUGT,2051-01-15,6418,51344
YaHYp,2120-12-30,3309,92652
XPLIp,2025-08-30,4952,64376
KhXqf,2077-06-09,8039,64312
nBQnc,2059-04-13,7297,197019
TbFwW,2064-04-12,5295,169440
kNhde,2037-03-07,7203,288120
dhFID,2112-05-05,5498,120956
EZiaQ,2040-07-19,9387,234675
sLFmF,2052-12-06,3309,145596
toqFu,2114-03-11,5489,499499
PdveO,2071-08-20,4334,34672
BzZTV,2092-09-26,4005,36045
khBfg,2103-06-29,7779,739005
Brbyo,2119-07-22,3443,61974
hxCJQ,2075-12-11,4722,406092
PXenY,2102-02-20,8299,199176
cwtDX,2062-05-07,6511,136731
eUPbR,2118-07-14,9854,650364
WmlnQ,2035-04-16,3701,155442
kOlaN,2104-06-29,6937,277480
yrQct,2090-07-26,3743,265753
WJdpA,2041-05-16,5768,507584
fXWVR,2084-05-29,8997,710763
NMxTB,2026-09-23,6018,421260
pUtri,2071-05-17,7342,477230
wnZIE,2118-04-22,2442,29304
TgYFa,2022-12-07,3186,31860
aNprq,2057-09-19,9022,451100
FLcJk,2083-09-20,7353,492651
DsvRZ,2085-02-25,8486,721310
MUHIO,2034-08-26,6744,586728
PnQku,2094-04-18,8931,366171
auapI,2100-11-03,6938,124884
OgydP,2118-07-02,5326,378146
zFXxM,2032-05-14,5680,255600
zQzLp,2119-01-07,8924,446200
FIAJK,2042-03-15,5454,114534
fhhcY,2026-10-01,7338,726462
zghcv,2087-12-02,4585,55020
KIJls,2038-03-10,6076,273420
wdpvP,2102-09-10,9466,851940
fFXEw,2036-11-21,8617,637658
qYLhG,2026-07-19,4008,356712
VuEHV,2089-06-25,9110,382620
GlgRx,2052-03-01,6688,86944
nvdSW,2117-04-24,8791,167029
kOoCc,2068-05-20,3681,176688
UbVdI,2068-06-29,8000,328000
NssPe,2112-09-18,3840,130560
xFuoR,2095-11-17,2856,188496
DTMgX,2062-11-19,6772,453724
mlJlb,2040-11-23,7033,464178
ymBoG,2021-07-22,2663,55923
IaTIL,2032-08-15,6266,225576
RDRbk,2049-06-11,9221,719238
PEdzJ,2051-08-16,5880,370440
uvYKG,2120-01-27,9070,662110
kaKpY,2073-12-20,4988,99760
SeXAD,2112-06-19,7660,643440
QMmbL,2046-11-28,6349,158725
AGZKo,2097-09-27,9889,810898
TScRb,2096-04-06,2514,168438
KGAMJ,2075-12-19,6661,326389
JViUc,2028-03-13,6156,523260
KAhnw,2109-07-01,4110,127410
xhPHG,2103-12-08,4488,130152
ZSErb,2097-05-02,5501,214539
PuWMA,2119-08-31,3637,363700
IXpTk,2112-10-02,7548,143412
soqBT,2089-11-02,3634,39974
UYTSr,2102-12-27,7590,273240
cfLcc,2049-03-15,6078,237042
LCmQP,2046-08-15,4720,122720
zQebo,2118-02-01,6863,109808
hWvFA,2088-11-09,8269,678058
tqpRp,2088-06-26,7794,568962
hUecU,2111-04-13,9261,175959
wyZhm,2048-07-29,2373,75936
EOVmQ,2038-11-29,9278,102058
wdJWS,2095-04-28,8594,335166
vVlLg,2065-11-14,6413,423258
dvYIP,2103-06-12,8449,659022
EYsXj,2098-05-17,3286,29574
IJRUx,2021-09-06,6597,639909
BQvxj,2051-08-30,6917,311265
MZeaV,2104-10-04,2216,124096
GdwjX,2119-11-03,9981,608841
XzDRI,2057-03-06,6305,586365
SfoCb,2065-11-25,7585,280645
XHZpl,2089-07-31,2320,34800
qhGWw,2120-08-13,2557,219902
EyAMJ,2110-07-24,3847,176962
cOkai,2035-04-12,7677,422235
ErNKN,2083-03-11,6894,96516
LUZXk,2114-06-19,6467,569096
LCbTC,2072-05-26,9289,798854
aFBqj,2056-05-18,5494,186796
LgLtU,2090-10-04,7160,35800
SVJuK,2054-07-27,3645,211410
VgqlC,2086-04-18,5087,96653
lNIwZ,2102-08-22,9771,830535
nrDwj,2025-05-11,3969,186543
mTYLg,2092-02-24,3047,109692
kZqaY,2116-04-24,8819,158742
biUrp,2067-03-08,8512,629888
dySwt,2062-04-28,7866,353970
nXTSo,2100-01-15,4314,51768
NYJYP,2104-07-28,3946,303842
TdqRz,2118-04-14,7738,735110
DLuNM,2112-03-15,3460,89960
iOdxH,2110-11-06,7526,67734
gKrAl,2057-04-29,3361,268880
qjOML,2027-07-24,2586,219810
vzFzF,2037-05-31,3073,242767
IedHV,2049-01-11,3876,240312
eZrvP,2119-04-05,2467,41939
iflfM,2087-01-22,9817,736275
ylIMC,2026-02-27,3185,229320
VMeqN,2093-10-12,8911,784168
AwOZr,2079-03-25,6631,656469
SiIRG,2098-06-01,7842,674412
KMQJh,2059-09-04,6063,30315
ZkYJi,2092-01-31,7640,626480
QivYi,2112-12-23,7359,375309
jdRdI,2060-11-03,4206,189270
dlRPu,2118-06-26,9122,155074
AEzua,2037-12-31,3490,69800
udeoO,2046-03-25,9046,189966
tIbkH,2031-01-09,9863,956711
jnckU,2028-08-12,3412,44356
UqKHU,2085-11-21,8702,95722
fvvzF,2023-03-04,3448,206880
ubBvJ,2118-03-20,3346,190722
jcBKP,2053-02-20,6326,600970
MZufH,2120-08-24,2797,243339
leBWA,2037-09-10,2004,174348
FZkIh,2086-02-25,4662,228438
QcxGX,2099-01-10,2803,86893
OYDFS,2024-08-23,6466,310368
CWpDO,2111-02-10,6681,126939
yMpVe,2063-06-26,8330,741370
NHPBK,2034-05-27,9485,151760
BTfXS,2051-03-18,5636,309980
GYwgd,2104-05-16,8087,396263
SJHSM,2068-06-01,9224,175256
eaOwZ,2045-09-11,8352,91872
GegCn,2050-03-02,3361,40332
CVdHm,2068-07-01,2460,113160
piDSU,2077-06-14,4077,97848
uHFdq,2071-06-24,5114,51140
VBvsZ,2117-03-30,4591,197413
OaonV,2029-04-18,9911,287419
WxCuC,2087-06-20,6218,192758
lrdmQ,2050-03-21,7891,291967
XDBOn,2061-06-30,9264,870816
zKiCg,2090-09-20,7162,243508
GhWjC,2061-06-20,6398,172746
rLgcW,2087-09-27,2786,139300
Kmhev,2096-01-27,4480,35840
JMnTL,2028-06-23,5882,270572
tygbv,2121-09-30,4111,156218
KSaTN,2059-07-17,8616,663432
kYhLY,2114-09-20,8856,389664
IQpeV,2047-05-07,5101,25505
SSGhM,2097-03-28,7036,548808
qMQqC,2116-09-20,5783,300716
iaKlv,2045-01-20,5969,370078
uTDfX,2064-03-09,2447,234912
EywWq,2061-03-28,5424,54240
YsTui,2057-01-16,6537,366072
KNCJS,2083-02-18,9807,872823
WuKsx,2070-10-28,8861,637992
ANVEy,2090-10-30,7080,290280
UWaYX,2101-02-28,7690,446020
ssYLB,2052-05-10,2286,38862
setOB,2082-05-08,4079,65264
hsrSA,2087-08-05,3997,79940
kqluk,2035-04-17,7301,532973
JYZuR,2026-10-08,3782,22692
STRTS,2029-12-05,5980,107640
qTePA,2114-08-17,3043,237354
mSMBw,2046-11-15,5383,360661
dDwYL,2042-01-26,5925,248850
Xgsru,2117-12-07,2294,153698
ZetEh,2113-04-13,6059,460484
vlvxB,2081-09-17,4811,235739
PGFlN,2070-12-19,8702,748372
hwJkd,2100-04-29,4761,52371
jtVyk,2056-12-16,5652,559548
rbgKb,2092-11-06,2670,237630
DUdIG,2084-04-24,8124,706788
GYZVK,2115-09-10,7669,536830
QliAf,2036-05-22,8432,826336
NlLfn,2036-06-13,7204,381812
tmKjH,2022-12-24,2027,64864
kqimz,2120-05-15,8243,717141
slAfl,2046-07-29,8473,660894
Vahai,2092-02-22,5346,160380
tXPLn,2088-12-02,5338,277576
ePGqv,2037-08-25,3510,263250
zCCRP,2022-09-30,4997,174895
hMOUE,2072-07-08,7072,671840
ntrCa,2073-02-10,3013,141611
GmWQr,2103-02-27,5954,285792
egwMA,2108-10-04,9390,206580
HaEgD,2066-06-14,2146,193140
xdCJc,2110-10-30,3106,96286
okJyN,2024-04-24,4049,214597
ThPsv,2098-08-29,3764,274772
VWPwm,2062-02-21,3470,180440
UdIGN,2121-01-14,9332,139980
rHBoM,2055-06-21,9584,364192
AjNQi,2058-12-08,7909,593175
nHGfU,2104-07-13,7271,625306
vwXuA,2043-03-05,8431,92741
ZJRDH,2099-03-03,5707,502216
KNnBR,2048-06-11,9061,761124
JubAv,2027-08-06,9266,333576
MJXcE,2094-08-13,4829,241450
lzuFZ,2097-11-15,6174,74088
NbkzT,2084-07-25,7987,622986
dbLLF,2116-01-20,2405,12025
CGXWX,2049-11-04,2285,102825
Lnbox,2059-01-11,6793,54344
OOCWw,2048-12-15,5818,401442
oJjpd,2047-11-26,8518,477008
gEHsH,2076-05-09,7500,345000
