StoreCode,Date,TotalSales,TotalAmount
bLEdL,2107-08-14,6221,279945
nBWsX,2107-10-27,2158,56108
YEDdv,2096-10-10,9889,741675
Huqaw,2025-05-27,4734,274572
VEMDU,2076-07-07,4819,332511
ScRaF,2055-12-24,5744,172320
IkEWb,2110-09-13,6967,362284
yUAkF,2097-04-24,9663,734388
vmMwF,2037-12-20,2406,170826
CxgDi,2022-07-30,7853,141354
EiFLE,2079-09-17,9647,337645
vebAI,2041-07-25,4721,420169
hjmEW,2107-07-06,9699,106689
XwqDz,2092-04-21,8131,146358
oTQNK,2076-07-09,8538,700116
yfCFT,2059-07-12,9382,797470
sqipH,2042-03-18,8362,41810
vKHum,2057-03-06,9028,54168
GJYlu,2093-12-14,3539,286659
XsQNB,2083-02-09,6913,131347
XyNYW,2120-11-20,9329,279870
KfNPE,2083-03-16,4325,142725
zWLjt,2070-05-22,7799,569327
LBZOO,2093-03-08,6585,131700
jBUyx,2094-02-09,5377,317243
BkcIO,2099-09-11,4048,56672
npohD,2067-02-10,4094,282486
oHlSy,2068-12-06,4537,444626
ORjNJ,2111-12-22,8231,164620
nMeRc,2093-08-03,3073,86044
KPZsa,2029-09-05,5199,374328
HjFMY,2113-02-01,8425,412825
ZfISm,2095-12-07,8781,878100
xdQSe,2115-09-09,2283,11415
WZjPt,2090-12-28,6968,404144
uJKMn,2031-06-15,8616,852984
ycZWf,2058-08-03,3578,243304
jzDgS,2028-05-17,8627,543501
ThCjH,2092-10-10,7394,621096
LHQkS,2069-04-07,4278,102672
sEorK,2066-04-19,7674,544854
mlKgn,2036-01-05,6254,625400
wywHO,2103-03-11,8878,124292
YBGmN,2085-10-30,6075,407025
jBTfn,2043-05-01,3506,203348
NxHAX,2021-11-09,5343,267150
BtXrB,2095-06-06,7617,289446
SIGvq,2115-04-29,4323,393393
YUuxM,2069-04-29,6244,87416
lIxwY,2055-09-14,5481,422037
WRTEU,2110-01-08,9910,881990
aYZse,2110-11-22,8823,185283
uGymu,2102-09-12,8387,721282
bdVkY,2094-10-24,3907,39070
xxxdQ,2087-03-11,2721,231285
TEoKF,2109-01-27,8796,650904
TqvHY,2046-10-09,7329,278502
YrCmK,2035-10-15,9554,859860
AyODv,2075-07-03,7799,600523
SLGvg,2098-08-05,3572,353628
xYRIJ,2029-12-20,6652,226168
mQdRc,2040-12-13,6754,209374
PTuRg,2114-07-17,4366,109150
sBYvZ,2119-03-06,4678,121628
obwvs,2089-02-15,4695,413160
FvafL,2070-03-20,6190,117610
Lophj,2084-07-04,4545,231795
kIGjc,2079-09-26,4802,336140
hzhfC,2024-10-07,3269,16345
VcTBw,2068-10-29,7260,704220
SJmMg,2089-05-12,5110,214620
eFaAS,2111-12-09,2531,106302
GAZpr,2060-07-07,9765,917910
RzlSK,2062-01-20,7585,288230
WxaxZ,2079-05-17,4550,445900
VwQUS,2119-03-28,5538,155064
wGTkG,2028-12-06,9911,852346
xhwRj,2038-12-17,4566,168942
SJElI,2067-10-13,3317,26536
KUzqX,2103-04-25,5019,376425
aPylH,2062-06-08,3990,303240
meNtD,2043-12-23,8910,80190
pIQTk,2036-12-22,5221,255829
ExDQm,2089-08-31,5476,54760
bXRMv,2048-06-11,4250,263500
yBnce,2121-04-08,8661,476355
scuvi,2047-04-09,6522,502194
pgqEq,2043-11-11,3037,45555
ytYLT,2032-07-29,5777,340843
LDiYP,2081-02-27,5516,237188
WKkXA,2040-02-12,3606,57696
ABviR,2066-03-21,2884,86520
hJegb,2033-01-23,6730,531670
HKTiq,2066-01-18,9125,428875
OHnow,2026-10-24,3101,272888
FlrAk,2118-06-22,2133,59724
RFgpa,2080-03-17,4379,297772
saQBN,2036-10-17,5483,131592
Jkjcg,2117-07-23,6124,459300
nPQjP,2113-06-28,6273,608481
NdXau,2070-10-08,7902,355590
eNHsM,2108-02-21,4379,205813
ntjoe,2107-06-03,8778,272118
uJhPn,2048-01-05,6169,67859
AXiBL,2105-05-05,7815,648645
CqZhn,2029-11-01,2792,242904
CYcPN,2080-11-13,8701,574266
DpXrY,2065-11-15,2845,136560
JZmGM,2072-05-13,2442,100122
NAqcA,2052-07-26,7447,632995
lTPEo,2081-09-23,6670,506920
sTXYe,2056-05-20,5160,108360
gsXOr,2098-08-23,7302,262872
YRwUE,2025-09-26,2154,101238
RHAuO,2045-10-12,8670,632910
INYMj,2079-12-13,5429,325740
qNgVE,2095-07-27,2176,200192
bPUCM,2033-06-04,5937,314661
NyHOc,2034-06-26,8982,134730
pwnlB,2021-10-01,5340,523320
jcBdh,2092-04-28,7475,590525
byOjC,2107-11-03,5640,276360
AaqJK,2022-06-28,4784,71760
tzcPa,2088-02-10,3621,112251
Hkqpu,2102-06-17,7477,433666
Iizvd,2065-02-26,2041,102050
RDqil,2025-04-07,2990,143520
uHVWC,2099-08-20,2953,233287
RJhmE,2035-02-15,7047,662418
XvqqP,2038-04-25,2115,145935
xWhJf,2091-06-12,2579,41264
yGLBj,2062-05-14,2596,77880
dNYXo,2056-11-16,7045,443835
synBh,2093-11-17,5403,507882
hgXTv,2108-07-09,9805,147075
QscgK,2048-12-10,3487,31383
uDZNS,2056-05-02,7007,658658
gYdPd,2071-11-30,5328,484848
swMcN,2112-03-16,6240,168480
huOCi,2069-11-11,3145,97495
XKpkB,2043-02-03,5529,60819
IQIoQ,2118-02-05,7314,416898
Pqibt,2094-12-04,5619,438282
QLYru,2043-07-16,8907,472071
prNjp,2023-11-04,2787,245256
ywDgw,2111-11-05,9553,783346
EOuGi,2118-09-28,2812,160284
qGCvQ,2065-10-21,5108,245184
IwMFG,2067-08-01,3267,205821
RNCWl,2069-10-14,5877,235080
iufYB,2025-12-06,8793,571545
anlBU,2094-08-19,6518,619210
SPPBt,2050-01-31,3464,166272
uDaMI,2044-05-26,2592,129600
abUtW,2089-02-19,4076,232332
bceYY,2070-08-13,5022,155682
yIpfP,2082-07-14,6596,197880
iapZh,2057-11-21,5716,51444
xqxiX,2024-09-02,7730,641590
GpVwe,2028-08-07,9164,82476
TfCjo,2084-05-09,2394,35910
uSIuL,2047-06-10,6958,271362
DKhMG,2038-02-19,4052,153976
UMzIr,2027-05-24,4256,148960
JEcPe,2095-04-14,8345,41725
dHOWb,2022-02-02,6286,94290
MTtET,2039-09-18,2146,141636
cDvSm,2073-08-27,2450,51450
YqlzQ,2119-01-08,2142,164934
TIIHZ,2047-09-28,8551,367693
tQEig,2046-11-15,5122,184392
zEpHg,2048-06-18,4369,423793
EJFNk,2068-05-20,9174,559614
AvbxV,2077-01-23,6081,249321
HpTWl,2023-10-08,6177,160602
QCjmN,2055-12-26,7391,258685
tzeZO,2045-09-02,5751,92016
Kwcjp,2116-04-08,9384,694416
pcROx,2110-07-20,3555,159975
gAMtd,2113-01-15,6442,231912
VjKsx,2083-09-12,2013,104676
svunt,2115-08-26,9366,355908
YuwRT,2023-08-12,9486,635562
hPeiL,2043-07-11,4861,398602
uadTG,2119-10-16,5716,211492
CcTQy,2093-03-16,5336,453560
MfVCP,2111-01-16,7999,463942
gfSXb,2102-08-05,2976,154752
GPemI,2114-07-29,6345,323595
LohWj,2117-08-16,4155,83100
AlHDZ,2116-05-16,7429,705755
