StoreCode,Date,TotalSales,TotalAmount
uxZcL,2114-03-25,3128,147016
LLHRI,2079-06-19,5333,117326
Gfuml,2026-12-24,2412,202608
xpWFE,2090-04-15,2856,77112
hzYwn,2050-06-04,7178,43068
asrDF,2027-03-12,4600,391000
WqXEo,2040-06-03,7777,684376
UzyND,2079-05-13,4944,202704
VfSTP,2053-04-12,9786,518658
KICbe,2097-06-27,3052,277732
arcPj,2036-04-19,9637,125281
xuXJD,2029-06-17,7946,738978
LncVn,2030-07-22,4710,211950
DpLms,2119-08-03,6961,313245
ukbYT,2047-11-27,7028,604408
LUaMu,2029-11-06,7153,386262
HlQhV,2038-08-25,3741,246906
xqytA,2069-04-02,4517,243918
yRrjt,2042-12-05,8833,741972
qnaRz,2027-12-19,6585,184380
bLEdL,2113-02-23,7077,311388
nBWsX,2029-02-28,3071,199615
YEDdv,2103-09-21,6036,531168
Huqaw,2077-03-22,8797,738948
VEMDU,2030-06-30,9004,387172
ScRaF,2085-06-07,3472,31248
IkEWb,2066-02-17,5363,364684
yUAkF,2116-09-08,3391,339100
vmMwF,2109-11-27,9046,569898
CxgDi,2028-03-15,2546,140030
EiFLE,2043-08-31,5616,449280
vebAI,2069-02-17,7002,161046
hjmEW,2044-11-29,2915,233200
XwqDz,2031-08-01,2107,101136
oTQNK,2105-09-17,7408,614864
yfCFT,2048-04-18,4245,135840
sqipH,2056-09-23,5722,411984
vKHum,2101-03-29,8316,632016
GJYlu,2050-02-19,6972,146412
XsQNB,2116-11-16,8693,712826
XyNYW,2080-03-06,4641,106743
KfNPE,2044-11-11,9202,239252
zWLjt,2034-10-17,6431,418015
LBZOO,2052-10-15,5772,455988
jBUyx,2115-11-29,6247,187410
BkcIO,2049-02-09,5480,317840
npohD,2025-02-16,7799,608322
oHlSy,2073-08-15,7199,302358
ORjNJ,2042-04-04,6988,132772
nMeRc,2067-12-30,6169,74028
KPZsa,2086-03-30,6960,313200
HjFMY,2104-07-08,6679,394061
ZfISm,2065-05-05,7659,91908
xdQSe,2073-07-31,7949,333858
WZjPt,2025-03-07,4792,431280
uJKMn,2110-09-06,7830,712530
ycZWf,2094-07-18,8884,186564
jzDgS,2026-02-25,2927,242941
ThCjH,2066-02-16,8798,871002
LHQkS,2051-02-17,3124,140580
sEorK,2059-12-13,2856,114240
