StoreCode,Date,TotalSales,TotalAmount
IRJuG,2033-10-07,4941,286578
psBFq,2043-04-27,2276,204840
VbuxQ,2063-12-13,5371,526358
uKndT,2072-08-17,3618,253260
fxCIy,2032-01-07,8934,527106
zGyGG,2035-07-28,9562,793646
uAkbh,2113-01-25,4205,349015
EwABN,2104-12-05,3975,31800
bxvtl,2110-04-15,7246,376792
mqxxj,2098-03-07,3222,141768
tsOJz,2080-11-02,7921,221788
GzhSX,2025-04-24,2259,65511
kvryu,2115-11-05,8587,180327
ZwgUp,2051-01-19,9620,173160
NUeWz,2102-09-09,2919,186816
vKyIK,2106-07-10,7871,401421
AmWQO,2107-07-06,4827,424776
fQyRo,2052-04-16,3972,258180
hjPHN,2102-05-25,4647,27882
POqse,2029-05-18,2546,244416
EVDgI,2092-06-07,2287,208117
IPcfn,2113-03-05,5293,121739
MeMGs,2066-05-23,8721,758727
jAhpX,2031-04-22,9974,468778
uGDff,2072-10-09,7255,449810
gOkdO,2056-05-11,7738,603564
jWIre,2028-01-16,2930,149430
fHpMI,2084-05-28,4832,265760
lVMVN,2116-07-13,3830,233630
GSRWU,2093-09-14,5981,215316
idOvW,2114-05-01,9566,793978
VWqbE,2091-04-28,7969,358605
vLmKV,2050-04-29,5613,44904
aWOOV,2030-04-18,4598,78166
kRrkx,2024-08-13,5440,179520
QkEUL,2100-04-01,4236,76248
uFpQH,2050-10-23,7194,136686
rkxtL,2058-05-17,2572,77160
talwS,2068-09-29,6531,202461
UaAMB,2037-07-13,4996,154876
UAeYW,2036-11-05,4527,312363
eyUEn,2058-09-28,7821,539649
PjnUz,2099-11-25,7152,607920
ODyWO,2041-09-27,4614,207630
VHTBY,2046-06-02,6243,543141
qfuvj,2028-03-21,3894,50622
GWKlk,2090-10-23,6070,364200
uDRja,2119-12-11,3673,337916
xncbm,2104-11-19,6569,578072
QqxEp,2062-07-08,2369,189520
QrNwO,2051-10-04,4670,135430
Sahxf,2112-08-28,7654,298506
oRlni,2107-12-27,5025,376875
pWhCP,2031-04-24,5126,415206
nYIib,2119-01-12,7237,477642
lDLzU,2083-05-26,3915,309285
HSBSH,2032-10-18,7498,97474
Amagt,2042-10-23,2715,181905
eZQuo,2026-02-08,5608,308440
oUUDg,2042-09-30,9428,480828
CbeQK,2109-12-23,8215,501115
ZBfsh,2039-01-04,8914,472442
FvhES,2062-04-23,8348,751320
ldomP,2021-02-10,9023,523334
QnFtv,2074-07-18,4738,459586
eQHIq,2029-11-21,2121,108171
rhihY,2033-08-11,2976,107136
ScgLy,2048-07-10,4639,64946
TxJsD,2031-07-13,6821,532038
XgfTL,2073-02-12,3375,40500
esjbO,2110-02-22,4453,93513
puVXA,2091-04-03,7385,487410
rEUwW,2061-07-31,7932,63456
hAomW,2053-03-20,4474,143168
HtCeM,2045-06-07,6983,237422
AhDNA,2079-01-19,7462,141778
KErsa,2082-06-06,4365,148410
bfbuU,2109-10-16,2094,52350
crBFQ,2069-06-12,7362,117792
mFdLN,2057-02-16,6181,302869
CVBrm,2050-04-27,6197,61970
qDQip,2110-01-23,3480,34800
KUxkt,2055-08-09,9713,271964
qQbgw,2034-10-15,2629,97273
FBeJv,2032-01-23,4174,96002
kJFpB,2075-10-03,3111,146217
glKdt,2024-11-29,2662,255552
Tocnf,2035-12-01,8112,365040
JcCWb,2024-05-07,9793,293790
pXHPq,2040-01-21,7322,732200
iRpPc,2071-02-20,8795,307825
CjhMA,2073-06-25,2469,158016
mwCWY,2021-07-28,3918,78360
BfPZz,2112-05-26,2538,215730
XAFCB,2061-11-14,7769,256377
hQLuY,2102-07-10,8269,686327
bKFVJ,2045-09-10,8998,764830
cCncM,2085-07-28,8912,294096
NmlOX,2085-03-07,3676,47788
Gmust,2040-05-21,9984,289536
Rxykd,2112-05-24,9252,740160
oWaGI,2082-04-04,6967,522525
RsycJ,2094-08-31,3584,164864
RLIcT,2057-07-07,6571,617674
xzYdQ,2086-03-25,5568,545664
vDyzg,2059-07-13,9938,526714
UlCVn,2034-04-01,8102,113428
FzEpU,2121-04-08,7675,391425
yBIot,2067-03-09,2108,113832
iyptw,2104-04-27,7220,563160
xutyH,2047-10-03,3734,29872
yJMiJ,2103-08-27,3532,328476
NDifr,2119-11-04,9702,455994
RLjJn,2070-07-27,9927,307737
ufPuW,2073-06-29,4743,374697
SLgwX,2104-11-22,9166,293312
NAEvs,2024-10-31,2634,107994
eABiL,2034-12-05,3603,291843
fQuLm,2085-11-27,8471,533673
ldnYd,2107-12-17,2819,118398
ltiCp,2047-02-05,8063,249953
HnpRj,2108-12-03,2113,29582
OTaJQ,2085-03-21,7838,517308
ISWmm,2028-05-25,4280,368080
DahmV,2084-09-27,2087,12522
nNdzJ,2053-10-12,3404,180412
blkyR,2026-04-01,6980,362960
WOYco,2100-04-14,5783,150358
pzkIS,2108-04-07,6406,44842
qeYBQ,2060-10-21,4552,22760
voZEK,2048-09-06,3862,316684
rpnBO,2110-07-01,4778,105116
ZVuTI,2037-03-22,5706,353772
BtlKJ,2089-11-06,8585,154530
RbQBt,2073-07-08,8530,136480
mZDVM,2113-11-06,4944,192816
SaNNh,2086-03-03,2731,139281
Ksnvj,2047-02-15,5720,543400
NlpJP,2058-10-08,4226,346532
qDBKc,2052-09-06,6172,141956
ELRhJ,2086-01-01,7027,505944
mZpJm,2119-09-16,4219,168760
Myijg,2079-05-04,3974,246388
HESXi,2063-06-09,5956,101252
zmKuF,2070-10-04,2146,10730
Zhwqx,2063-08-20,5248,251904
mrMBd,2041-07-10,6725,215200
gRnNs,2114-08-31,8093,655533
AEaYi,2072-04-17,2334,221730
auACm,2060-08-29,8898,685146
uxZcL,2025-03-02,2304,29952
LLHRI,2102-08-11,9190,771960
Gfuml,2082-04-21,6301,226836
xpWFE,2090-01-29,2781,150174
hzYwn,2028-06-04,3404,78292
asrDF,2108-05-15,5232,408096
WqXEo,2024-10-19,2103,164034
UzyND,2083-05-03,9970,269190
VfSTP,2061-09-28,6740,242640
KICbe,2095-10-08,5916,212976
arcPj,2058-07-26,2822,39508
xuXJD,2116-12-25,9370,730860
LncVn,2031-09-14,8966,546926
DpLms,2026-05-23,4844,116256
ukbYT,2045-02-06,3801,83622
LUaMu,2045-08-28,6473,142406
HlQhV,2106-09-14,6890,406510
xqytA,2043-10-04,3588,304980
yRrjt,2034-12-13,2095,12570
qnaRz,2119-08-30,7683,138294
bLEdL,2097-07-04,7439,349633
nBWsX,2108-10-24,8075,694450
YEDdv,2093-10-13,8231,419781
Huqaw,2078-08-11,5938,166264
VEMDU,2049-01-01,2360,108560
ScRaF,2094-05-06,4931,433928
IkEWb,2052-01-14,5757,293607
yUAkF,2039-05-16,4200,159600
vmMwF,2025-11-12,4205,29435
CxgDi,2030-08-25,6958,514892
EiFLE,2087-08-15,2486,42262
vebAI,2041-12-09,6159,67749
hjmEW,2032-06-27,8059,491599
XwqDz,2098-09-21,7554,279498
oTQNK,2092-10-18,6585,138285
yfCFT,2027-10-08,6856,665032
sqipH,2107-04-15,9289,594496
vKHum,2114-01-10,4735,397740
GJYlu,2099-05-26,7472,328768
XsQNB,2057-05-10,7807,163947
XyNYW,2023-06-22,3397,247981
KfNPE,2026-10-08,2360,59000
zWLjt,2056-09-27,9507,827109
LBZOO,2112-08-01,2747,93398
jBUyx,2118-01-08,4714,240414
BkcIO,2043-01-21,4093,106418
npohD,2077-12-11,3485,219555
oHlSy,2066-02-05,3144,235800
ORjNJ,2085-08-13,7291,605153
nMeRc,2024-08-09,7164,666252
KPZsa,2053-09-07,2728,141856
HjFMY,2095-04-30,7640,756360
ZfISm,2070-04-01,3098,300506
xdQSe,2076-09-20,5294,132350
WZjPt,2032-09-10,3714,204270
uJKMn,2071-03-27,3676,220560
ycZWf,2067-01-27,5826,279648
jzDgS,2120-11-29,4931,488169
ThCjH,2113-04-08,6057,290736
LHQkS,2057-09-28,7496,352312
sEorK,2102-08-21,8820,414540
mlKgn,2088-03-31,6246,93690
wywHO,2046-09-29,8989,512373
YBGmN,2077-06-25,5053,131378
jBTfn,2036-09-06,5049,207009
NxHAX,2118-03-15,4933,59196
BtXrB,2111-11-20,9620,365560
