StoreCode,Date,TotalSales,TotalAmount
WRTEU,2038-11-09,8787,861126
aYZse,2024-11-27,9539,267092
uGymu,2099-11-11,4840,29040
bdVkY,2061-12-26,2997,137862
xxxdQ,2060-07-31,2523,47937
TEoKF,2073-12-21,4720,387040
TqvHY,2058-01-11,7518,330792
YrCmK,2060-07-15,2887,28870
AyODv,2044-06-11,2920,14600
SLGvg,2036-05-01,8596,120344
xYRIJ,2068-06-27,7633,91596
mQdRc,2057-05-10,9775,488750
PTuRg,2104-07-26,4697,380457
sBYvZ,2063-06-07,4774,243474
obwvs,2021-01-06,7945,492590
FvafL,2117-11-29,3432,274560
Lophj,2120-09-17,9889,276892
kIGjc,2044-04-25,8339,66712
hzhfC,2028-11-19,7460,604260
VcTBw,2070-07-02,5487,422499
SJmMg,2035-07-21,2320,139200
eFaAS,2081-01-29,6252,562680
GAZpr,2022-06-07,6365,553755
RzlSK,2077-03-12,6955,159965
WxaxZ,2066-04-18,7539,610659
VwQUS,2050-05-11,4616,456984
wGTkG,2103-02-08,3002,36024
xhwRj,2114-03-17,9106,619208
SJElI,2062-03-31,2617,81127
KUzqX,2104-04-22,8400,512400
aPylH,2087-06-23,3152,69344
meNtD,2039-05-04,7716,609564
pIQTk,2039-02-21,5729,401030
ExDQm,2105-04-22,3764,71516
bXRMv,2060-12-15,8449,794206
yBnce,2071-04-30,9872,661424
scuvi,2022-03-03,6642,285606
pgqEq,2115-12-08,6492,564804
ytYLT,2084-09-02,2769,235365
LDiYP,2060-06-01,4693,464607
WKkXA,2088-06-17,4716,122616
ABviR,2061-03-31,5688,483480
hJegb,2082-09-02,8084,751812
HKTiq,2079-06-19,3504,196224
OHnow,2067-06-07,2170,60760
FlrAk,2054-11-07,5463,426114
RFgpa,2052-01-05,6112,207808
saQBN,2029-10-18,9695,145425
Jkjcg,2076-12-30,7325,659250
nPQjP,2052-05-31,7124,534300
NdXau,2104-01-13,6888,640584
eNHsM,2064-10-21,4595,82710
