StoreCode,Date,TotalSales,TotalAmount
NDtjR,2052-01-11,8180,155420
kPsmd,2069-02-22,3840,268800
GeMWZ,2114-02-16,2283,107301
Dgwbu,2121-12-20,7773,466380
RJOUN,2117-07-14,3197,172638
KOOGk,2102-03-11,4894,39152
etwzA,2048-08-14,4297,386730
gkJwL,2102-03-26,8622,137952
TkCEQ,2054-12-28,9947,328251
mfVba,2077-06-14,9138,319830
iVjoX,2021-07-02,9425,876525
xNjcJ,2041-12-30,4099,409900
GQUGT,2023-03-31,5473,448786
YaHYp,2090-11-30,8896,791744
XPLIp,2079-09-23,5153,190661
KhXqf,2103-10-16,9448,585776
nBQnc,2083-10-05,9691,804353
TbFwW,2065-06-24,8292,348264
kNhde,2043-09-22,8645,250705
dhFID,2093-07-31,3828,375144
EZiaQ,2108-12-27,3948,23688
sLFmF,2072-02-09,3738,41118
toqFu,2056-01-24,5542,482154
PdveO,2026-03-18,3797,121504
BzZTV,2103-07-26,4895,416075
khBfg,2037-04-29,5154,432936
Brbyo,2088-02-23,6711,657678
hxCJQ,2082-02-26,2723,92582
PXenY,2033-11-06,6091,48728
cwtDX,2040-02-24,2673,98901
eUPbR,2044-11-15,5679,238518
WmlnQ,2083-02-08,8363,334520
kOlaN,2081-12-13,7980,151620
yrQct,2067-11-27,3148,157400
WJdpA,2076-12-30,4929,285882
fXWVR,2021-01-01,4513,63182
NMxTB,2073-09-12,9569,928193
pUtri,2067-06-21,4244,224932
wnZIE,2068-04-18,8862,576030
TgYFa,2063-07-01,5075,421225
aNprq,2082-03-22,5016,190608
FLcJk,2068-08-08,4694,323886
DsvRZ,2023-01-16,3304,171808
MUHIO,2110-10-22,2287,180673
PnQku,2118-02-15,3465,138600
auapI,2114-04-17,3341,327418
OgydP,2047-08-22,3609,288720
zFXxM,2099-07-09,2075,58100
zQzLp,2024-05-15,8825,811900
FIAJK,2050-07-14,2656,66400
fhhcY,2083-01-23,8107,535062
zghcv,2114-07-31,2105,166295
KIJls,2088-12-07,2272,43168
wdpvP,2116-11-19,6767,263913
fFXEw,2098-02-09,8698,243544
qYLhG,2097-06-08,4019,168798
VuEHV,2063-01-26,6402,300894
GlgRx,2051-04-19,6509,214797
nvdSW,2107-07-01,6653,445751
kOoCc,2075-05-07,8702,774478
UbVdI,2067-04-14,3422,78706
NssPe,2055-06-01,5083,152490
xFuoR,2034-12-02,9830,806060
DTMgX,2099-05-15,7129,356450
mlJlb,2095-04-25,9356,757836
ymBoG,2042-04-13,6321,265482
IaTIL,2078-11-22,9452,708900
RDRbk,2057-10-25,3720,360840
PEdzJ,2024-01-19,4965,258180
uvYKG,2103-12-12,8439,388194
kaKpY,2051-09-27,9555,611520
SeXAD,2070-01-25,3877,201604
QMmbL,2045-01-07,6724,114308
AGZKo,2108-05-19,5503,77042
TScRb,2056-11-08,4362,65430
KGAMJ,2096-03-27,3891,159531
JViUc,2076-09-24,7747,774700
KAhnw,2080-05-24,4003,72054
xhPHG,2039-09-02,2591,152869
ZSErb,2119-12-01,6795,265005
PuWMA,2114-12-07,8780,122920
IXpTk,2061-02-11,9159,631971
soqBT,2094-12-08,6697,261183
UYTSr,2120-04-21,7474,321382
cfLcc,2098-01-17,9711,514683
LCmQP,2089-10-12,9635,269780
zQebo,2085-03-25,7733,510378
hWvFA,2047-11-20,8722,340158
tqpRp,2054-08-03,8982,377244
hUecU,2045-01-25,2926,143374
wyZhm,2118-08-01,4015,148555
EOVmQ,2115-08-18,9137,584768
wdJWS,2051-09-24,2728,139128
vVlLg,2067-01-19,7115,526510
dvYIP,2029-01-27,6978,600108
EYsXj,2098-01-02,5563,289276
IJRUx,2066-12-23,2852,236716
BQvxj,2083-10-14,2205,200655
MZeaV,2097-03-20,9238,230950
GdwjX,2069-05-03,3503,252216
XzDRI,2100-07-05,5801,174030
SfoCb,2043-05-27,6887,103305
XHZpl,2113-03-10,8074,419848
qhGWw,2103-10-17,8337,241773
EyAMJ,2080-05-15,2014,14098
cOkai,2075-10-05,5204,124896
ErNKN,2106-11-19,7845,455010
LUZXk,2049-12-17,3865,328525
LCbTC,2025-05-29,2232,203112
aFBqj,2052-01-17,5921,301971
LgLtU,2032-07-15,2273,145472
SVJuK,2063-12-20,6517,149891
VgqlC,2121-04-04,8186,122790
lNIwZ,2112-04-17,6092,97472
nrDwj,2066-10-12,3233,252174
mTYLg,2042-04-01,4028,310156
kZqaY,2026-12-28,5308,244168
