StoreCode,Date,TotalSales,TotalAmount
HZIVT,2054-11-19,9393,563580
WDVmp,2037-11-12,5758,477914
ozDIX,2090-12-29,9811,696581
qIDXq,2028-07-16,6263,369517
CTQfN,2120-09-28,4569,269571
QgAhx,2101-01-20,8182,793654
slAcJ,2111-10-30,2969,231582
vmrLU,2025-04-28,8334,575046
yTHEh,2033-03-13,3648,134976
lGoVa,2025-10-19,9825,334050
IRJuG,2080-02-15,6038,543420
psBFq,2083-06-26,6903,317538
VbuxQ,2117-05-12,4150,348600
uKndT,2035-01-01,8742,681876
fxCIy,2040-02-27,4111,115108
zGyGG,2119-05-15,4728,255312
uAkbh,2077-09-09,5891,506626
EwABN,2070-12-11,4067,85407
bxvtl,2025-09-06,2776,252616
mqxxj,2069-08-26,5606,386814
tsOJz,2086-08-30,9773,469104
GzhSX,2030-07-13,2310,25410
kvryu,2068-06-20,8247,618525
ZwgUp,2115-06-08,4835,386800
NUeWz,2069-02-23,6163,221868
vKyIK,2113-07-28,8139,740649
AmWQO,2097-02-21,6657,505932
fQyRo,2030-10-15,3752,116312
hjPHN,2090-04-12,8510,59570
POqse,2077-07-23,2165,127735
EVDgI,2025-05-03,4414,375190
IPcfn,2036-04-03,2105,157875
MeMGs,2033-11-22,3863,266547
jAhpX,2086-06-01,3766,263620
uGDff,2079-12-28,6986,607782
gOkdO,2055-10-04,4549,336626
jWIre,2062-02-16,6058,139334
fHpMI,2041-04-29,8738,87380
lVMVN,2034-05-14,7881,157620
GSRWU,2043-11-04,8052,676368
idOvW,2055-10-11,3969,369117
VWqbE,2066-01-23,5481,268569
vLmKV,2091-09-21,9165,577395
aWOOV,2059-02-12,7313,460719
kRrkx,2115-06-14,7493,232283
QkEUL,2046-12-12,7651,520268
uFpQH,2082-08-07,9221,866774
rkxtL,2052-11-01,5588,318516
talwS,2025-11-07,6316,341064
UaAMB,2027-10-14,5457,251022
UAeYW,2045-09-06,2202,121110
eyUEn,2048-02-22,7046,472082
PjnUz,2074-10-22,6881,467908
ODyWO,2041-04-06,2025,147825
