StoreCode,Date,TotalSales,TotalAmount
UbVdI,2110-01-15,3638,221918
NssPe,2104-02-11,8107,154033
xFuoR,2083-06-09,2058,24696
DTMgX,2085-01-18,4726,66164
mlJlb,2054-05-13,3738,299040
ymBoG,2023-07-05,6611,204941
IaTIL,2030-07-08,4390,272180
RDRbk,2080-01-06,9562,812770
PEdzJ,2103-03-27,6241,243399
uvYKG,2120-12-06,5292,497448
kaKpY,2081-12-13,7563,249579
SeXAD,2093-07-15,2059,35003
QMmbL,2078-05-30,2530,25300
AGZKo,2055-09-25,2433,94887
TScRb,2089-07-14,5590,234780
KGAMJ,2085-12-01,8265,297540
JViUc,2104-08-05,7985,726635
KAhnw,2113-07-28,6847,492984
xhPHG,2063-09-11,3627,155961
ZSErb,2066-02-10,8903,872494
PuWMA,2067-12-20,3085,283820
IXpTk,2067-04-03,9610,259470
soqBT,2110-08-14,2958,212976
UYTSr,2110-10-24,9583,776223
cfLcc,2114-01-28,6240,536640
LCmQP,2077-09-25,6867,281547
zQebo,2061-01-05,9334,168012
hWvFA,2094-09-22,2743,268814
tqpRp,2029-05-20,6956,507788
hUecU,2049-01-27,4357,313704
wyZhm,2120-01-10,3396,118860
EOVmQ,2037-04-03,2303,112847
wdJWS,2024-11-26,8824,511792
vVlLg,2106-01-05,3979,230782
dvYIP,2025-08-07,2211,48642
EYsXj,2083-07-27,4360,117720
IJRUx,2078-09-03,8178,49068
BQvxj,2045-12-13,3315,79560
MZeaV,2039-10-26,6450,148350
GdwjX,2055-09-01,3096,204336
XzDRI,2096-07-05,9807,274596
SfoCb,2112-06-11,2189,72237
XHZpl,2033-06-18,6306,353136
qhGWw,2094-07-31,9384,253368
EyAMJ,2071-08-30,2120,169600
cOkai,2089-07-10,3512,94824
ErNKN,2043-01-10,8811,731313
LUZXk,2048-03-24,2620,154580
LCbTC,2072-10-11,3466,155970
aFBqj,2069-09-12,2200,63800
LgLtU,2112-08-25,6304,535840
SVJuK,2041-01-09,2553,45954
VgqlC,2086-09-14,2450,107800
lNIwZ,2042-11-05,3923,333455
nrDwj,2078-09-24,3150,28350
mTYLg,2100-04-29,5002,475190
kZqaY,2093-09-10,4869,243450
biUrp,2024-09-06,7220,505400
dySwt,2025-07-17,3504,108624
nXTSo,2105-01-23,3075,178350
NYJYP,2034-06-05,5060,151800
TdqRz,2065-04-10,7414,385528
DLuNM,2111-08-07,5439,293706
iOdxH,2116-06-06,6323,619654
gKrAl,2108-06-01,5741,252604
qjOML,2113-06-08,9122,793614
vzFzF,2094-06-13,7441,111615
IedHV,2056-01-22,8179,408950
eZrvP,2073-11-15,8417,673360
iflfM,2083-11-05,6959,445376
ylIMC,2036-01-23,9317,83853
VMeqN,2070-04-15,9908,644020
AwOZr,2118-06-06,8691,147747
SiIRG,2085-03-11,9776,654992
KMQJh,2111-04-04,5200,364000
ZkYJi,2094-09-23,3383,135320
QivYi,2113-12-18,2119,197067
jdRdI,2082-11-27,7471,709745
dlRPu,2094-10-09,9063,389709
AEzua,2056-12-10,9768,625152
udeoO,2097-02-19,2247,49434
tIbkH,2051-01-16,9510,893940
jnckU,2113-04-11,9194,349372
UqKHU,2042-11-02,3741,52374
fvvzF,2075-03-02,4130,115640
ubBvJ,2083-08-24,8093,598882
jcBKP,2025-02-18,5463,267687
MZufH,2078-02-10,7320,322080
leBWA,2051-04-28,6727,67270
FZkIh,2031-01-03,2688,155904
QcxGX,2112-01-25,6150,448950
OYDFS,2092-12-13,5911,171419
CWpDO,2115-07-22,4521,117546
yMpVe,2047-07-28,6933,402114
NHPBK,2027-02-25,5240,450640
BTfXS,2065-07-26,6341,405824
GYwgd,2022-09-05,9438,94380
SJHSM,2077-08-04,3173,241148
eaOwZ,2113-06-05,9019,766615
GegCn,2028-07-26,3414,334572
CVdHm,2053-06-18,2254,31556
piDSU,2025-10-05,3325,103075
uHFdq,2056-12-03,2569,154140
VBvsZ,2091-05-24,9441,547578
OaonV,2080-10-26,6749,67490
WxCuC,2035-02-04,2798,279800
lrdmQ,2035-05-22,9187,404228
XDBOn,2024-03-19,4168,45848
zKiCg,2113-12-30,3718,345774
GhWjC,2119-03-27,3909,320538
rLgcW,2062-08-17,8245,371025
Kmhev,2068-11-27,2644,95184
JMnTL,2110-02-02,7763,155260
tygbv,2041-12-09,3096,49536
KSaTN,2117-02-02,7979,702152
kYhLY,2078-11-01,8145,716760
IQpeV,2092-12-13,8292,555564
SSGhM,2085-02-18,5174,36218
qMQqC,2085-08-11,7558,264530
iaKlv,2051-02-10,9206,773304
uTDfX,2107-01-04,6241,249640
EywWq,2055-05-26,8777,228202
YsTui,2043-04-30,2686,252484
KNCJS,2106-05-20,5914,94624
WuKsx,2099-07-22,4413,83847
ANVEy,2101-11-03,5451,294354
UWaYX,2090-10-28,7441,528311
ssYLB,2118-10-27,4269,388479
setOB,2039-12-23,7692,499980
hsrSA,2026-10-07,9351,476901
kqluk,2121-02-19,4608,156672
JYZuR,2033-01-02,2231,93702
STRTS,2031-08-15,9704,262008
qTePA,2067-08-09,8765,298010
mSMBw,2077-02-08,7396,717412
dDwYL,2120-09-10,5231,266781
Xgsru,2078-09-09,2975,116025
ZetEh,2033-04-22,8486,203664
vlvxB,2067-08-07,7920,768240
PGFlN,2080-03-08,7739,386950
hwJkd,2076-05-20,3063,113331
jtVyk,2060-01-11,8720,627840
rbgKb,2096-02-11,9164,320740
DUdIG,2113-10-18,3137,75288
GYZVK,2095-09-25,4088,216664
QliAf,2095-06-14,5001,420084
NlLfn,2072-10-08,9247,712019
tmKjH,2046-12-05,4981,119544
kqimz,2111-03-30,5841,473121
slAfl,2112-07-05,3586,179300
Vahai,2088-01-16,6876,158148
tXPLn,2073-07-04,7429,141151
ePGqv,2025-09-01,5213,385762
zCCRP,2120-06-14,6684,33420
hMOUE,2115-02-02,2582,87788
ntrCa,2045-09-29,3773,162239
GmWQr,2032-11-02,3157,18942
egwMA,2073-11-22,5812,540516
HaEgD,2049-11-24,5074,30444
xdCJc,2025-11-24,5479,284908
okJyN,2047-10-08,5935,130570
ThPsv,2099-06-09,8525,323950
VWPwm,2024-02-08,9850,925900
UdIGN,2036-10-19,9836,295080
rHBoM,2070-05-18,6055,187705
AjNQi,2052-12-31,2405,81770
nHGfU,2112-09-11,9577,526735
vwXuA,2083-01-15,3516,281280
ZJRDH,2046-07-20,5703,456240
KNnBR,2043-05-15,5689,500632
JubAv,2052-08-10,9219,921900
MJXcE,2035-02-02,8682,659832
lzuFZ,2032-10-12,4835,82195
NbkzT,2096-04-19,6013,589274
dbLLF,2039-09-01,9013,306442
CGXWX,2081-09-10,7816,679992
Lnbox,2050-12-16,6914,255818
OOCWw,2034-11-01,6899,200071
oJjpd,2116-07-11,7910,229390
gEHsH,2023-09-15,9703,543368
wzYak,2028-12-14,7449,111735
zgXpN,2021-08-13,6312,309288
oyfDZ,2109-10-08,7734,657390
OKaQl,2055-12-07,6260,68860
rNDTc,2075-11-20,9413,178847
vZRdZ,2054-06-27,3328,282880
PEvtn,2075-05-19,5644,287844
sYwQV,2055-08-28,9053,516021
KBwCt,2104-03-07,2970,83160
mPuGW,2050-09-14,4086,40860
yTBDy,2077-06-18,2072,76664
CueVE,2046-03-02,4144,319088
qkxue,2069-03-27,6658,253004
LYhDl,2053-02-15,7185,316140
gndlW,2067-03-19,9475,388475
Lmlko,2063-04-11,3866,328610
JWBfD,2094-12-26,7113,263181
bIJKs,2101-03-05,2951,120991
wqsBh,2062-07-26,9034,614312
UcLrz,2078-03-16,8419,538816
QOSbc,2089-11-05,6408,333216
sMqHg,2073-08-27,4468,67020
ehiBf,2033-03-07,2657,193961
ddZJd,2121-03-09,7548,233988
CrzOh,2119-01-04,6476,129520
RDaEM,2065-03-18,2222,164428
djmvH,2061-12-21,9983,698810
ndGUZ,2026-01-30,2390,88430
vOfCn,2112-05-06,8971,538260
BTaZB,2121-12-16,9285,826365
Bxwxe,2099-05-16,6460,239020
aaCPZ,2108-02-15,4544,113600
BlIdp,2056-01-07,4036,28252
VBYtQ,2097-05-22,5540,210520
ZpOOw,2118-04-28,7768,706888
fRyHQ,2060-04-08,3609,198495
ttEre,2096-09-14,9684,919980
XfzNT,2098-03-28,6345,583740
KFoSd,2081-12-23,8775,43875
WTDQv,2078-06-26,9714,932544
MkNMD,2065-02-12,9837,678753
KBamU,2054-02-04,9954,398160
xViNc,2033-03-15,3792,197184
gKIyA,2055-04-08,5937,350283
OdkJD,2079-01-21,4875,443625
zxAJF,2091-11-15,2916,84564
Igdvq,2076-01-03,6688,501600
wiIhA,2047-01-09,2162,38916
FnFgI,2120-03-25,9440,792960
wJMYW,2076-05-31,6683,561372
mjplW,2108-04-07,4014,208728
eDTeH,2072-10-30,8958,465816
TIOBi,2107-01-18,9922,327426
xwKsc,2096-07-05,5015,310930
stMiO,2041-12-17,6816,279456
HawXD,2064-09-10,7672,767200
rfDaa,2073-07-13,2333,167976
OXAud,2092-09-11,5784,387528
lglks,2049-05-24,7552,45312
nTacC,2105-02-12,2988,35856
SeDoA,2075-10-05,4694,140820
TGccw,2111-10-15,3516,288312
XBWmR,2042-12-10,3541,350559
gykMD,2088-07-02,9902,703042
wEQqZ,2086-03-12,8672,511648
NyJnU,2060-04-17,2887,256943
DXhHc,2038-11-22,2810,261330
qDvAh,2068-05-28,7500,330000
nUTHk,2116-05-06,9897,752172
acGxm,2068-12-26,7156,450828
shnja,2069-04-17,4690,98490
KFUGw,2055-10-19,7687,399724
UDpYo,2035-08-13,7107,426420
LplpW,2061-09-12,2220,106560
aZUOR,2082-09-20,4586,50446
FWGHn,2104-06-28,6634,663400
LtwFp,2087-12-02,8540,563640
bRHtm,2076-05-04,4939,409937
MkghG,2034-09-16,8974,107688
Ikadb,2116-11-18,5811,249873
HZIVT,2088-11-05,8612,732020
WDVmp,2120-11-11,5284,264200
ozDIX,2102-04-07,5073,207993
qIDXq,2041-02-13,3674,279224
CTQfN,2032-06-03,8718,130770
QgAhx,2074-08-29,5572,217308
slAcJ,2021-12-13,3820,148980
vmrLU,2095-10-30,9356,308748
yTHEh,2084-01-21,7302,175248
lGoVa,2025-05-16,6274,319974
IRJuG,2071-04-26,8518,187396
psBFq,2034-07-06,7071,275769
VbuxQ,2054-09-05,3580,322200
uKndT,2052-04-05,6640,358560
fxCIy,2028-02-09,3390,193230
zGyGG,2110-05-07,2098,130076
uAkbh,2061-01-01,4999,94981
EwABN,2116-11-11,9607,317031
bxvtl,2025-07-05,8444,506640
mqxxj,2072-11-30,9147,256116
tsOJz,2023-01-02,4278,166842
GzhSX,2027-03-23,3571,324961
kvryu,2098-04-03,6644,378708
ZwgUp,2052-04-15,5451,387021
NUeWz,2025-02-18,5897,277159
vKyIK,2042-08-08,6118,526148
AmWQO,2043-08-16,6012,78156
fQyRo,2031-12-04,7107,63963
hjPHN,2031-11-08,8012,304456
POqse,2115-10-09,7220,707560
EVDgI,2116-07-03,8868,257172
IPcfn,2038-11-17,4519,216912
MeMGs,2094-07-06,6049,344793
jAhpX,2063-02-09,5483,449606
uGDff,2063-02-01,8141,89551
gOkdO,2094-06-18,5256,26280
jWIre,2115-03-08,6359,152616
fHpMI,2056-05-01,6228,74736
lVMVN,2032-05-13,5679,408888
GSRWU,2033-12-04,9906,485394
idOvW,2061-09-23,9784,538120
VWqbE,2104-07-18,8533,682640
vLmKV,2103-03-02,3636,287244
aWOOV,2031-02-09,7309,226579
kRrkx,2088-09-03,5877,311481
QkEUL,2021-09-07,5632,33792
uFpQH,2101-07-02,8870,470110
rkxtL,2026-03-24,6818,449988
talwS,2037-08-13,7960,700480
UaAMB,2078-12-28,8910,855360
UAeYW,2117-10-14,2819,160683
eyUEn,2042-11-13,3813,114390
PjnUz,2120-09-27,3875,259625
ODyWO,2036-01-02,4586,385224
VHTBY,2060-07-14,8967,690459
qfuvj,2086-09-27,4963,243187
GWKlk,2023-04-04,9722,583320
uDRja,2061-05-21,3678,290562
xncbm,2067-09-16,4173,283764
