StoreCode,Date,TotalSales,TotalAmount
hwJkd,2026-03-01,4466,35728
jtVyk,2071-07-06,9842,797202
rbgKb,2068-11-02,4428,137268
DUdIG,2047-07-21,5848,76024
GYZVK,2112-03-26,4593,275580
QliAf,2059-09-18,2512,195936
NlLfn,2107-03-12,9462,444714
tmKjH,2049-07-26,4574,256144
kqimz,2050-12-06,7873,94476
slAfl,2075-10-05,9705,87345
Vahai,2063-09-25,6399,217566
tXPLn,2078-01-02,7148,543248
ePGqv,2034-07-15,8723,697840
zCCRP,2058-05-05,5646,39522
hMOUE,2095-10-29,9995,609695
ntrCa,2032-10-11,4729,416152
GmWQr,2085-02-18,9872,197440
egwMA,2088-11-08,4546,68190
HaEgD,2059-06-08,8297,481226
xdCJc,2031-10-08,3657,109710
okJyN,2085-05-15,6872,673456
ThPsv,2029-12-19,7696,515632
VWPwm,2021-02-01,4225,198575
UdIGN,2110-07-11,3147,47205
rHBoM,2024-11-20,7003,189081
AjNQi,2119-03-09,3897,222129
nHGfU,2023-08-06,4240,50880
vwXuA,2041-06-08,6465,575385
ZJRDH,2104-09-25,9975,857850
KNnBR,2031-07-15,3314,16570
JubAv,2095-12-30,7542,248886
MJXcE,2035-11-09,9757,965943
lzuFZ,2108-10-19,2647,195878
NbkzT,2090-07-28,5972,597200
dbLLF,2085-10-25,2170,43400
CGXWX,2063-09-30,3071,193473
Lnbox,2076-09-07,9783,557631
OOCWw,2032-09-04,5370,155730
oJjpd,2022-04-19,7255,50785
gEHsH,2079-08-16,9384,56304
wzYak,2101-09-13,9408,310464
zgXpN,2087-02-23,8750,498750
oyfDZ,2096-04-26,9670,319110
OKaQl,2021-11-12,3259,263979
rNDTc,2108-01-06,5774,334892
vZRdZ,2081-08-20,3693,284361
PEvtn,2101-09-03,6472,537176
sYwQV,2089-04-06,3087,108045
KBwCt,2057-03-07,9465,189300
mPuGW,2036-07-04,2809,134832
yTBDy,2105-03-07,9027,595782
CueVE,2078-04-05,6883,640119
qkxue,2106-11-30,5365,278980
LYhDl,2050-04-01,9701,543256
gndlW,2059-08-18,6696,441936
Lmlko,2053-09-27,7039,464574
JWBfD,2064-10-04,7844,352980
bIJKs,2041-06-15,3927,98175
wqsBh,2078-07-02,4710,80070
UcLrz,2021-01-21,3422,219008
QOSbc,2028-12-24,4898,176328
sMqHg,2062-08-09,8311,689813
ehiBf,2052-04-04,6618,608856
ddZJd,2029-01-28,4273,175193
CrzOh,2067-11-21,2468,236928
RDaEM,2115-11-25,5957,554001
djmvH,2074-06-02,8786,474444
ndGUZ,2088-06-10,9539,486489
vOfCn,2094-09-19,8707,679146
BTaZB,2091-03-03,7264,130752
Bxwxe,2112-04-02,9142,393106
aaCPZ,2028-11-09,7546,565950
BlIdp,2036-05-17,8674,320938
VBYtQ,2021-01-30,7616,555968
ZpOOw,2040-02-06,5968,113392
fRyHQ,2102-06-06,2054,82160
ttEre,2087-12-20,6840,396720
XfzNT,2100-10-19,4906,313984
KFoSd,2079-07-22,6309,353304
WTDQv,2044-04-06,8578,463212
MkNMD,2090-10-11,8071,193704
KBamU,2113-04-24,4927,221715
xViNc,2076-09-19,2854,196926
gKIyA,2028-09-11,4612,27672
OdkJD,2107-09-12,6670,653660
zxAJF,2026-09-22,9466,709950
Igdvq,2052-08-30,9953,865911
wiIhA,2039-01-05,5677,351974
FnFgI,2077-04-10,7724,579300
wJMYW,2063-05-12,8160,693600
mjplW,2075-05-24,9244,101684
eDTeH,2089-03-22,2230,95890
TIOBi,2049-05-20,6796,462128
xwKsc,2068-07-18,6006,102102
stMiO,2043-04-19,9633,404586
HawXD,2114-08-06,5776,311904
rfDaa,2033-12-08,7261,319484
OXAud,2034-04-15,5084,376216
lglks,2087-04-05,2085,22935
nTacC,2095-05-03,4184,112968
SeDoA,2073-10-30,5420,411920
TGccw,2061-08-07,2723,73521
XBWmR,2101-03-25,3781,94525
gykMD,2103-08-11,8124,235596
wEQqZ,2060-07-25,6971,648303
NyJnU,2031-07-16,8970,843180
DXhHc,2079-04-07,6550,150650
qDvAh,2058-05-07,7395,532440
nUTHk,2035-12-17,6628,371168
acGxm,2069-10-03,4146,273636
shnja,2120-07-26,9738,233712
KFUGw,2096-11-16,7890,789000
UDpYo,2089-04-07,7698,261732
LplpW,2103-07-18,3089,132827
aZUOR,2084-02-21,9411,376440
FWGHn,2058-01-23,5351,385272
LtwFp,2087-09-19,5651,124322
bRHtm,2051-06-01,5326,95868
MkghG,2073-10-16,6461,387660
Ikadb,2088-02-08,8507,399829
HZIVT,2061-09-19,8524,733064
WDVmp,2081-05-30,9326,363714
ozDIX,2057-06-20,7636,114540
qIDXq,2096-07-08,8998,269940
CTQfN,2080-06-08,6111,604989
QgAhx,2060-09-01,3038,75950
slAcJ,2047-05-16,8950,250600
vmrLU,2030-12-22,4657,274763
yTHEh,2036-10-09,8825,653050
lGoVa,2078-07-12,4774,114576
IRJuG,2082-05-06,4672,336384
psBFq,2082-08-31,3974,174856
VbuxQ,2119-05-03,6877,667069
uKndT,2099-06-15,6386,166036
fxCIy,2063-02-20,6708,489684
zGyGG,2021-01-04,6631,92834
uAkbh,2095-04-04,9153,393579
EwABN,2079-05-14,2756,118508
bxvtl,2073-12-20,7659,543789
mqxxj,2083-09-17,6225,99600
tsOJz,2042-08-25,9702,320166
GzhSX,2078-12-10,8912,891200
kvryu,2087-10-21,5028,326820
ZwgUp,2065-07-09,3256,211640
NUeWz,2096-03-22,6519,260760
vKyIK,2049-05-03,8115,657315
AmWQO,2111-06-02,8600,154800
fQyRo,2044-06-14,6854,623714
hjPHN,2113-11-15,7989,111846
POqse,2100-09-06,2102,115610
EVDgI,2051-06-29,3406,108992
IPcfn,2058-12-26,4118,358266
MeMGs,2034-01-01,3175,117475
jAhpX,2076-07-25,3068,30680
uGDff,2105-09-14,4093,327440
gOkdO,2067-05-30,4093,319254
jWIre,2116-02-12,8697,869700
fHpMI,2048-09-27,3178,228816
lVMVN,2092-09-26,5238,497610
GSRWU,2050-12-25,6851,506974
idOvW,2098-01-02,3012,33132
VWqbE,2065-09-14,5483,405742
vLmKV,2048-02-04,5872,587200
aWOOV,2053-05-25,4393,351440
kRrkx,2084-06-02,5623,354249
QkEUL,2079-10-20,6840,88920
uFpQH,2119-12-18,6015,535335
rkxtL,2075-08-08,7435,579930
talwS,2111-04-28,4423,256534
UaAMB,2095-01-28,3892,303576
UAeYW,2110-08-30,8014,336588
eyUEn,2070-11-25,2406,74586
PjnUz,2026-05-23,4071,134343
ODyWO,2041-08-19,8929,62503
VHTBY,2088-07-19,4716,292392
qfuvj,2035-03-10,5965,322110
GWKlk,2098-12-02,7560,325080
uDRja,2050-07-28,2746,52174
xncbm,2095-12-03,7579,325897
QqxEp,2092-09-21,5563,383847
QrNwO,2032-08-08,3371,74162
Sahxf,2086-05-22,2259,20331
oRlni,2113-07-01,8179,139043
pWhCP,2048-11-10,7921,340603
nYIib,2117-06-04,7231,585711
lDLzU,2082-12-15,6884,55072
HSBSH,2089-11-06,2652,95472
Amagt,2068-03-21,8180,531700
eZQuo,2050-10-26,7219,671367
oUUDg,2050-11-16,3511,179061
CbeQK,2053-08-24,6771,325008
ZBfsh,2058-09-04,6167,413189
FvhES,2030-04-25,3329,216385
ldomP,2116-12-03,8825,555975
QnFtv,2082-02-25,4649,209205
eQHIq,2030-06-14,6195,309750
rhihY,2047-05-31,2462,36930
ScgLy,2101-09-26,3964,114956
TxJsD,2086-05-17,2900,116000
XgfTL,2021-03-06,3429,171450
esjbO,2071-12-05,5035,110770
puVXA,2110-01-20,9458,397236
rEUwW,2112-10-27,3346,271026
hAomW,2101-02-27,3413,211606
HtCeM,2071-08-26,8573,385785
AhDNA,2114-07-19,6700,194300
KErsa,2065-03-15,7174,258264
bfbuU,2036-11-14,7326,153846
crBFQ,2047-03-26,8717,819398
mFdLN,2107-10-01,3136,294784
CVBrm,2109-06-10,6178,586910
qDQip,2084-11-21,9233,526281
KUxkt,2107-01-09,3877,147326
qQbgw,2081-01-04,5625,112500
FBeJv,2032-05-18,7112,327152
kJFpB,2052-03-15,2160,144720
glKdt,2059-02-02,9606,509118
Tocnf,2046-09-18,5008,340544
JcCWb,2025-10-17,5867,563232
pXHPq,2119-09-24,9506,532336
iRpPc,2044-08-30,4290,278850
CjhMA,2038-12-28,2578,56716
mwCWY,2088-12-26,3562,35620
BfPZz,2074-07-22,7854,596904
XAFCB,2092-12-23,5114,214788
hQLuY,2037-04-25,4497,161892
bKFVJ,2114-11-21,3102,192324
cCncM,2050-07-05,2059,142071
NmlOX,2103-10-02,3400,57800
Gmust,2054-09-04,7060,91780
Rxykd,2027-08-03,3558,92508
oWaGI,2078-10-28,6113,305650
RsycJ,2114-07-19,5322,111762
RLIcT,2105-01-17,3813,362235
xzYdQ,2035-01-25,8742,786780
vDyzg,2104-11-29,4283,167037
UlCVn,2054-08-13,7355,566335
FzEpU,2110-03-06,7634,755766
yBIot,2120-12-16,9766,175788
iyptw,2096-01-15,5378,435618
xutyH,2068-01-12,6357,158925
yJMiJ,2065-07-24,3355,67100
NDifr,2062-06-04,7787,568451
RLjJn,2113-02-06,9982,109802
ufPuW,2075-12-04,8492,815232
SLgwX,2053-03-08,8006,112084
NAEvs,2030-10-25,7426,237632
eABiL,2084-08-01,3757,353158
fQuLm,2084-05-29,9502,76016
ldnYd,2063-03-11,9163,311542
ltiCp,2079-03-26,3777,245505
HnpRj,2024-05-05,4119,354234
OTaJQ,2078-08-05,9753,868017
ISWmm,2073-01-02,9270,129780
DahmV,2069-06-15,3572,135736
nNdzJ,2040-03-25,7645,374605
blkyR,2059-04-15,4624,110976
WOYco,2040-05-23,6487,265967
pzkIS,2104-06-21,9223,664056
qeYBQ,2059-11-05,2814,78792
voZEK,2089-07-23,9141,676434
rpnBO,2032-03-17,6774,636756
ZVuTI,2057-01-18,6176,154400
BtlKJ,2070-12-01,5814,372096
RbQBt,2115-01-21,5516,546084
mZDVM,2085-09-05,5924,71088
SaNNh,2043-11-20,6834,546720
Ksnvj,2023-01-27,4202,348766
NlpJP,2039-02-05,8605,697005
qDBKc,2101-04-16,7767,310680
ELRhJ,2051-10-15,5551,105469
mZpJm,2039-06-14,7678,245696
Myijg,2117-04-06,8422,370568
HESXi,2034-04-12,7040,330880
zmKuF,2105-10-30,9177,688275
Zhwqx,2024-02-28,2348,42264
mrMBd,2048-06-19,3486,177786
gRnNs,2025-10-24,4430,425280
AEaYi,2119-12-30,8607,628311
auACm,2088-11-02,9721,573539
uxZcL,2115-04-11,7919,174218
LLHRI,2110-12-16,2004,44088
Gfuml,2108-01-30,8627,526247
xpWFE,2100-05-14,4317,146778
hzYwn,2117-04-07,9179,816931
asrDF,2034-09-05,9826,776254
WqXEo,2027-08-03,7621,335324
UzyND,2072-10-15,8108,332428
VfSTP,2030-05-06,5993,497419
KICbe,2111-08-22,5474,339388
arcPj,2116-12-27,3077,280007
xuXJD,2054-03-17,7183,229856
LncVn,2106-04-29,5295,407715
DpLms,2048-02-22,2763,215514
ukbYT,2096-01-09,8102,307876
LUaMu,2114-09-23,3248,324800
HlQhV,2117-03-02,6203,266729
xqytA,2068-12-31,9939,496950
yRrjt,2036-01-04,9491,66437
qnaRz,2046-07-16,2278,29614
bLEdL,2075-08-09,5207,260350
nBWsX,2024-05-23,3733,246378
YEDdv,2069-08-19,2168,216800
Huqaw,2119-03-08,3280,141040
VEMDU,2056-11-12,4068,24408
ScRaF,2044-04-26,2748,96180
IkEWb,2114-07-16,8451,109863
yUAkF,2066-09-11,3933,318573
vmMwF,2062-07-04,2415,178710
CxgDi,2116-07-22,6980,593300
EiFLE,2052-12-12,6940,124920
vebAI,2060-01-13,8171,759903
hjmEW,2036-12-25,6072,546480
XwqDz,2028-06-15,8799,527940
oTQNK,2066-08-28,7884,473040
yfCFT,2075-11-18,6871,185517
sqipH,2084-08-16,5572,200592
vKHum,2088-10-07,6476,621696
GJYlu,2048-07-27,4992,209664
XsQNB,2104-11-30,3180,117660
XyNYW,2108-11-29,8521,409008
KfNPE,2024-07-07,3391,291626
zWLjt,2054-07-17,4037,20185
LBZOO,2091-11-22,3315,271830
jBUyx,2119-08-06,2914,122388
BkcIO,2098-06-06,6614,85982
npohD,2059-03-29,8628,629844
oHlSy,2107-12-24,8842,150314
ORjNJ,2035-04-30,2106,200070
nMeRc,2112-07-27,2522,156364
KPZsa,2028-04-03,9558,764640
HjFMY,2021-07-01,2055,203445
ZfISm,2034-12-21,5336,416208
xdQSe,2110-03-18,7606,144514
WZjPt,2096-02-21,9177,440496
uJKMn,2100-01-05,2322,104490
ycZWf,2034-03-07,5494,318652
jzDgS,2047-07-10,8816,802256
ThCjH,2102-11-02,4603,87457
LHQkS,2074-04-18,5412,59532
sEorK,2037-12-05,4481,170278
mlKgn,2048-12-12,4175,283900
wywHO,2068-06-19,4842,455148
YBGmN,2054-08-21,5522,204314
jBTfn,2117-06-02,3845,311445
NxHAX,2074-08-27,5975,59750
BtXrB,2050-01-09,3113,77825
SIGvq,2059-02-06,3533,272041
YUuxM,2034-10-18,9741,399381
lIxwY,2121-01-22,6005,480400
WRTEU,2036-06-28,7960,437800
aYZse,2083-12-03,6972,34860
uGymu,2074-08-30,9022,757848
bdVkY,2036-09-01,9065,262885
xxxdQ,2046-04-28,8361,100332
TEoKF,2108-01-30,5629,197015
TqvHY,2023-02-20,8764,78876
YrCmK,2094-09-07,9945,546975
AyODv,2057-01-28,9570,459360
SLGvg,2040-12-29,5624,185592
xYRIJ,2055-10-21,8056,563920
mQdRc,2112-05-04,6705,590040
PTuRg,2073-05-31,5720,154440
sBYvZ,2105-06-20,9827,668236
obwvs,2095-09-24,6462,342486
FvafL,2102-05-03,9377,928323
Lophj,2036-05-07,2012,34204
kIGjc,2037-11-10,3259,78216
hzhfC,2118-07-17,8010,176220
VcTBw,2121-08-17,9473,748367
SJmMg,2114-03-25,3753,296487
eFaAS,2030-02-16,2650,190800
GAZpr,2090-05-19,3158,202112
RzlSK,2097-10-09,6733,612703
WxaxZ,2033-02-12,8660,779400
VwQUS,2079-02-28,4673,140190
wGTkG,2119-03-10,8578,746286
xhwRj,2114-07-03,3328,276224
SJElI,2102-11-19,6442,212586
KUzqX,2080-01-26,6363,63630
aPylH,2078-12-05,6562,118116
meNtD,2054-02-02,3676,319812
pIQTk,2048-12-13,6744,114648
ExDQm,2048-07-30,6268,401152
bXRMv,2075-07-16,4606,161210
yBnce,2056-02-05,6074,473772
scuvi,2056-06-27,9163,430661
pgqEq,2103-10-06,5892,453684
ytYLT,2030-11-24,3086,101838
LDiYP,2077-05-20,4887,288333
WKkXA,2105-02-26,4276,218076
ABviR,2080-08-12,2363,167773
hJegb,2099-03-17,2834,28340
HKTiq,2108-01-02,7301,306642
OHnow,2064-10-31,6076,42532
FlrAk,2039-11-21,3161,158050
RFgpa,2096-08-22,6895,220640
saQBN,2071-12-30,7005,301215
Jkjcg,2067-12-21,7293,255255
nPQjP,2077-10-11,3680,80960
NdXau,2088-03-18,5902,64922
eNHsM,2068-08-06,3262,254436
ntjoe,2024-11-10,4689,314163
uJhPn,2087-12-24,8171,759903
AXiBL,2090-09-08,9903,524859
CqZhn,2064-11-02,4096,184320
CYcPN,2120-08-17,5213,375336
DpXrY,2071-10-27,7105,561295
JZmGM,2069-06-17,5073,476862
NAqcA,2085-11-12,6660,626040
lTPEo,2097-08-10,3315,288405
sTXYe,2046-11-23,8004,696348
gsXOr,2059-05-16,6762,101430
YRwUE,2058-05-05,3423,68460
RHAuO,2096-06-28,3217,93293
INYMj,2080-12-15,8269,711134
qNgVE,2058-10-11,5269,347754
bPUCM,2072-05-28,8512,604352
NyHOc,2087-04-27,4360,222360
pwnlB,2043-04-11,4590,431460
jcBdh,2045-11-12,2002,70070
byOjC,2054-07-17,8235,667035
AaqJK,2036-10-03,3129,150192
tzcPa,2084-01-09,7102,419018
Hkqpu,2047-06-11,3410,221650
Iizvd,2022-01-06,9692,949816
RDqil,2065-06-21,9063,308142
uHVWC,2032-08-23,4856,116544
RJhmE,2061-05-23,5536,370912
XvqqP,2045-09-29,2645,76705
xWhJf,2099-09-07,7003,217093
yGLBj,2033-03-24,7254,116064
dNYXo,2100-03-06,6175,37050
synBh,2033-08-28,9667,928032
hgXTv,2057-05-18,4504,427880
QscgK,2071-12-19,2512,32656
uDZNS,2066-09-05,5448,397704
gYdPd,2100-09-10,4955,436040
swMcN,2053-04-13,7623,304920
huOCi,2068-02-24,2369,75808
XKpkB,2057-04-30,4452,186984
IQIoQ,2118-05-13,3989,115681
Pqibt,2085-07-02,8522,247138
QLYru,2086-04-06,4337,225524
prNjp,2120-02-08,5359,375130
ywDgw,2099-01-09,9416,84744
EOuGi,2024-02-07,7395,576810
qGCvQ,2031-06-28,5074,309514
IwMFG,2050-01-20,9391,234775
RNCWl,2077-06-05,6562,590580
iufYB,2067-05-10,4097,344148
anlBU,2114-01-27,5758,69096
SPPBt,2028-05-25,9728,155648
uDaMI,2095-05-29,6887,371898
abUtW,2085-06-21,3847,126951
bceYY,2049-07-11,8316,790020
yIpfP,2044-05-23,5682,431832
iapZh,2048-05-23,2226,71232
xqxiX,2087-07-01,9310,242060
GpVwe,2083-01-28,4221,341901
TfCjo,2083-01-21,2855,262660
uSIuL,2039-11-11,9852,305412
DKhMG,2089-11-05,8893,595831
UMzIr,2092-04-10,3226,245176
JEcPe,2090-10-14,7499,682409
dHOWb,2043-03-18,7475,710125
MTtET,2061-02-17,9654,839898
cDvSm,2059-10-09,2861,268934
YqlzQ,2077-12-19,2252,119356
TIIHZ,2083-11-15,7770,132090
tQEig,2080-11-30,8684,321308
zEpHg,2105-09-10,9619,259713
EJFNk,2076-09-16,7620,441960
AvbxV,2058-05-26,3992,43912
HpTWl,2039-08-09,4948,118752
QCjmN,2078-01-20,3564,153252
tzeZO,2090-07-02,3369,313317
Kwcjp,2055-05-01,4880,400160
pcROx,2036-09-09,3637,134569
gAMtd,2037-12-16,8333,658307
VjKsx,2031-08-19,6822,491184
svunt,2116-01-27,9679,212938
YuwRT,2107-07-07,7333,667303
hPeiL,2067-08-23,8903,311605
uadTG,2082-07-19,2854,262568
CcTQy,2108-12-10,8838,680526
MfVCP,2114-04-22,7163,673322
gfSXb,2067-05-26,5739,218082
GPemI,2100-02-08,4556,277916
LohWj,2076-03-17,6958,445312
AlHDZ,2100-01-31,8796,448596
rykeP,2024-02-15,3136,153664
hAfge,2121-02-20,4030,298220
HMraQ,2093-01-13,4175,250500
eRGZG,2096-03-20,4379,179539
BzeNi,2030-03-08,9216,912384
dnagi,2039-07-23,6597,646506
JIrDE,2076-10-11,7013,687274
hYddv,2095-07-11,3667,25669
NvIxY,2077-09-15,9379,656530
geUiu,2047-07-26,9332,457268
vFTOt,2084-07-06,2864,174704
rLEAw,2035-05-25,3434,178568
jTOEa,2084-06-21,6484,505752
UufKk,2032-05-24,9012,838116
NaMdF,2046-08-24,8087,347741
vGgMR,2100-11-14,8914,543754
pqzjt,2078-01-17,2459,164753
qoWVi,2118-01-23,8799,871101
EzcZR,2119-05-26,7537,685867
XdLFb,2111-01-09,6481,440708
WqIEX,2021-09-08,8478,279774
KsXVw,2094-07-19,2324,11620
pQOhV,2052-09-11,7031,562480
sQwdy,2022-05-29,7063,501473
jaMrl,2116-08-23,3075,178350
GRjmN,2064-03-18,6361,343494
emfQE,2117-08-07,9771,58626
wRGlS,2114-07-21,3004,45060
YxXHJ,2044-06-19,2994,62874
JHBjS,2078-12-07,5363,305691
vyoFP,2060-09-10,4847,174492
cIism,2079-01-15,8396,201504
OSbey,2087-12-14,3309,254793
RLQox,2066-11-25,3296,313120
DLXXM,2064-10-31,6004,552368
oFMyv,2110-06-23,3764,105392
FMBqm,2115-11-12,6870,542730
RNPtE,2035-10-20,8445,515145
zpakt,2077-10-27,6386,95790
NLIXr,2090-07-11,3904,163968
LWokn,2071-02-27,5431,396463
mEnMN,2085-08-05,6059,109062
jikCb,2107-12-27,9647,395527
hMhBO,2032-01-21,6484,155616
iPoPi,2065-10-06,8925,196350
dqwSi,2024-02-02,5266,273832
fQpRI,2035-06-27,2655,143370
PqbsG,2063-08-21,7038,499698
DTWMq,2042-04-25,6596,494700
gwbWS,2062-07-10,8004,736368
yaSLi,2060-06-14,7954,540872
NSXnP,2037-02-17,3784,18920
btuqq,2031-10-02,3350,324950
rGKjc,2116-09-09,3192,47880
AMajW,2119-01-04,7143,371436
zmeiH,2116-09-01,7919,300922
UodQV,2070-03-31,6991,538307
kFoXg,2026-07-08,8959,573376
aVuXr,2111-04-03,7852,667420
uCgMd,2069-10-23,2514,12570
hRuRL,2048-12-25,6667,40002
tBSGm,2066-02-03,5383,317597
QJNYu,2075-06-18,4432,137392
NUyOZ,2044-06-03,4563,219024
qSebG,2032-03-23,3847,96175
HXgiL,2107-02-21,4424,106176
dziKG,2105-04-22,2202,112302
xjIiO,2107-08-31,8908,347412
rpbLk,2101-11-29,3086,246880
DZcGC,2055-02-14,7219,490892
CRFfQ,2051-05-24,6440,573160
OiMKI,2098-06-26,5769,473058
BTAjc,2114-02-01,9122,483466
XXAjT,2035-08-21,9952,826016
IsNDn,2102-03-06,8619,586092
QaUMN,2085-05-27,8476,50856
wurcK,2048-06-16,4628,92560
kpmEp,2045-10-18,9921,704391
iyUdi,2108-02-07,2149,171920
TUqOz,2074-11-21,6306,334218
TQhEH,2041-08-09,4523,447777
vNjvh,2028-12-30,8247,808206
nCpCR,2075-10-22,4106,119074
OisEW,2075-02-12,4658,265506
rzWpv,2093-05-23,6350,184150
raUeR,2028-07-16,8671,494247
Nmidn,2072-01-16,9149,402556
TFkna,2046-11-09,3292,115220
fwNoW,2103-07-23,4327,99521
Pfnjx,2059-08-04,9989,449505
gnIxY,2023-03-21,9643,723225
eQsqH,2111-03-19,6860,507640
ekYdJ,2037-02-23,8434,716890
UqncH,2058-02-27,3515,115995
bHvQY,2081-11-06,3399,176748
ooFMl,2106-05-31,2529,187146
BHMMR,2068-02-05,5678,425850
iNHre,2026-10-04,6507,110619
vneIJ,2031-03-28,5996,461692
LtozY,2110-08-14,9624,336840
rDduE,2043-07-22,2478,131334
yfBSp,2119-05-19,9660,367080
hlorh,2096-06-05,2990,41860
hFHEe,2110-07-10,8837,866026
ueVpT,2119-07-26,7608,289104
kARRM,2021-12-11,8889,151113
HeRgG,2114-06-14,5881,152906
KtVeF,2105-08-31,7803,249696
TYMCc,2067-12-27,9242,489826
rPlyx,2031-11-22,3476,93852
RwoJX,2077-09-14,9647,163999
RnfWE,2090-07-18,3376,54016
dLNJC,2093-09-19,9588,431460
wRVSD,2073-08-18,7955,596625
naVXO,2110-11-08,3643,211294
Vhrir,2030-08-14,7811,726423
xnqgV,2115-08-23,4251,144534
UAlSz,2045-04-10,5962,238480
soSos,2065-04-22,3788,30304
pBadJ,2101-04-02,9974,748050
DiAjh,2111-07-07,9741,623424
MGHhA,2060-06-03,3682,103096
rWKmx,2073-02-13,7937,603212
JuHHk,2118-07-18,6935,561735
gosJF,2037-11-21,2566,94942
wEXNf,2046-03-21,4823,120575
erENa,2052-06-24,5791,237431
KIYze,2116-01-01,4059,85239
ZITXO,2044-10-16,7117,284680
ukwKz,2039-12-13,6901,469268
fROpz,2085-03-11,2076,195144
SOpJC,2072-11-27,7597,486208
dEUJN,2039-06-03,2567,141185
SIymk,2036-04-09,3204,185832
dGlTK,2075-03-16,6551,334101
rKzml,2025-06-11,6690,354570
lbbAI,2061-04-13,7891,694408
DJjpR,2059-06-19,3000,258000
hejzM,2118-01-11,2373,168483
oZZEy,2024-08-02,6160,338800
HytDf,2029-03-25,6476,278468
ImKgR,2095-12-08,2866,237878
bzqhj,2075-11-20,8142,187266
JtNFm,2039-09-10,2236,98384
gIBGn,2022-11-04,5576,250920
BYHfs,2044-10-31,3392,94976
jSYfC,2105-02-27,2925,17550
XfDRz,2023-08-04,6165,493200
wuyow,2021-09-24,6851,102765
GhoWI,2040-10-23,3318,33180
LWALp,2106-06-20,5157,469287
kImZj,2034-06-06,3327,73194
xUZHW,2028-06-29,5803,429422
XHXCu,2119-02-02,9621,394461
LrRYP,2064-10-27,7225,693600
ZTCzx,2070-07-24,4867,209281
GaflA,2076-06-18,9945,139230
xXQVx,2104-08-21,7239,709422
yoPMM,2045-06-06,6560,164000
fnifp,2092-07-17,8391,620934
UBiHD,2046-01-08,2764,24876
pHkIy,2075-10-20,2431,75361
hAamr,2099-11-01,8158,628166
NGGPn,2083-01-28,6199,68189
PieYt,2074-06-23,9056,733536
BBviV,2056-04-12,3509,350900
WGIMR,2059-04-04,8882,71056
Fcoqj,2065-05-01,8015,288540
zxbcV,2066-04-10,8081,387888
aqXjv,2120-06-27,7017,568377
HwABJ,2096-02-12,9936,228528
pwxsm,2026-07-15,3148,270728
AxKjw,2105-06-25,7492,142348
KhQou,2100-08-06,7198,237534
FVLXv,2080-05-15,7162,501340
LzYQM,2043-04-10,9657,782217
eiFNn,2034-03-27,9157,805816
HTneU,2050-01-16,9893,277004
woWTU,2087-10-02,4004,220220
afDKH,2027-05-01,6448,451360
fXnQd,2036-12-21,6722,60498
nDWOq,2025-04-27,2849,202279
mgRkA,2025-01-07,3532,275496
rwALY,2078-03-23,6581,348793
bGjFI,2085-08-19,7132,599088
OjAxV,2120-10-10,4202,33616
pliSK,2030-08-30,7358,125086
dkzSF,2077-08-24,9451,283530
MuwFP,2099-12-17,7651,38255
