StoreCode,Date,TotalSales,TotalAmount
EVDgI,2109-08-11,7669,329767
IPcfn,2053-05-03,4893,411012
MeMGs,2056-03-23,7176,35880
jAhpX,2040-12-16,6213,142899
uGDff,2051-08-07,7643,214004
gOkdO,2069-10-02,5019,175665
jWIre,2070-11-26,8474,186428
fHpMI,2088-03-06,2976,71424
lVMVN,2058-04-20,4772,100212
GSRWU,2058-11-07,6445,257800
idOvW,2026-02-03,3700,355200
VWqbE,2100-03-10,9394,112728
vLmKV,2086-03-01,3784,196768
aWOOV,2030-04-25,4112,102800
kRrkx,2069-03-10,4995,224775
QkEUL,2113-11-23,3287,144628
uFpQH,2092-10-30,7010,210300
rkxtL,2098-09-11,2460,214020
talwS,2109-03-28,6573,256347
UaAMB,2046-12-27,4882,385678
UAeYW,2092-05-04,5633,326714
eyUEn,2072-07-26,2245,24695
PjnUz,2044-08-11,9283,872602
ODyWO,2052-01-22,8070,153330
VHTBY,2099-07-19,6784,189952
qfuvj,2110-11-23,6527,241499
GWKlk,2081-12-22,9698,669162
uDRja,2053-12-27,4075,110025
xncbm,2110-10-22,2883,282534
QqxEp,2087-09-17,9758,302498
QrNwO,2066-12-10,8583,446316
Sahxf,2067-09-10,6152,362968
oRlni,2103-09-06,5389,280228
pWhCP,2085-10-23,7905,648210
nYIib,2096-10-24,6802,190456
lDLzU,2081-10-31,9186,891042
HSBSH,2081-09-12,9393,197253
Amagt,2120-03-07,8726,61082
eZQuo,2100-09-22,7142,642780
oUUDg,2078-08-29,3148,280172
CbeQK,2107-06-30,4202,231110
ZBfsh,2032-10-27,5651,163879
FvhES,2108-07-05,4791,416817
ldomP,2100-01-28,3465,180180
QnFtv,2049-12-14,7392,273504
eQHIq,2041-08-07,4389,245784
rhihY,2095-09-13,3609,310374
ScgLy,2081-08-31,3276,75348
TxJsD,2097-04-18,2564,169224
XgfTL,2106-09-29,2861,25749
esjbO,2026-03-15,6806,340300
puVXA,2039-07-29,4928,300608
rEUwW,2106-01-09,8106,154014
hAomW,2102-04-19,4279,64185
HtCeM,2054-11-02,3531,335445
AhDNA,2070-07-02,7345,624325
KErsa,2022-11-24,2074,41480
bfbuU,2051-04-02,9473,701002
crBFQ,2058-12-04,5722,131606
mFdLN,2029-03-23,7271,399905
CVBrm,2063-06-20,4226,245108
qDQip,2090-05-20,7968,438240
KUxkt,2105-12-04,4390,259010
qQbgw,2061-07-06,3917,360364
FBeJv,2099-02-24,5838,93408
kJFpB,2093-07-18,6916,152152
glKdt,2039-04-06,8795,334210
Tocnf,2029-03-29,7604,334576
JcCWb,2027-07-07,4206,54678
pXHPq,2119-02-16,7569,204363
iRpPc,2022-12-25,2992,41888
CjhMA,2044-07-05,9878,770484
mwCWY,2106-11-22,4933,113459
BfPZz,2071-03-28,7902,308178
XAFCB,2079-05-24,5045,388465
hQLuY,2024-05-20,3880,333680
bKFVJ,2052-04-03,4564,177996
cCncM,2101-11-06,4692,356592
